Attendance,AvgPeople,CinemaName,RowNum,TodayAudienceCount,TodayBox,TodayShowCount,price
22.751686,47.11,Jackie Chan北京耀莱,1,6030,279125.00,128,46.29
35.877247,64.80,金逸北京大悦城IMAX店,2,3953,261478.50,61,66.15
24.096294,52.99,广州飞扬影城（正佳分店）,3,3550,203628.00,67,57.36
25.809843,51.55,金逸北京荟聚IMAX店,4,3660,199342.20,71,54.47
32.266004,46.44,首都电影院西单店,5,3483,198637.00,75,57.03
31.288365,42.88,南京新街口国际影城,6,4460,180140.80,104,40.39
33.305298,44.00,北京寰映合生汇店,7,2860,179621.60,65,62.80
23.312555,39.19,北京UME国际影城双井店,8,2704,178160.60,69,65.89
28.183657,43.17,武商摩尔国际电影城,9,5310,177125.00,123,33.36
21.958552,38.31,CGV影城 深圳壹方城店,10,2988,173062.00,78,57.92
24.834708,45.30,深圳市百老汇电影中心影城,11,3035,169978.00,67,56.01
42.653029,71.60,中影国际影城北京昌平永旺店,12,3795,164945.20,53,43.46
17.480014,23.03,北京市金泉港国际影城,13,2879,163009.00,125,56.62
29.541108,51.50,上海百丽宫影城（环贸iapm店）,14,2060,161535.00,40,78.42
38.721748,50.73,金逸影城北京中关村店,15,2587,156992.80,51,60.69
18.545048,39.63,卢米埃北京长楹天街IMAX影城,16,2576,156700.00,65,60.83
22.875214,43.19,上海五角场万达广场店,17,2980,153951.40,69,51.66
24.182833,30.87,北京UME国际影城（安贞店）,18,2439,151507.26,79,62.12
21.020658,46.53,广州飞扬影城,19,2699,150023.00,58,55.58
46.095697,58.03,首都电影院昌平店,20,3366,148852.77,58,44.22
23.172670,41.87,金逸上海龙之梦IMAX店,21,2638,148020.85,63,56.11
37.271270,74.92,中影国际影城武汉光谷天河店,22,4420,146928.00,59,33.24
25.643430,38.23,武汉汉街万达广场店,23,3555,143770.00,93,40.44
17.265327,27.52,北京通州万达广场店,24,2312,143649.60,84,62.13
29.621890,59.54,北京嘉华国际影城,25,2977,143626.00,50,48.25
17.131213,37.37,北京万达影城天通苑龙德广场店,26,2354,142581.00,63,60.57
33.494914,52.69,中影国际影城珠海华发2店,27,3372,142519.00,64,42.27
23.995826,43.41,中影国际影城上海金科路店,28,3082,137762.00,71,44.70
20.380061,27.36,SFC上影影城（港汇恒隆永华店）,29,2025,136726.70,74,67.52
35.545272,50.16,海上明珠国际影城上海环球港店,30,2458,136366.00,49,55.48
31.955702,49.11,中影国际影城上海合生汇店,31,2799,134492.00,57,48.05
25.278810,51.00,北京美嘉欢乐影城（中关村）,32,2601,131913.00,51,50.72
30.313368,49.98,广州市百丽宫猎德影院,33,2399,127640.00,48,53.21
20.679662,30.19,深圳市万象影城罗湖万象城店,34,2355,125857.80,78,53.44
20.954871,37.04,百丽宫影城长宁来福士店,35,1963,123888.00,53,63.11
34.838283,49.08,金逸广州海珠城IMAX店 ,36,2503,123001.85,51,49.14
35.270055,51.21,上海百美汇影院,37,1690,120515.00,33,71.31
30.165434,43.95,武汉博纳国际电影城,38,3428,120112.00,78,35.04
13.611162,27.14,北京美嘉欢乐影城（三里屯店）,39,1384,119412.00,51,86.28
18.692908,35.21,北京UME华星国际影城,40,1655,118778.75,47,71.77
25.912828,32.82,郑州奥斯卡熙地港国际影城,41,3151,118509.00,96,37.61
15.625000,40.00,深圳保利国际影城,42,2600,118494.00,65,45.57
22.786191,39.93,广州飞扬影城（乐峰店）,43,2715,118424.00,68,43.62
25.576011,43.64,武商众圆摩尔国际电影城,44,3535,117310.00,81,33.19
24.420583,33.30,北京华影天映传奇时代影城,45,1865,117275.00,56,62.88
23.431115,49.93,巨幕影城（武汉光谷广场资本大厦店）,46,3545,116784.00,71,32.94
20.970443,41.73,广州市捷登都会飞扬影城,47,3881,116715.00,93,30.07
37.822696,59.87,北京天幕新彩云影城,48,3173,116599.00,53,36.75
26.600888,32.70,广州UA花城汇影院,49,2387,115862.00,73,48.54
47.363265,78.94,中都影城石家庄先天下店,50,3868,115677.00,49,29.91
21.918488,34.36,成都锦华万达广场店,51,2852,115566.00,83,40.52
16.987511,27.04,北京石景山万达广场店,52,1839,114779.20,68,62.41
27.382376,22.89,新影联华谊兄弟影院(望京华彩店),53,2747,114746.00,120,41.77
29.026579,43.39,上海国金百丽宫影城,54,1649,114322.00,38,69.33
20.635306,39.44,成都百丽宫影城（太古里店）,55,2169,114080.00,55,52.60
22.409288,29.69,重庆UME国际影城（渝中店）,56,2702,113744.38,91,42.10
19.870315,41.85,北京沃美影城（常营店）,57,2260,113416.00,54,50.18
16.389921,37.58,金逸天津大悦城IMAX店,58,2518,113149.00,67,44.94
26.692231,38.32,广州天河影城,59,2529,111023.00,66,43.90
28.407925,39.57,CGV星星影城 北京颐堤港店,60,1741,110268.00,44,63.34
13.655292,27.35,中影国际影城深圳南山欢乐海岸店,61,1887,109926.00,69,58.25
28.466572,44.95,广州星汇电影院,62,3506,108674.00,78,31.00
15.132352,25.22,CGV影城 上海七宝店,63,1715,108292.00,68,63.14
26.705422,27.17,重庆UME国际影城（江北）,64,2744,107730.39,101,39.26
19.023231,30.03,南昌红谷滩万达广场店,65,2402,106110.80,80,44.18
20.509095,23.88,西安高新万达广场店,66,2483,105708.00,104,42.57
24.477451,29.32,昆明万达影城同德广场店,67,2316,105210.90,79,45.43
35.134250,44.71,北京花市百老汇影院,68,2146,105105.00,48,48.98
25.435540,33.60,深圳博纳时代国际影城（皇庭店）,69,2117,104904.00,63,49.55
14.973495,18.90,德纳国际影城杭州萧山店,70,2192,104833.00,116,47.83
39.138673,52.59,海上明珠国际影城成都银泰城店,71,2840,104811.00,54,36.91
23.053232,42.32,CGV影城 北京清河店,72,1989,104291.00,47,52.43
18.538724,30.40,红星太平洋影城北京太阳宫店,73,1733,103453.90,57,59.70
26.922097,35.10,石家庄UME影城,74,3089,103381.50,88,33.47
16.404647,29.35,济南高新万达广场店,75,2260,103273.80,77,45.70
35.577087,54.24,洛阳万达影城世茂广场店,76,2766,102839.00,51,37.18
25.555555,34.50,北京市莱纳恒泰影城,77,2346,102592.00,68,43.73
23.663402,37.51,长沙横店潇湘王府井影城,78,2888,102462.50,77,35.48
26.417748,40.68,北京新华国际影城(大钟寺店),79,2441,102457.00,60,41.97
15.996361,27.23,闵行区百丽宫影城,80,1688,102104.00,62,60.49
16.195134,26.06,卢米埃深圳九方IMAX影城,81,1798,102045.00,69,56.75
18.191528,31.05,广州白云万达广场店,82,1987,101526.10,64,51.10
19.913812,43.97,金逸武汉销品茂IMAX店,83,2902,101497.20,66,34.97
27.003143,31.45,重庆万达影城大融城店,84,2736,101103.80,87,36.95
21.672035,33.32,橙天嘉禾影城深圳卓悦汇店,85,1766,100726.10,53,57.04
22.197059,35.89,呼和浩特万达广场店,86,2189,100668.00,61,45.99
22.448784,39.08,兰州城关万达广场店,87,2345,100423.00,60,42.82
25.365675,37.16,CGV星星影城 北京奥体店,88,2081,98960.00,56,47.55
21.600455,29.64,上海周浦万达广场店,89,1897,98579.20,64,51.97
28.238213,65.65,SFC上影影城（美罗城店）,90,1707,98507.40,26,57.71
19.035365,38.64,西安奥斯卡熙地港国际影城,91,2589,98403.50,67,38.01
