broker,count,bamount,bcount,samount,scount,top3
中泰证券股份有限公司慈溪天九街证券营业部,1,450.23,1,0.0,0,全新好
华泰证券股份有限公司南京江宁金箔路证券营业部,4,1701.67,1,3694.63,3,"深赛格,东软载波"
东莞证券股份有限公司四川分公司,14,2832.99,6,2812.99,8,"湖南发展,科恒股份,天威视讯,"
西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,119,48937.42,74,26136.63,45,"中国人保,沙钢股份,群兴玩具,"
国泰君安证券股份有限公司上海江苏路证券营业部,8,3951.05,3,11555.09,5,"天风证券,深赛格,联创互联,"
国泰君安证券股份有限公司上海福山路证券营业部,9,1857.0,3,12653.93,6,"东富龙,长虹美菱,广西广电,"
中泰证券股份有限公司东营北一路证券营业部,1,422.19,1,0.0,0,全新好
华泰证券股份有限公司无锡金融一街证券营业部,11,8507.52,8,3050.39,3,"深赛格,安控科技,东软载波,"
财富证券有限责任公司南京新模范马路证券营业部,2,602.48,2,0.0,0,长虹美菱
平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,16,5840.4,11,1100.17,5,"中国人保,恒立实业,如意集团,"
中信证券股份有限公司北京远大路证券营业部,8,3555.96,6,1859.65,2,"宇信科技,国发股份,天壕环境,"
宏信证券有限责任公司泸州江阳中路证券营业部,5,1983.92,2,3045.4,3,"深赛格,海峡股份,南天信息"
中信建投证券股份有限公司重庆龙山路证券营业部,6,3318.3,5,490.47,1,"新华传媒,智慧松德,华平股份,"
东方证券股份有限公司成都益州大道证券营业部,1,279.17,1,0.0,0,长虹美菱
国泰君安证券股份有限公司深圳滨海大道创投大厦证券营业部,4,933.4,1,3274.83,3,"深赛格,桂东电力"
长江证券股份有限公司成都光华村街证券营业部,6,2098.03,4,956.38,2,"民和股份,益生股份,兴瑞科技,"
海通证券股份有限公司宁波解放北路证券营业部,6,1075.04,2,6322.67,4,"盛路通信,光一科技,长虹美菱,"
华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,25,54524.64,12,38029.34,13,"中国人保,新华传媒,康得新,"
上海证券有限责任公司南京溧水致远路证券营业部,2,657.26,1,446.95,1,"双环传动,全新好"
山西证券股份有限公司烟台白石路证券营业部,1,0.0,0,148.35,1,长虹美菱
华泰证券股份有限公司台州中心大道证券营业部,4,1366.18,2,3034.95,2,"光洋股份,金力永磁,深赛格"
东莞证券股份有限公司南京分公司,1,0.0,0,394.44,1,全新好
平安证券股份有限公司广州华强路证券营业部,1,0.0,0,116.72,1,长虹美菱
申港证券股份有限公司浙江分公司,3,2209.32,2,718.0,1,"国发股份,深赛格"
华泰证券股份有限公司宁波柳汀街证券营业部,5,1054.97,2,1796.69,3,"湖南发展,双环传动,全新好"
西部证券股份有限公司西安未央路第二证券营业部,1,0.0,0,97.61,1,长虹美菱
国信证券股份有限公司深圳泰然九路证券营业部,9,1492.95,4,2066.77,5,"上海新阳,海得控制,金力永磁,"
中国银河证券股份有限公司淮安洪泽东十道证券营业部,7,2702.57,3,3222.66,4,"沃特股份,华西股份,富春股份,"
招商证券股份有限公司东莞鸿福路证券营业部,1,0.0,0,285.69,1,深赛格
中国中投证券有限责任公司上海复兴东路证券营业部,1,821.03,1,0.0,0,平潭发展
宏信证券有限责任公司成都锦城大道证券营业部,2,652.0,1,579.37,1,"平潭发展,高斯贝尔"
招商证券股份有限公司深圳后海证券营业部,8,2665.33,3,1889.02,5,"奥马电器,光洋股份,经纬纺机,"
华鑫证券有限责任公司福建分公司,10,3805.53,6,3637.14,4,"双林股份,天威视讯,金龙机电,"
华泰证券股份有限公司天津勤俭道证券营业部,5,1615.7,4,539.55,1,"吉视传媒,经纬纺机,鲁亿通,"
华泰证券股份有限公司成都人民南路证券营业部,2,640.74,1,166.92,1,"平潭发展,东方通信"
华融证券股份有限公司青岛苗岭路证券营业部,1,290.39,1,0.0,0,经纬纺机
中信证券股份有限公司杭州新天地证券营业部,2,507.5,1,474.36,1,"平潭发展,亚振家居"
第一创业证券股份有限公司深圳笋岗东路证券营业部,2,205.84,1,270.58,1,"康德莱,平潭发展"
兴业证券股份有限公司福州树汤路证券营业部,1,275.73,1,0.0,0,经纬纺机
华福证券有限责任公司建阳中山路证券营业部,1,0.0,0,134.72,1,平潭发展
海通证券股份有限公司宿州汴河路证券营业部,1,0.0,0,127.2,1,平潭发展
华泰证券股份有限公司郑州经三路证券营业部,2,0.0,0,1205.76,2,"经纬纺机,深圳惠程"
广州证券股份有限公司广州增城新塘证券营业部,1,0.0,0,122.9,1,平潭发展
中泰证券股份有限公司武汉宝丰路证券营业部,1,0.0,0,664.29,1,经纬纺机
东海证券股份有限公司深圳深南大道证券营业部,2,120.67,1,117.36,1,"佳电股份,平潭发展"
中国国际金融股份有限公司上海黄浦区湖滨路证券营业部,3,2147.8,2,562.13,1,"凯美特气,经纬纺机"
华泰证券股份有限公司江阴分公司,6,188.53,1,4979.18,5,"华西股份,蠡湖股份,霞客环保,"
金元证券股份有限公司广州白云路证券营业部,4,2439.66,3,495.83,1,"双林股份,泰合健康,海得控制"
中国银河证券股份有限公司深圳银湖路证券营业部,1,2883.15,1,0.0,0,北京文化
中信建投证券股份有限公司重庆涪陵广场路证券营业部,3,10606.57,3,0.0,0,"中信国安,旋极信息,厦门港务"
