code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000571,新大洲A,9.973,6680.25,3328.45,3351.80,日涨幅偏离值达到7%的前五只证券,0.18,0.18,2018-12-12
000979,中弘退,0,1552.93,930.63,622.29,退市整理期,0.40,0.27,2018-12-12
002017,东信和平,-7.1521,4055.88,1290.89,2764.99,日跌幅偏离值达到7%的前五只证券,0.06,0.13,2018-12-12
002076,雪莱特,10.1299,6344.74,3343.92,3000.82,日涨幅偏离值达到7%的前五只证券,0.12,0.10,2018-12-12
002076,雪莱特,10.1299,11227.41,4077.53,7149.89,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.09,0.15,2018-12-12
002098,浔兴股份,-9.0241,7264.12,3254.09,4010.03,日振幅值达到15%的前五只证券,0.06,0.07,2018-12-12
002098,浔兴股份,-9.0241,7264.12,3254.09,4010.03,日跌幅偏离值达到7%的前五只证券,0.06,0.07,2018-12-12
002147,ST新光,-3.6946,13794.92,7167.12,6627.80,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.10,0.09,2018-12-12
002176,江特电机,9.9839,14579.29,11141.40,3437.89,日涨幅偏离值达到7%的前五只证券,0.18,0.05,2018-12-12
002252,上海莱士,-9.9789,575.81,144.24,431.57,日跌幅偏离值达到7%的前五只证券,0.33,1.00,2018-12-12
002622,融钰集团,10.1449,9013.89,5300.11,3713.77,日涨幅偏离值达到7%的前五只证券,0.11,0.08,2018-12-12
002691,冀凯股份,10.0251,4399.16,2438.11,1961.05,日涨幅偏离值达到7%的前五只证券,0.12,0.09,2018-12-12
002768,国恩股份,10.0183,19995.15,9674.04,10321.11,日涨幅偏离值达到7%的前五只证券,0.28,0.30,2018-12-12
002848,高斯贝尔,-7.0552,4247.46,1625.14,2622.33,日跌幅偏离值达到7%的前五只证券,0.07,0.11,2018-12-12
002856,美芝股份,4.3718,8821.33,5624.51,3196.82,日换手率达到20%的前五只证券,0.19,0.11,2018-12-12
002862,实丰文化,3.7234,3928.08,1036.84,2891.24,日换手率达到20%的前五只证券,0.06,0.17,2018-12-12
002902,铭普光磁,-7.7633,4187.99,1529.58,2658.41,日跌幅偏离值达到7%的前五只证券,0.05,0.09,2018-12-12
002931,锋龙股份,10.0155,2780.31,1609.83,1170.48,日换手率达到20%的前五只证券,0.08,0.06,2018-12-12
002941,新疆交建,-0.9818,8551.34,3501.68,5049.66,日换手率达到20%的前五只证券,0.05,0.07,2018-12-12
002943,宇晶股份,1.3585,5598.54,2035.76,3562.78,日换手率达到20%的前五只证券,0.05,0.08,2018-12-12
300063,天龙集团,-9.0487,5528.01,1980.19,3547.83,日跌幅偏离值达到7%的前五只证券,0.07,0.12,2018-12-12
300071,华谊嘉信,-5.2083,8989.47,4503.97,4485.50,日振幅值达到15%的前五只证券,0.08,0.08,2018-12-12
300071,华谊嘉信,-5.2083,8989.47,4503.97,4485.50,日换手率达到20%的前五只证券,0.08,0.08,2018-12-12
300109,新开源,9.9725,5230.00,3065.76,2164.25,日涨幅偏离值达到7%的前五只证券,0.26,0.18,2018-12-12
300175,朗源股份,-9.4,5028.62,1654.01,3374.61,日跌幅偏离值达到7%的前五只证券,0.08,0.16,2018-12-12
300362,天翔环境,-9.9744,1031.92,319.62,712.31,日跌幅偏离值达到7%的前五只证券,0.45,1.00,2018-12-12
300362,天翔环境,-9.9744,1099.10,319.62,779.48,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.41,1.00,2018-12-12
300582,英飞特,10.0191,2662.60,1238.73,1423.87,日涨幅偏离值达到7%的前五只证券,0.27,0.31,2018-12-12
300643,万通智控,3.871,3082.09,1628.82,1453.27,日换手率达到20%的前五只证券,0.08,0.07,2018-12-12
300674,宇信科技,2.5862,5604.95,2254.33,3350.61,日换手率达到20%的前五只证券,0.06,0.09,2018-12-12
300733,西菱动力,10.0337,1766.26,1434.48,331.78,日涨幅偏离值达到7%的前五只证券,0.29,0.07,2018-12-12
300746,汉嘉设计,10.03,3335.18,2786.56,548.62,日涨幅偏离值达到7%的前五只证券,0.44,0.09,2018-12-12
300748,金力永磁,4.0864,3849.73,1679.15,2170.58,日换手率达到20%的前五只证券,0.07,0.09,2018-12-12
300749,顶固集创,10.0122,6487.53,3434.30,3053.23,日涨幅偏离值达到7%的前五只证券,0.16,0.14,2018-12-12
300749,顶固集创,10.0122,6487.53,3434.30,3053.23,日换手率达到20%的前五只证券,0.16,0.14,2018-12-12
600666,奥瑞德,9.8802,7061.57,4364.78,2696.80,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.13,0.08,2018-12-12
600776,东方通信,-7.013,12616.18,5674.59,6941.58,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.08,0.10,2018-12-12
603220,贝通信,-2.7726,5885.17,3047.90,2837.27,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.06,0.06,2018-12-12
