Attendance,AvgPeople,CinemaName,RowNum,TodayAudienceCount,TodayBox,TodayShowCount,price
27.284489,49.28,金逸北京大悦城IMAX店,1,2267,168664.00,46,74.40
25.632340,44.69,上海百丽宫影城（环贸iapm店）,2,1564,145153.00,35,92.81
21.872625,29.98,南京新街口国际影城,3,2878,136149.00,96,47.31
18.502226,34.93,上海五角场万达广场店,4,2061,135847.00,59,65.91
25.240939,47.55,UME影城（北京华星店）,5,1997,133571.52,42,66.89
24.339830,40.92,UME影城（北京双井店）,6,2414,126659.00,59,52.47
25.333318,50.02,南宁沃美影城,7,2601,125955.00,52,48.43
13.490774,17.78,北京市金泉港国际影城,8,1902,121510.00,107,63.89
20.881070,32.69,北京CBD万达广场店,9,1373,119982.00,42,87.39
17.044564,31.09,深圳市百老汇电影中心影城,10,1741,117767.00,56,67.64
14.565873,31.13,卢米埃北京长楹天街IMAX影城,11,1712,115352.00,55,67.38
14.010265,30.81,广州飞扬影城（正佳分店）,12,1756,110741.00,57,63.06
20.747056,48.94,南宁市新民族影城,13,2447,110611.00,50,45.20
19.583126,28.19,首都电影院西单店,14,1973,109840.26,70,55.67
14.730189,26.14,南宁青秀万达广场店,15,2222,106695.00,85,48.02
20.030838,26.46,北京寰映合生汇店,16,1429,104223.20,54,72.93
20.449481,34.05,南宁江南万达广场店,17,2111,103845.00,62,49.19
15.610153,28.21,金逸上海龙之梦IMAX店,18,1495,102627.80,53,68.65
31.679082,44.63,金逸广州海珠城IMAX店 ,19,1919,101847.20,43,53.07
24.556387,39.64,上海和平影都,20,1546,100963.00,39,65.31
11.933651,24.71,Jackie Chan北京耀莱,21,2298,98612.00,93,42.91
14.883236,19.98,SFC上影影城（港汇恒隆永华店）,22,1259,96559.00,63,76.69
37.141843,49.19,永恒·晶钻IMAX影城,23,2558,94995.00,52,37.14
17.027616,32.54,成都百丽宫影城（太古里店）,24,1562,90795.00,48,58.13
63.024442,98.59,SFC上影影城（西安大融城店）,25,3352,89238.00,34,26.62
28.191170,47.84,中影国际影城南宁青秀航洋城店,26,2153,89122.00,45,41.39
23.533958,28.19,昆明万达影城同德广场店,27,1663,88801.20,59,53.40
19.651162,29.29,武汉汉街万达广场店,28,2197,88490.00,75,40.28
