Time,SS RSRP[dBm],SS SINR[dB],SS RSRQ[dB],SS RSSI[dBm],PDCP Thr. DL [Mbps],PDCP Thr. UL [Mbps],Longitude,Latitude,
18:07:00.117,,,,,,,,,
18:07:00.503,-72.25,14.86,-10.67,-48.44,,,,,
18:07:00.703,-72.08,14.87,-10.71,-48.27,,,,,
18:07:00.913,-71.89,14.80,-10.74,-48.08,,,,,
18:07:01.114,-71.79,14.84,-10.75,-47.99,0.037,0.003,,,
18:07:01.305,-71.95,14.57,-10.75,-48.18,0.037,0.003,,,
18:07:01.505,-72.08,14.42,-10.75,-48.33,0.037,0.003,112.524651,37.794331,
18:07:01.706,-72.07,14.79,-10.75,-48.30,0.037,0.003,112.524651,37.794331,
18:07:01.906,-72.02,15.10,-10.75,-48.26,0.037,0.003,112.524651,37.794331,
18:07:02.116,-71.83,15.39,-10.72,-48.07,0.000,0.000,112.524651,37.794331,
18:07:02.316,-71.72,15.82,-10.70,-47.91,0.000,0.000,112.524651,37.794331,
18:07:02.497,-71.77,15.75,-10.75,-47.96,0.000,0.000,112.524651,37.794331,
18:07:02.707,-71.71,15.58,-10.83,-47.87,0.000,0.000,112.524651,37.794331,
18:07:02.907,-71.43,15.88,-10.82,-47.61,0.000,0.000,112.524651,37.794331,
18:07:03.107,-71.45,15.88,-10.75,-47.64,0.012,0.001,112.524651,37.794331,
18:07:03.317,-71.74,15.56,-10.70,-47.89,0.012,0.001,112.524651,37.794331,
18:07:03.497,-71.87,15.66,-10.75,-48.02,0.012,0.001,112.524651,37.794331,
18:07:03.707,-72.05,16.01,-10.80,-48.18,0.012,0.001,112.524651,37.794331,
18:07:03.909,-72.32,16.03,-10.78,-48.40,0.012,0.001,112.524651,37.794331,
18:07:04.109,-72.33,15.96,-10.74,-48.43,0.012,0.001,112.524651,37.794331,
18:07:04.309,-72.52,15.91,-10.72,-48.64,0.012,0.001,112.524651,37.794331,
18:07:04.509,-72.77,15.62,-10.76,-48.89,0.182,0.180,112.524651,37.794331,
18:07:04.704,-72.72,15.39,-10.77,-48.84,0.182,0.180,112.524651,37.794331,
18:07:04.904,-72.51,15.17,-10.75,-48.64,0.182,0.180,112.524651,37.794331,
18:07:05.106,-72.35,15.39,-10.75,-48.46,0.182,0.180,112.524651,37.794331,
18:07:05.306,-72.27,15.44,-10.75,-48.40,0.182,0.180,112.524651,37.794331,
18:07:05.516,-72.33,15.11,-10.77,-48.46,238.904,2.054,112.524651,37.794331,
18:07:05.716,-72.32,14.57,-10.85,-48.44,238.904,2.054,112.524651,37.794331,
18:07:05.906,-72.31,14.49,-10.82,-48.44,238.904,2.054,112.524651,37.794331,
18:07:06.106,-72.34,14.48,-10.85,-48.47,238.904,2.054,112.524651,37.794331,
18:07:06.307,-72.35,14.65,-10.87,-48.48,238.904,2.054,112.524651,37.794331,
18:07:06.508,-72.26,14.98,-10.86,-48.38,743.296,5.834,112.524651,37.794331,
18:07:06.718,-72.31,15.07,-10.82,-48.44,743.296,5.834,112.524651,37.794331,
18:07:06.898,-72.70,14.77,-10.82,-48.81,743.296,5.834,112.524651,37.794331,
18:07:07.108,-73.21,14.66,-10.81,-49.25,743.296,5.834,112.524651,37.794331,
18:07:07.308,-73.21,14.54,-10.81,-49.27,743.296,5.834,112.524651,37.794331,
18:07:07.508,-73.18,14.70,-10.81,-49.27,771.928,13.178,112.524651,37.794331,
18:07:07.708,-72.89,15.60,-10.80,-49.02,771.928,13.178,112.524651,37.794331,
18:07:07.918,-72.46,16.40,-10.76,-48.63,771.928,13.178,112.524651,37.794331,
18:07:08.098,-72.25,16.71,-10.77,-48.44,771.928,13.178,112.524651,37.794331,
18:07:08.308,-72.03,16.54,-10.80,-48.22,771.928,13.178,112.524651,37.794331,
18:07:08.508,-71.93,16.02,-10.81,-48.12,755.712,16.636,112.524651,37.794331,
18:07:08.708,-72.06,15.54,-10.86,-48.20,755.712,16.636,112.524651,37.794331,
18:07:08.918,-72.25,15.20,-10.87,-48.36,755.712,16.636,112.524651,37.794331,
18:07:09.098,-72.39,15.11,-10.86,-48.47,755.712,16.636,112.524651,37.794331,
18:07:09.300,-72.46,15.06,-10.82,-48.52,755.712,16.636,112.524651,37.794331,
18:07:09.510,-72.57,14.81,-10.82,-48.63,757.688,19.296,112.524651,37.794331,
18:07:09.710,-72.55,14.66,-10.83,-48.61,757.688,19.296,112.524651,37.794331,
18:07:09.910,-72.47,14.54,-10.82,-48.59,757.688,19.296,112.524651,37.794331,
18:07:10.114,-72.48,14.53,-10.81,-48.65,757.688,19.296,112.524651,37.794331,
18:07:10.306,-72.37,14.54,-10.81,-48.55,757.688,19.296,112.524651,37.794331,
18:07:10.506,-72.20,14.62,-10.81,-48.39,817.840,22.824,112.524651,37.794331,
18:07:10.706,-72.14,14.89,-10.77,-48.33,817.840,22.824,112.524651,37.794331,
18:07:10.906,-72.24,14.93,-10.79,-48.36,817.840,22.824,112.524651,37.794331,
18:07:11.114,-72.53,14.89,-10.81,-48.65,817.840,22.824,112.524651,37.794331,
18:07:11.305,-72.69,14.78,-10.81,-48.85,817.840,22.824,112.524651,37.794331,
18:07:11.505,-72.69,14.48,-10.84,-48.84,805.424,20.408,112.524651,37.794331,
18:07:11.705,-72.66,14.12,-10.87,-48.77,805.424,20.408,112.524651,37.794331,
18:07:11.906,-72.62,13.97,-10.84,-48.74,805.424,20.408,112.524651,37.794331,
18:07:12.116,-72.50,13.96,-10.85,-48.58,805.424,20.408,112.524651,37.794331,
18:07:12.316,-72.16,14.22,-10.87,-48.27,805.424,20.408,112.524651,37.794331,
18:07:12.506,-71.99,14.35,-10.80,-48.11,794.096,22.152,112.524651,37.794331,
18:07:12.708,-72.04,14.40,-10.76,-48.17,794.096,22.152,112.524651,37.794331,
18:07:12.908,-72.10,14.40,-10.75,-48.23,794.096,22.152,112.524651,37.794331,
18:07:13.108,-72.21,14.43,-10.74,-48.29,794.096,22.152,112.524651,37.794331,
18:07:13.308,-72.15,14.50,-10.75,-48.21,794.096,22.152,112.524651,37.794331,
18:07:13.518,-72.11,14.81,-10.75,-48.23,787.408,22.496,112.524651,37.794331,
18:07:13.698,-72.00,15.12,-10.75,-48.12,787.408,22.496,112.524651,37.794331,
18:07:13.908,-71.91,15.28,-10.75,-48.03,787.408,22.496,112.524651,37.794331,
18:07:14.108,-72.16,15.18,-10.75,-48.29,787.408,22.496,112.524651,37.794331,
18:07:14.308,-72.35,15.03,-10.75,-48.43,787.408,22.496,112.524651,37.794331,
18:07:14.518,-72.01,15.37,-10.75,-48.12,817.896,23.432,112.524651,37.794331,
18:07:14.698,-71.85,15.40,-10.75,-47.94,817.896,23.432,112.524651,37.794331,
18:07:14.908,-71.99,15.23,-10.78,-48.02,817.896,23.432,112.524651,37.794331,
18:07:15.108,-71.90,15.37,-10.77,-47.99,817.896,23.432,112.524651,37.794331,
18:07:15.309,-71.79,15.25,-10.79,-47.90,817.896,23.432,112.524651,37.794331,
18:07:15.509,-71.93,14.94,-10.81,-48.01,829.960,24.528,112.524651,37.794331,
18:07:15.719,-71.86,15.11,-10.80,-47.93,829.960,24.528,112.524651,37.794331,
18:07:15.899,-71.75,15.35,-10.81,-47.85,829.960,24.528,112.524651,37.794331,
18:07:16.109,-71.81,15.29,-10.81,-47.93,829.960,24.528,112.524651,37.794331,
18:07:16.306,-72.05,14.96,-10.77,-48.17,829.960,24.528,112.524651,37.794331,
18:07:16.506,-72.11,14.99,-10.80,-48.23,829.968,25.160,112.524651,37.794331,
18:07:16.716,-72.14,15.19,-10.81,-48.25,829.968,25.160,112.524651,37.794331,
18:07:16.896,-72.44,14.98,-10.81,-48.48,829.968,25.160,112.524651,37.794331,
18:07:17.106,-72.39,14.95,-10.78,-48.40,829.968,25.160,112.524651,37.794331,
18:07:17.311,-72.11,15.32,-10.74,-48.16,829.968,25.160,112.524651,37.794331,
18:07:17.511,-72.26,15.24,-10.70,-48.31,826.824,25.584,112.524651,37.794331,
18:07:17.709,-72.36,15.23,-10.66,-48.37,826.824,25.584,112.524651,37.794331,
18:07:17.919,-72.62,15.36,-10.68,-48.65,826.824,25.584,112.524651,37.794331,
18:07:18.101,-72.94,15.24,-10.73,-48.95,826.824,25.584,112.524651,37.794331,
18:07:18.301,-72.94,15.09,-10.70,-48.96,826.824,25.584,112.524651,37.794331,
18:07:18.506,-72.72,15.07,-10.78,-48.72,823.632,23.976,112.524651,37.794331,
18:07:18.706,-72.55,14.95,-10.85,-48.62,823.632,23.976,112.524651,37.794331,
18:07:18.917,-72.21,15.14,-10.81,-48.31,823.632,23.976,112.524651,37.794331,
18:07:19.097,-72.26,15.48,-10.77,-48.33,823.632,23.976,112.524651,37.794331,
18:07:19.307,-72.24,15.73,-10.75,-48.33,823.632,23.976,112.524651,37.794331,
18:07:19.507,-72.34,15.84,-10.75,-48.43,817.248,22.656,112.524651,37.794331,
18:07:19.707,-72.26,15.58,-10.75,-48.33,817.248,22.656,112.524651,37.794331,
18:07:19.907,-72.16,15.11,-10.77,-48.24,817.248,22.656,112.524651,37.794331,
18:07:20.117,-72.04,14.76,-10.80,-48.15,817.248,22.656,112.524651,37.794331,
18:07:20.297,-72.13,14.64,-10.79,-48.23,817.248,22.656,112.524651,37.794331,
18:07:20.505,-72.27,14.41,-10.76,-48.32,809.560,22.464,112.524651,37.794331,
18:07:20.705,-72.49,14.15,-10.75,-48.50,809.560,22.464,112.524651,37.794331,
18:07:20.905,-72.62,13.94,-10.75,-48.63,809.560,22.464,112.524651,37.794331,
18:07:21.115,-72.50,13.81,-10.75,-48.52,809.560,22.464,112.524651,37.794331,
18:07:21.315,-72.39,13.73,-10.75,-48.44,809.560,22.464,112.524651,37.794331,
18:07:21.505,-72.16,13.68,-10.75,-48.22,809.576,22.824,112.524651,37.794331,
18:07:21.706,-71.92,13.72,-10.70,-47.95,809.576,22.824,112.524651,37.794331,
18:07:21.906,-71.73,13.87,-10.71,-47.74,809.576,22.824,112.524651,37.794331,
18:07:22.106,-71.60,13.95,-10.75,-47.61,809.576,22.824,112.524651,37.794331,
18:07:22.316,-71.53,13.89,-10.75,-47.53,809.576,22.824,112.524651,37.794331,
18:07:22.499,-71.49,13.94,-10.75,-47.51,809.576,22.824,112.524651,37.794331,
18:07:22.707,-71.35,14.38,-10.75,-47.43,815.968,22.520,112.524651,37.794331,
18:07:22.907,-71.27,14.78,-10.72,-47.34,815.968,22.520,112.524651,37.794331,
18:07:23.107,-71.26,14.99,-10.71,-47.34,815.968,22.520,112.524651,37.794331,
18:07:23.307,-71.19,15.08,-10.72,-47.30,815.968,22.520,112.524651,37.794331,
18:07:23.517,-71.14,15.11,-10.70,-47.26,825.592,23.784,112.524651,37.794331,
18:07:23.697,-71.14,14.98,-10.66,-47.25,825.592,23.784,112.524651,37.794331,
18:07:23.907,-71.16,14.84,-10.68,-47.25,825.592,23.784,112.524651,37.794331,
18:07:24.108,-71.24,14.68,-10.73,-47.31,825.592,23.784,112.524651,37.794331,
18:07:24.308,-71.42,14.48,-10.75,-47.48,825.592,23.784,112.524651,37.794331,
18:07:24.518,-71.40,14.56,-10.75,-47.50,836.512,23.496,112.524651,37.794331,
18:07:24.698,-71.38,14.67,-10.77,-47.50,836.512,23.496,112.524651,37.794331,
18:07:24.908,-71.38,14.89,-10.80,-47.50,836.512,23.496,112.524651,37.794331,
18:07:25.108,-71.38,15.14,-10.76,-47.50,836.512,23.496,112.524651,37.794331,
18:07:25.308,-71.48,15.24,-10.78,-47.61,836.512,23.496,112.524651,37.794331,
18:07:25.508,-71.65,15.36,-10.81,-47.78,835.384,24.088,112.524651,37.794331,
18:07:25.718,-71.71,15.32,-10.81,-47.79,835.384,24.088,112.524651,37.794331,
18:07:25.898,-71.63,15.02,-10.86,-47.70,835.384,24.088,112.524651,37.794331,
18:07:26.109,-71.85,14.80,-10.86,-47.96,835.384,24.088,112.524651,37.794331,
18:07:26.310,-72.01,14.79,-10.82,-48.13,835.384,24.088,112.524651,37.794331,
18:07:26.511,-72.24,14.98,-10.77,-48.31,841.016,23.616,112.524651,37.794331,
18:07:26.711,-72.20,15.15,-10.75,-48.23,841.016,23.616,112.524651,37.794331,
18:07:26.901,-72.05,15.07,-10.78,-48.11,841.016,23.616,112.524651,37.794331,
18:07:27.101,-72.01,15.02,-10.77,-48.07,841.016,23.616,112.524651,37.794331,
18:07:27.303,-72.02,15.16,-10.71,-48.05,841.016,23.616,112.524651,37.794331,
18:07:27.507,-71.90,15.51,-10.71,-47.93,824.512,22.896,112.524651,37.794331,
18:07:27.707,-71.72,15.66,-10.74,-47.78,824.512,22.896,112.524651,37.794331,
18:07:27.917,-71.68,15.60,-10.73,-47.74,824.512,22.896,112.524651,37.794331,
18:07:28.097,-71.72,15.35,-10.70,-47.78,824.512,22.896,112.524651,37.794331,
18:07:28.307,-71.98,15.23,-10.71,-47.99,824.512,22.896,112.524651,37.794331,
18:07:28.508,-72.31,15.29,-10.71,-48.31,829.520,23.088,112.524651,37.794331,
18:07:28.711,-72.37,15.37,-10.74,-48.39,829.520,23.088,112.524651,37.794331,
18:07:28.911,-72.23,15.58,-10.76,-48.29,829.520,23.088,112.524651,37.794331,
18:07:29.111,-72.20,15.89,-10.74,-48.31,829.520,23.088,112.524651,37.794331,
18:07:29.301,-72.25,15.94,-10.72,-48.37,829.520,23.088,112.524651,37.794331,
18:07:29.503,-72.11,15.78,-10.69,-48.25,821.096,23.648,112.524651,37.794331,
18:07:29.708,-72.14,15.54,-10.72,-48.31,821.096,23.648,112.524651,37.794331,
18:07:29.908,-72.28,15.48,-10.74,-48.44,821.096,23.648,112.524651,37.794331,
18:07:30.119,-72.27,15.48,-10.75,-48.40,821.096,23.648,112.524651,37.794331,
18:07:30.299,-72.21,15.31,-10.77,-48.30,821.096,23.648,112.524651,37.794331,
18:07:30.501,-72.21,15.28,-10.76,-48.31,813.392,25.024,112.524651,37.794331,
18:07:30.711,-72.26,15.35,-10.78,-48.36,813.392,25.024,112.524651,37.794331,
18:07:30.911,-72.14,15.35,-10.82,-48.25,813.392,25.024,112.524651,37.794331,
18:07:31.111,-72.21,15.21,-10.86,-48.30,813.392,25.024,112.524651,37.794331,
18:07:31.311,-72.40,15.10,-10.87,-48.48,813.392,25.024,112.524651,37.794331,
18:07:31.504,-72.24,15.01,-10.86,-48.35,806.760,25.344,112.524651,37.794331,
18:07:31.704,-72.08,15.06,-10.82,-48.18,806.760,25.344,112.524651,37.794331,
18:07:31.904,-72.16,15.00,-10.77,-48.22,806.760,25.344,112.524651,37.794331,
18:07:32.114,-72.31,14.88,-10.75,-48.35,806.760,25.344,112.524651,37.794331,
18:07:32.314,-72.25,15.11,-10.81,-48.32,806.760,25.344,112.524651,37.794331,
18:07:32.505,-72.02,15.53,-10.81,-48.17,806.784,25.032,112.524651,37.794331,
18:07:32.705,-71.96,15.71,-10.81,-48.11,806.784,25.032,112.524651,37.794331,
18:07:32.905,-72.16,15.49,-10.81,-48.29,806.784,25.032,112.524651,37.794331,
18:07:33.111,-72.34,15.33,-10.77,-48.46,806.784,25.032,112.524651,37.794331,
18:07:33.311,-72.27,15.30,-10.75,-48.40,806.784,25.032,112.524651,37.794331,
18:07:33.511,-72.19,15.45,-10.81,-48.35,790.712,24.800,112.524651,37.794331,
18:07:33.702,-72.24,15.49,-10.83,-48.40,790.712,24.800,112.524651,37.794331,
18:07:33.905,-72.06,15.50,-10.79,-48.24,790.712,24.800,112.524651,37.794331,
18:07:34.106,-71.97,15.48,-10.76,-48.15,790.712,24.800,112.524651,37.794331,
18:07:34.306,-71.99,15.34,-10.75,-48.23,790.712,24.800,112.524651,37.794331,
18:07:34.516,-72.27,15.06,-10.81,-48.46,809.608,24.640,112.524651,37.794331,
18:07:34.696,-72.47,14.94,-10.85,-48.61,809.608,24.640,112.524651,37.794331,
18:07:34.901,-72.51,14.91,-10.84,-48.64,809.608,24.640,112.524651,37.794331,
18:07:35.104,-72.41,15.07,-10.77,-48.55,809.608,24.640,112.524651,37.794331,
18:07:35.304,-72.41,15.06,-10.76,-48.59,809.608,24.640,112.524651,37.794331,
18:07:35.514,-72.54,14.86,-10.75,-48.73,802.904,23.144,112.524651,37.794331,
18:07:35.714,-72.43,14.90,-10.75,-48.65,802.904,23.144,112.524651,37.794331,
18:07:35.905,-72.01,15.29,-10.75,-48.26,802.904,23.144,112.524651,37.794331,
18:07:36.105,-71.74,15.53,-10.75,-47.97,802.904,23.144,112.524651,37.794331,
18:07:36.305,-71.76,15.57,-10.72,-47.96,802.904,23.144,112.524651,37.794331,
18:07:36.505,-71.71,15.72,-10.68,-47.94,819.056,25.600,112.524651,37.794331,
18:07:36.715,-71.66,15.70,-10.69,-47.89,819.056,25.600,112.524651,37.794331,
18:07:36.916,-71.81,15.46,-10.69,-48.04,819.056,25.600,112.524651,37.794331,
18:07:37.106,-71.73,15.49,-10.69,-48.02,819.056,25.600,112.524651,37.794331,
18:07:37.306,-71.68,15.45,-10.69,-47.97,819.056,25.600,112.524651,37.794331,
18:07:37.506,-71.89,15.08,-10.69,-48.09,792.880,24.504,112.524651,37.794331,
18:07:37.708,-71.93,15.08,-10.72,-48.12,792.880,24.504,112.524651,37.794331,
18:07:37.918,-71.86,15.24,-10.76,-48.04,792.880,24.504,112.524651,37.794331,
18:07:38.098,-72.04,15.17,-10.80,-48.20,792.880,24.504,112.524651,37.794331,
18:07:38.308,-72.06,15.31,-10.81,-48.19,792.880,24.504,112.524651,37.794331,
18:07:38.508,-71.92,15.26,-10.80,-48.02,791.544,23.248,112.524651,37.794331,
18:07:38.708,-71.96,14.94,-10.76,-48.05,791.544,23.248,112.524651,37.794331,
18:07:38.908,-71.91,14.84,-10.72,-48.08,791.544,23.248,112.524651,37.794331,
18:07:39.118,-72.03,14.66,-10.70,-48.25,791.544,23.248,112.524651,37.794331,
18:07:39.298,-72.10,14.57,-10.69,-48.33,791.544,23.248,112.524651,37.794331,
18:07:39.502,-72.12,14.56,-10.67,-48.32,794.208,25.104,112.524651,37.794331,
18:07:39.712,-72.12,14.50,-10.68,-48.31,794.208,25.104,112.524651,37.794331,
18:07:39.912,-71.95,14.52,-10.72,-48.14,794.208,25.104,112.524651,37.794331,
18:07:40.112,-71.77,14.58,-10.71,-47.93,794.208,25.104,112.524651,37.794331,
18:07:40.303,-71.74,14.61,-10.72,-47.89,794.208,25.104,112.524651,37.794331,
18:07:40.503,-71.70,14.72,-10.74,-47.86,790.160,23.624,112.524651,37.794331,
18:07:40.703,-71.75,14.66,-10.75,-47.90,790.160,23.624,112.524651,37.794331,
18:07:40.913,-71.69,14.60,-10.77,-47.85,790.160,23.624,112.524651,37.794331,
18:07:41.113,-71.81,14.53,-10.80,-47.95,790.160,23.624,112.524651,37.794331,
18:07:41.314,-71.88,14.91,-10.78,-48.00,790.160,23.624,112.524651,37.794331,
18:07:41.505,-71.77,15.23,-10.76,-47.92,773.624,23.976,112.524651,37.794331,
18:07:41.705,-71.74,15.26,-10.75,-47.90,773.624,23.976,112.524651,37.794331,
18:07:41.905,-71.95,14.82,-10.75,-48.08,773.624,23.976,112.524651,37.794331,
18:07:42.106,-72.11,14.70,-10.77,-48.19,773.624,23.976,112.524651,37.794331,
18:07:42.316,-72.00,14.75,-10.79,-48.08,773.624,23.976,112.524651,37.794331,
18:07:42.496,-71.76,14.80,-10.81,-47.88,770.992,23.648,112.524651,37.794331,
18:07:42.706,-71.58,14.79,-10.81,-47.70,770.992,23.648,112.524651,37.794331,
18:07:42.906,-71.41,15.04,-10.81,-47.55,770.992,23.648,112.524651,37.794331,
18:07:43.106,-71.38,15.09,-10.81,-47.56,770.992,23.648,112.524651,37.794331,
18:07:43.316,-71.41,14.82,-10.83,-47.56,770.992,23.648,112.524651,37.794331,
18:07:43.516,-71.29,14.69,-10.82,-47.42,774.344,23.120,112.524651,37.794331,
18:07:43.706,-71.29,14.77,-10.81,-47.37,774.344,23.120,112.524651,37.794331,
18:07:43.907,-71.21,14.85,-10.81,-47.28,774.344,23.120,112.524651,37.794331,
18:07:44.107,-71.15,14.93,-10.81,-47.29,774.344,23.120,112.524651,37.794331,
18:07:44.307,-71.22,14.89,-10.80,-47.35,774.344,23.120,112.524651,37.794331,
18:07:44.517,-71.46,14.68,-10.76,-47.56,822.544,22.856,112.524651,37.794331,
18:07:44.697,-71.41,14.64,-10.78,-47.53,822.544,22.856,112.524651,37.794331,
18:07:44.899,-71.40,14.68,-10.84,-47.52,822.544,22.856,112.524651,37.794331,
18:07:45.109,-71.51,14.65,-10.80,-47.63,822.544,22.856,112.524651,37.794331,
18:07:45.309,-71.52,14.60,-10.84,-47.64,822.544,22.856,112.524651,37.794331,
18:07:45.509,-71.82,14.68,-10.82,-47.97,807.512,22.736,112.524651,37.794331,
18:07:45.711,-72.19,14.56,-10.81,-48.34,807.512,22.736,112.524651,37.794331,
18:07:45.901,-72.19,14.55,-10.81,-48.37,807.512,22.736,112.524651,37.794331,
18:07:46.101,-72.05,14.57,-10.81,-48.20,807.512,22.736,112.524651,37.794331,
18:07:46.311,-72.04,14.47,-10.81,-48.19,807.512,22.736,112.524651,37.794331,
18:07:46.511,-72.14,14.45,-10.84,-48.28,792.392,23.848,112.524651,37.794331,
18:07:46.711,-72.03,14.50,-10.82,-48.16,792.392,23.848,112.524651,37.794331,
18:07:46.911,-71.85,14.58,-10.77,-47.98,792.392,23.848,112.524651,37.794331,
18:07:47.101,-71.85,14.50,-10.75,-47.99,792.392,23.848,112.524651,37.794331,
18:07:47.301,-71.73,14.64,-10.75,-47.90,792.392,23.848,112.524651,37.794331,
18:07:47.512,-71.51,14.85,-10.75,-47.68,822.800,24.328,112.524651,37.794331,
18:07:47.712,-71.47,14.88,-10.75,-47.61,822.800,24.328,112.524651,37.794331,
18:07:47.912,-71.48,14.88,-10.75,-47.64,822.800,24.328,112.524651,37.794331,
18:07:48.102,-71.45,14.91,-10.75,-47.63,822.800,24.328,112.524651,37.794331,
18:07:48.302,-71.63,14.87,-10.80,-47.81,822.800,24.328,112.524651,37.794331,
18:07:48.502,-71.67,14.75,-10.81,-47.83,797.280,23.312,112.524651,37.794331,
18:07:48.712,-71.73,14.58,-10.81,-47.86,797.280,23.312,112.524651,37.794331,
18:07:48.912,-71.75,14.52,-10.78,-47.87,797.280,23.312,112.524651,37.794331,
18:07:49.112,-71.70,14.66,-10.77,-47.83,797.280,23.312,112.524651,37.794331,
18:07:49.302,-71.64,14.92,-10.82,-47.77,797.280,23.312,112.524651,37.794331,
18:07:49.502,-71.65,14.98,-10.81,-47.77,799.680,23.088,112.524651,37.794331,
18:07:49.712,-71.76,14.92,-10.81,-47.85,799.680,23.088,112.524651,37.794331,
18:07:49.913,-71.78,15.03,-10.81,-47.85,799.680,23.088,112.524651,37.794331,
18:07:50.113,-71.84,15.19,-10.81,-47.89,799.680,23.088,112.524651,37.794331,
18:07:50.303,-71.96,15.28,-10.86,-47.97,799.680,23.088,112.524651,37.794331,
18:07:50.507,-72.04,15.32,-10.82,-48.04,795.592,23.272,112.524651,37.794331,
18:07:50.707,-72.06,15.13,-10.82,-48.06,795.592,23.272,112.524651,37.794331,
18:07:50.907,-72.03,14.81,-10.84,-48.03,795.592,23.272,112.524651,37.794331,
18:07:51.107,-71.98,14.55,-10.82,-48.02,795.592,23.272,112.524651,37.794331,
18:07:51.319,-71.81,14.42,-10.86,-47.83,795.592,23.272,112.524651,37.794331,
18:07:51.499,-71.67,14.35,-10.87,-47.68,815.000,25.488,112.524651,37.794331,
18:07:51.700,-71.68,14.29,-10.87,-47.68,815.000,25.488,112.524651,37.794331,
18:07:51.910,-71.69,14.45,-10.87,-47.69,815.000,25.488,112.524651,37.794331,
18:07:52.111,-71.69,14.57,-10.87,-47.70,815.000,25.488,112.524651,37.794331,
18:07:52.311,-71.75,14.55,-10.87,-47.80,815.000,25.488,112.524651,37.794331,
18:07:52.501,-71.95,14.37,-10.87,-48.03,823.104,22.936,112.524651,37.794331,
18:07:52.701,-72.04,14.36,-10.87,-48.15,823.104,22.936,112.524651,37.794331,
18:07:52.901,-72.31,14.23,-10.89,-48.41,823.104,22.936,112.524651,37.794331,
18:07:53.111,-72.69,13.98,-10.93,-48.76,823.104,22.936,112.524651,37.794331,
18:07:53.311,-72.87,13.89,-10.92,-48.89,823.104,22.936,112.524651,37.794331,
18:07:53.511,-72.83,13.97,-10.93,-48.83,813.312,24.848,112.524651,37.794331,
18:07:53.702,-72.64,14.02,-10.94,-48.65,813.312,24.848,112.524651,37.794331,
18:07:53.902,-72.61,14.22,-10.95,-48.61,813.312,24.848,112.524651,37.794331,
18:07:54.102,-72.65,14.26,-10.99,-48.64,813.312,24.848,112.524651,37.794331,
18:07:54.312,-72.71,14.14,-10.98,-48.71,813.312,24.848,112.524651,37.794331,
18:07:54.512,-72.49,14.63,-10.93,-48.52,813.600,24.504,112.524651,37.794331,
18:07:54.712,-72.23,15.03,-10.89,-48.29,813.600,24.504,112.524651,37.794331,
18:07:54.902,-72.06,15.21,-10.91,-48.12,813.600,24.504,112.524651,37.794331,
18:07:55.102,-72.05,15.29,-10.93,-48.11,813.600,24.504,112.524651,37.794331,
18:07:55.303,-72.25,15.07,-10.89,-48.31,813.600,24.504,112.524651,37.794331,
18:07:55.509,-72.41,14.85,-10.88,-48.50,823.424,24.544,112.524651,37.794331,
18:07:55.709,-72.51,14.63,-10.92,-48.55,823.424,24.544,112.524651,37.794331,
18:07:55.899,-72.39,14.66,-10.93,-48.42,823.424,24.544,112.524651,37.794331,
18:07:56.100,-72.10,14.79,-10.89,-48.20,823.424,24.544,112.524651,37.794331,
18:07:56.310,-71.90,14.84,-10.88,-48.02,823.424,24.544,112.524651,37.794331,
18:07:56.511,-71.90,14.82,-10.84,-48.05,818.376,23.152,112.524651,37.794331,
18:07:56.711,-71.96,14.89,-10.85,-48.11,818.376,23.152,112.524651,37.794331,
18:07:56.911,-72.01,14.85,-10.88,-48.12,818.376,23.152,112.524651,37.794331,
18:07:57.101,-71.91,14.84,-10.91,-47.98,818.376,23.152,112.524651,37.794331,
18:07:57.307,-71.84,14.85,-10.91,-47.92,818.376,23.152,112.524651,37.794331,
18:07:57.507,-71.85,14.68,-10.88,-47.96,813.352,23.160,112.524651,37.794331,
18:07:57.707,-72.06,14.50,-10.88,-48.18,813.352,23.160,112.524651,37.794331,
18:07:57.917,-72.17,14.59,-10.86,-48.31,813.352,23.160,112.524651,37.794331,
18:07:58.097,-71.95,14.93,-10.82,-48.12,813.352,23.160,112.524651,37.794331,
18:07:58.307,-71.75,15.26,-10.83,-47.91,813.352,23.160,112.524651,37.794331,
18:07:58.507,-71.81,15.19,-10.86,-47.93,806.328,23.144,112.524651,37.794331,
18:07:58.707,-72.03,15.09,-10.87,-48.14,806.328,23.144,112.524651,37.794331,
18:07:58.907,-71.88,15.30,-10.84,-48.03,806.328,23.144,112.524651,37.794331,
18:07:59.112,-71.52,15.44,-10.82,-47.70,806.328,23.144,112.524651,37.794331,
18:07:59.302,-71.46,15.53,-10.81,-47.64,806.328,23.144,112.524651,37.794331,
18:07:59.502,-71.66,15.55,-10.81,-47.82,823.912,24.168,112.524651,37.794331,
18:07:59.712,-71.56,15.69,-10.81,-47.74,823.912,24.168,112.524651,37.794331,
18:07:59.913,-71.48,15.70,-10.81,-47.67,823.912,24.168,112.524651,37.794331,
18:08:00.113,-71.51,15.69,-10.78,-47.73,823.912,24.168,112.524651,37.794331,
18:08:00.303,-71.58,15.52,-10.80,-47.78,823.912,24.168,112.524651,37.794331,
18:08:00.503,-71.58,15.32,-10.81,-47.77,821.800,23.600,112.524651,37.794331,
18:08:00.703,-71.80,14.95,-10.86,-47.94,821.800,23.600,112.524651,37.794331,
18:08:00.905,-71.95,14.97,-10.87,-48.06,821.800,23.600,112.524651,37.794331,
