Time,SS RSRP[dBm],SS SINR[dB],SS RSRQ[dB],SS RSSI[dBm],PDCP Thr. DL [Mbps],PDCP Thr. UL [Mbps],Longitude,Latitude,
18:26:40.399,-71.76,14.83,-10.78,-47.98,707.568,19.392,112.522018,37.816849,
18:26:40.609,-72.11,13.76,-10.83,-48.28,707.568,19.392,112.522041,37.816875,
18:26:40.809,-72.57,13.20,-10.91,-48.63,707.568,19.392,112.522041,37.816875,
18:26:41.009,-72.50,13.43,-10.90,-48.56,674.904,18.576,112.522064,37.816902,
18:26:41.219,-72.50,12.90,-10.85,-48.61,674.904,18.576,112.522064,37.816902,
18:26:41.399,-72.08,12.30,-10.84,-48.23,674.904,18.576,112.522064,37.816902,
18:26:41.609,-72.27,11.78,-10.90,-48.35,674.904,18.576,112.522087,37.816929,
18:26:41.809,-73.21,11.87,-10.90,-49.06,674.904,18.576,112.522087,37.816929,
18:26:42.009,-72.88,12.11,-10.91,-48.72,734.640,19.816,112.522087,37.816929,
18:26:42.209,-72.19,11.48,-10.90,-48.18,734.640,19.816,112.522102,37.816950,
18:26:42.419,-71.53,11.42,-10.99,-47.51,734.640,19.816,112.522102,37.816950,
18:26:42.599,-71.59,11.37,-11.03,-47.55,734.640,19.816,112.522118,37.816971,
18:26:42.809,-71.07,12.20,-10.91,-47.15,734.640,19.816,112.522118,37.816971,
18:26:43.005,-71.27,12.00,-10.93,-47.24,748.632,21.360,112.522118,37.816971,
18:26:43.215,-71.44,12.74,-11.03,-47.39,748.632,21.360,112.522133,37.816990,
18:26:43.415,-70.69,13.90,-10.94,-46.71,748.632,21.360,112.522133,37.816990,
18:26:43.605,-71.22,14.34,-10.91,-47.21,748.632,21.360,112.522148,37.817009,
18:26:43.804,-71.62,15.04,-10.85,-47.57,748.632,21.360,112.522148,37.817009,
18:26:44.004,-72.14,15.20,-10.73,-48.16,751.680,20.648,112.522148,37.817009,
18:26:44.214,-72.63,15.72,-10.78,-48.66,751.680,20.648,112.522160,37.817034,
18:26:44.414,-72.72,15.95,-10.88,-48.62,751.680,20.648,112.522160,37.817034,
18:26:44.614,-73.65,15.53,-10.89,-49.42,751.680,20.648,112.522171,37.817059,
18:26:44.804,-73.55,14.87,-10.88,-49.42,751.680,20.648,112.522171,37.817059,
18:26:45.004,-73.62,13.80,-10.84,-49.56,779.208,20.608,112.522171,37.817059,
18:26:45.204,-74.06,13.21,-10.79,-49.91,779.208,20.608,112.522179,37.817089,
18:26:45.414,-74.00,13.05,-10.88,-49.85,779.208,20.608,112.522179,37.817089,
18:26:45.616,-73.89,13.14,-10.89,-49.79,779.208,20.608,112.522186,37.817120,
18:26:45.796,-72.68,12.25,-10.91,-48.71,779.208,20.608,112.522186,37.817120,
18:26:46.006,-72.59,12.17,-10.96,-48.62,805.608,21.864,112.522186,37.817120,
18:26:46.206,-72.26,13.17,-10.93,-48.28,805.608,21.864,112.522194,37.817144,
18:26:46.406,-73.41,13.76,-11.01,-49.32,805.608,21.864,112.522194,37.817144,
18:26:46.616,-74.13,13.50,-10.99,-50.05,805.608,21.864,112.522194,37.817144,
18:26:46.816,-74.58,13.78,-10.90,-50.51,805.608,21.864,112.522202,37.817169,
18:26:47.006,-74.30,13.49,-10.88,-50.33,766.992,19.472,112.522202,37.817169,
18:26:47.206,-74.33,13.95,-10.89,-50.33,766.992,19.472,112.522202,37.817169,
18:26:47.406,-74.39,13.91,-10.83,-50.40,766.992,19.472,112.522202,37.817200,
18:26:47.606,-73.10,14.12,-10.86,-49.18,766.992,19.472,112.522202,37.817200,
18:26:47.816,-73.21,14.11,-10.86,-49.33,766.992,19.472,112.522202,37.817230,
18:26:47.996,-73.76,13.53,-10.89,-49.77,798.976,23.456,112.522202,37.817230,
18:26:48.206,-74.80,12.58,-10.92,-50.74,798.976,23.456,112.522202,37.817230,
18:26:48.407,-74.54,12.21,-10.97,-50.53,798.976,23.456,112.522194,37.817261,
18:26:48.607,-75.18,11.93,-10.94,-50.98,798.976,23.456,112.522194,37.817261,
18:26:48.807,-75.01,12.09,-10.78,-51.06,798.976,23.456,112.522186,37.817291,
18:26:49.017,-73.75,13.16,-10.79,-49.86,801.952,22.024,112.522186,37.817291,
18:26:49.197,-72.83,13.93,-10.82,-48.95,801.952,22.024,112.522186,37.817291,
18:26:49.407,-73.27,13.92,-10.81,-49.32,801.952,22.024,112.522186,37.817316,
18:26:49.607,-74.40,14.01,-10.84,-50.41,801.952,22.024,112.522186,37.817316,
18:26:49.807,-74.47,13.71,-10.85,-50.57,801.952,22.024,112.522186,37.817341,
18:26:50.017,-73.74,14.00,-10.84,-49.85,812.408,22.288,112.522186,37.817341,
18:26:50.217,-73.84,14.19,-10.76,-49.95,812.408,22.288,112.522182,37.817371,
18:26:50.407,-74.32,14.25,-10.80,-50.49,812.408,22.288,112.522182,37.817371,
18:26:50.607,-76.06,12.77,-10.92,-52.07,812.408,22.288,112.522182,37.817371,
18:26:50.807,-77.33,11.89,-10.92,-53.32,812.408,22.288,112.522179,37.817402,
18:26:51.007,-78.05,11.36,-10.78,-53.81,870.200,23.392,112.522179,37.817402,
18:26:51.217,-78.72,10.51,-10.87,-54.33,870.200,23.392,112.522182,37.817427,
18:26:51.397,-79.35,10.72,-10.76,-55.07,870.200,23.392,112.522182,37.817427,
18:26:51.607,-79.29,9.74,-11.05,-54.88,870.200,23.392,112.522182,37.817427,
18:26:51.804,-78.82,9.86,-11.15,-54.58,870.200,23.392,112.522186,37.817451,
18:26:52.014,-79.21,9.43,-11.35,-54.63,890.904,24.536,112.522186,37.817451,
18:26:52.214,-79.19,8.80,-11.31,-54.75,890.904,24.536,112.522186,37.817451,
18:26:52.414,-78.09,10.36,-10.95,-54.08,890.904,24.536,112.522186,37.817451,
18:26:52.604,-77.59,11.01,-10.96,-53.60,890.904,24.536,112.522186,37.817495,
18:26:52.804,-77.33,11.46,-10.91,-53.29,890.904,24.536,112.522186,37.817495,
18:26:53.004,-75.94,11.85,-10.67,-52.20,920.112,24.968,112.522186,37.817495,
18:26:53.214,-75.17,12.02,-10.74,-51.41,920.112,24.968,112.522186,37.817495,
18:26:53.414,-74.57,11.46,-11.01,-50.54,920.112,24.968,112.522186,37.817495,
18:26:53.604,-74.61,10.74,-11.19,-50.37,920.112,24.968,112.522186,37.817539,
18:26:53.804,-75.12,9.59,-11.34,-50.75,920.112,24.968,112.522186,37.817539,
18:26:54.004,-75.62,9.24,-11.30,-51.25,920.992,24.040,112.522186,37.817539,
18:26:54.204,-76.47,9.17,-11.31,-51.75,920.992,24.040,112.522186,37.817539,
18:26:54.414,-76.20,10.14,-11.09,-51.61,920.992,24.040,112.522186,37.817539,
18:26:54.614,-75.88,11.30,-10.91,-51.53,920.992,24.040,112.522202,37.817570,
18:26:54.804,-74.67,12.45,-10.70,-50.85,920.992,24.040,112.522202,37.817570,
18:26:55.004,-74.92,11.83,-10.74,-50.99,915.232,23.768,112.522202,37.817570,
18:26:55.204,-75.37,11.60,-10.79,-51.14,915.232,23.768,112.522202,37.817570,
18:26:55.415,-75.95,11.15,-10.95,-51.46,915.232,23.768,112.522202,37.817570,
18:26:55.615,-75.78,11.05,-11.07,-51.30,915.232,23.768,112.522202,37.817600,
18:26:55.805,-75.09,10.28,-11.09,-50.59,915.232,23.768,112.522202,37.817600,
18:26:56.005,-74.80,10.44,-11.10,-50.30,888.408,24.368,112.522202,37.817600,
18:26:56.205,-74.65,9.14,-11.35,-50.19,888.408,24.368,112.522202,37.817600,
18:26:56.405,-74.57,8.52,-11.39,-50.14,888.408,24.368,112.522202,37.817600,
18:26:56.615,-74.75,8.35,-11.25,-50.22,888.408,24.368,112.522202,37.817600,
18:26:56.815,-75.09,8.63,-11.08,-50.43,888.408,24.368,112.522202,37.817631,
18:26:57.005,-75.57,8.47,-11.13,-50.81,896.448,23.848,112.522202,37.817631,
18:26:57.207,-75.72,8.63,-11.22,-51.00,896.448,23.848,112.522202,37.817631,
18:26:57.407,-75.96,9.19,-11.13,-51.31,896.448,23.848,112.522202,37.817631,
18:26:57.607,-76.07,9.66,-11.03,-51.53,896.448,23.848,112.522202,37.817631,
18:26:57.817,-75.61,10.27,-11.01,-51.37,896.448,23.848,112.522186,37.817650,
18:26:58.017,-76.43,8.91,-11.31,-51.86,909.560,24.304,112.522186,37.817650,
18:26:58.200,-77.12,7.84,-11.56,-52.34,909.560,24.304,112.522186,37.817650,
18:26:58.410,-76.66,8.66,-11.36,-52.21,909.560,24.304,112.522186,37.817650,
18:26:58.611,-75.32,10.87,-11.00,-51.30,909.560,24.304,112.522186,37.817650,
18:26:58.811,-74.99,12.20,-10.80,-51.18,909.560,24.304,112.522179,37.817680,
18:26:59.011,-74.34,12.68,-10.81,-50.53,972.384,25.344,112.522179,37.817680,
18:26:59.201,-74.93,11.37,-11.05,-50.88,972.384,25.344,112.522179,37.817680,
18:26:59.401,-76.44,10.58,-11.14,-52.27,972.384,25.344,112.522179,37.817680,
18:26:59.611,-77.37,10.35,-11.16,-53.11,972.384,25.344,112.522179,37.817680,
18:26:59.812,-78.02,9.43,-11.24,-53.56,972.384,25.344,112.522171,37.817699,
18:27:00.012,-78.66,8.87,-11.51,-53.98,967.104,25.416,112.522171,37.817699,
18:27:00.212,-78.49,9.39,-11.38,-53.84,967.104,25.416,112.522171,37.817699,
18:27:00.402,-76.83,10.86,-10.94,-52.66,967.104,25.416,112.522171,37.817699,
18:27:00.602,-76.88,10.81,-10.92,-52.88,967.104,25.416,112.522171,37.817699,
18:27:00.803,-77.17,10.91,-10.98,-53.11,967.104,25.416,112.522148,37.817719,
18:27:01.013,-75.73,12.02,-11.00,-51.72,1016.824,27.312,112.522148,37.817719,
18:27:01.213,-75.59,12.02,-10.95,-51.62,1016.824,27.312,112.522148,37.817719,
18:27:01.403,-74.16,12.91,-10.91,-50.25,1016.824,27.312,112.522148,37.817719,
18:27:01.603,-74.28,11.88,-10.95,-50.33,1016.824,27.312,112.522148,37.817719,
18:27:01.803,-74.41,10.69,-11.05,-50.35,1016.824,27.312,112.522148,37.817730,
18:27:02.013,-75.32,9.31,-11.37,-50.95,1012.512,27.256,112.522148,37.817730,
18:27:02.213,-75.27,8.94,-11.47,-50.80,1012.512,27.256,112.522148,37.817730,
18:27:02.413,-75.40,8.97,-11.35,-51.04,1012.512,27.256,112.522148,37.817730,
18:27:02.603,-75.29,9.01,-11.28,-51.01,1012.512,27.256,112.522148,37.817730,
18:27:02.803,-75.48,9.35,-11.18,-51.30,1012.512,27.256,112.522148,37.817749,
18:27:03.003,-77.03,8.59,-11.50,-52.53,978.168,26.352,112.522148,37.817749,
18:27:03.213,-77.24,8.18,-11.55,-52.69,978.168,26.352,112.522148,37.817749,
18:27:03.415,-77.79,8.28,-11.57,-53.22,978.168,26.352,112.522148,37.817749,
18:27:03.605,-78.17,8.54,-11.64,-53.45,978.168,26.352,112.522148,37.817749,
18:27:03.805,-78.43,9.10,-11.79,-53.55,978.168,26.352,112.522148,37.817749,
18:27:04.005,-78.42,8.46,-11.87,-53.53,913.224,25.440,112.522148,37.817749,
18:27:04.205,-78.04,8.54,-11.62,-53.30,913.224,25.440,112.522148,37.817749,
18:27:04.416,-77.35,9.49,-11.50,-52.72,913.224,25.440,112.522148,37.817749,
18:27:04.616,-75.90,10.39,-11.03,-51.82,913.224,25.440,112.522163,37.817791,
18:27:04.806,-75.27,10.82,-10.95,-51.31,913.224,25.440,112.522163,37.817791,
18:27:05.006,-76.57,9.69,-11.36,-52.20,895.488,23.576,112.522163,37.817791,
18:27:05.206,-76.10,9.55,-11.20,-51.89,895.488,23.576,112.522163,37.817791,
18:27:05.406,-76.40,8.51,-11.50,-51.80,895.488,23.576,112.522163,37.817791,
18:27:05.616,-77.63,6.72,-11.94,-52.22,895.488,23.576,112.522163,37.817810,
18:27:05.816,-79.10,6.13,-12.09,-52.85,895.488,23.576,112.522163,37.817810,
18:27:06.006,-79.96,6.96,-11.99,-52.93,927.184,25.040,112.522163,37.817810,
18:27:06.206,-79.66,7.19,-11.83,-52.94,927.184,25.040,112.522163,37.817810,
18:27:06.406,-78.46,7.94,-11.66,-52.22,927.184,25.040,112.522163,37.817810,
18:27:06.606,-78.13,8.38,-11.65,-52.32,927.184,25.040,112.522171,37.817841,
18:27:06.816,-79.28,6.31,-11.99,-53.38,927.184,25.040,112.522171,37.817841,
18:27:06.996,-79.63,5.86,-12.00,-53.80,872.112,23.184,112.522171,37.817841,
18:27:07.206,-78.83,5.45,-12.08,-53.45,872.112,23.184,112.522171,37.817841,
18:27:07.406,-79.40,5.03,-12.25,-53.83,872.112,23.184,112.522171,37.817841,
18:27:07.606,-79.21,5.49,-12.06,-53.43,872.112,23.184,112.522171,37.817841,
18:27:07.816,-78.58,6.45,-11.78,-52.97,872.112,23.184,112.522186,37.817860,
18:27:08.016,-78.76,6.58,-11.66,-53.32,847.792,22.432,112.522186,37.817860,
18:27:08.206,-78.64,7.05,-11.78,-53.35,847.792,22.432,112.522186,37.817860,
18:27:08.406,-79.00,7.45,-11.60,-53.49,847.792,22.432,112.522186,37.817860,
18:27:08.606,-79.56,8.08,-11.46,-54.22,847.792,22.432,112.522186,37.817860,
18:27:08.807,-80.02,7.91,-11.40,-54.85,847.792,22.432,112.522202,37.817879,
18:27:09.017,-79.07,7.95,-11.66,-54.21,831.200,22.880,112.522202,37.817879,
18:27:09.197,-78.95,7.55,-12.04,-53.73,831.200,22.880,112.522202,37.817879,
18:27:09.407,-77.99,8.39,-11.82,-52.79,831.200,22.880,112.522202,37.817879,
18:27:09.605,-77.18,7.80,-11.67,-51.92,831.200,22.880,112.522202,37.817879,
18:27:09.807,-77.48,6.45,-11.98,-52.15,831.200,22.880,112.522202,37.817879,
18:27:10.007,-77.28,5.57,-12.34,-51.62,666.736,17.872,112.522217,37.817902,
18:27:10.217,-77.19,5.20,-12.30,-51.17,666.736,17.872,112.522217,37.817902,
18:27:10.397,-76.89,4.82,-12.20,-50.75,666.736,17.872,112.522217,37.817902,
18:27:10.607,-77.21,4.81,-12.43,-51.17,666.736,17.872,112.522217,37.817902,
18:27:10.807,-77.80,5.56,-12.11,-51.95,666.736,17.872,112.522243,37.817911,
18:27:11.007,-77.34,6.23,-11.92,-52.17,532.824,13.500,112.522243,37.817911,
18:27:11.217,-76.62,7.92,-11.60,-51.95,532.824,13.500,112.522243,37.817911,
18:27:11.397,-77.22,8.45,-11.46,-52.74,532.824,13.500,112.522243,37.817911,
18:27:11.607,-76.96,9.46,-11.05,-52.90,532.824,13.500,112.522270,37.817921,
18:27:11.807,-76.88,8.68,-11.28,-52.59,532.824,13.500,112.522270,37.817921,
18:27:12.007,-76.52,9.64,-11.37,-51.79,828.320,21.568,112.522270,37.817921,
18:27:12.207,-76.27,9.89,-11.34,-51.42,828.320,21.568,112.522270,37.817921,
18:27:12.418,-76.11,8.44,-11.71,-51.03,828.320,21.568,112.522270,37.817921,
18:27:12.598,-75.86,8.56,-11.79,-50.80,828.320,21.568,112.522301,37.817928,
18:27:12.799,-76.17,8.53,-11.81,-51.03,828.320,21.568,112.522301,37.817928,
18:27:13.010,-76.95,8.45,-11.89,-51.54,835.056,22.352,112.522301,37.817928,
18:27:13.210,-76.88,8.47,-11.86,-51.82,835.056,22.352,112.522301,37.817928,
18:27:13.410,-76.72,8.56,-11.75,-51.92,835.056,22.352,112.522301,37.817928,
18:27:13.628,-77.10,8.40,-11.73,-52.36,835.056,22.352,112.522331,37.817940,
18:27:13.808,-77.57,7.96,-11.82,-52.73,835.056,22.352,112.522331,37.817940,
18:27:14.004,-77.06,8.32,-11.71,-52.26,686.888,17.728,112.522331,37.817940,
18:27:14.204,-76.80,8.58,-11.58,-52.19,686.888,17.728,112.522331,37.817940,
18:27:14.414,-77.06,8.24,-11.71,-52.33,686.888,17.728,112.522331,37.817940,
18:27:14.614,-76.01,9.33,-11.36,-51.54,686.888,17.728,112.522369,37.817940,
18:27:14.804,-75.88,10.13,-11.17,-51.43,686.888,17.728,112.522369,37.817940,
18:27:15.001,-76.02,10.56,-11.12,-51.70,694.888,18.104,112.522369,37.817940,
18:27:15.211,-76.25,10.64,-11.01,-52.11,694.888,18.104,112.522369,37.817940,
18:27:15.411,-76.22,10.55,-10.94,-52.08,694.888,18.104,112.522369,37.817940,
18:27:15.611,-76.80,10.56,-11.28,-52.25,694.888,18.104,112.522423,37.817940,
18:27:15.811,-75.44,10.84,-11.09,-51.28,694.888,18.104,112.522423,37.817940,
18:27:16.001,-75.23,11.45,-11.01,-51.21,674.256,17.240,112.522423,37.817940,
18:27:16.201,-75.81,10.89,-10.89,-51.91,674.256,17.240,112.522423,37.817940,
18:27:16.411,-76.14,10.75,-10.97,-52.17,674.256,17.240,112.522423,37.817940,
18:27:16.611,-74.94,11.52,-11.01,-50.93,674.256,17.240,112.522461,37.817928,
18:27:16.811,-74.78,11.19,-11.08,-50.59,674.256,17.240,112.522461,37.817928,
18:27:17.002,-74.59,11.61,-11.05,-50.23,698.952,19.720,112.522461,37.817928,
18:27:17.202,-74.10,12.17,-11.18,-49.71,698.952,19.720,112.522461,37.817928,
18:27:17.402,-73.99,12.60,-11.12,-49.57,698.952,19.720,112.522461,37.817928,
18:27:17.612,-74.26,12.31,-11.20,-49.52,698.952,19.720,112.522499,37.817928,
18:27:17.812,-74.63,13.33,-11.14,-49.89,698.952,19.720,112.522499,37.817928,
18:27:18.012,-74.80,13.83,-10.93,-50.29,713.512,20.376,112.522530,37.817928,
18:27:18.202,-74.70,12.60,-10.90,-50.07,713.512,20.376,112.522530,37.817928,
18:27:18.402,-73.92,12.09,-10.79,-49.49,713.512,20.376,112.522530,37.817928,
18:27:18.612,-73.42,11.83,-10.84,-49.11,713.512,20.376,112.522560,37.817928,
18:27:18.812,-73.00,12.44,-10.74,-48.96,713.512,20.376,112.522560,37.817928,
18:27:19.012,-73.59,12.31,-10.75,-49.37,677.312,17.320,112.522560,37.817928,
18:27:19.202,-74.45,11.94,-10.91,-50.03,677.312,17.320,112.522594,37.817924,
18:27:19.402,-73.52,12.88,-10.79,-49.30,677.312,17.320,112.522594,37.817924,
18:27:19.602,-73.22,13.08,-10.74,-49.14,677.312,17.320,112.522629,37.817921,
18:27:19.813,-73.18,13.11,-10.69,-49.35,677.312,17.320,112.522629,37.817921,
18:27:20.013,-73.83,12.89,-10.89,-49.82,656.368,18.384,112.522629,37.817921,
18:27:20.213,-73.10,13.53,-10.86,-49.03,656.368,18.384,112.522671,37.817921,
18:27:20.403,-72.52,13.66,-10.81,-48.49,656.368,18.384,112.522671,37.817921,
18:27:20.603,-72.72,13.21,-10.69,-48.76,656.368,18.384,112.522713,37.817921,
18:27:20.803,-72.37,12.80,-10.67,-48.46,656.368,18.384,112.522713,37.817921,
18:27:21.013,-72.86,12.97,-10.84,-48.80,630.544,15.891,112.522713,37.817921,
18:27:21.216,-73.42,13.44,-10.88,-49.48,630.544,15.891,112.522755,37.817915,
18:27:21.416,-74.37,12.92,-10.89,-50.43,630.544,15.891,112.522755,37.817915,
18:27:21.606,-74.33,12.48,-10.69,-50.62,630.544,15.891,112.522755,37.817915,
18:27:21.806,-74.63,11.35,-10.74,-50.87,630.544,15.891,112.522797,37.817909,
18:27:22.006,-75.19,10.89,-10.87,-51.23,645.320,19.368,112.522797,37.817909,
18:27:22.210,-75.36,11.75,-10.87,-51.23,645.320,19.368,112.522797,37.817909,
18:27:22.410,-75.03,13.42,-10.72,-50.90,645.320,19.368,112.522842,37.817905,
18:27:22.600,-74.08,14.12,-10.70,-50.04,645.320,19.368,112.522842,37.817905,
18:27:22.800,-74.08,14.12,-10.70,-50.04,645.320,19.368,112.522888,37.817902,
18:27:23.010,-74.08,14.12,-10.70,-50.04,645.320,19.368,112.522888,37.817902,
18:27:23.210,-74.63,14.37,-10.84,-50.49,645.320,19.368,112.522938,37.817896,
18:27:23.411,-74.78,14.77,-10.73,-50.71,645.320,19.368,112.522938,37.817896,
18:27:23.611,-75.68,14.12,-10.85,-51.74,645.320,19.368,112.522938,37.817896,
18:27:23.801,-76.33,13.60,-10.89,-52.39,645.320,19.368,112.522987,37.817890,
18:27:24.007,-76.44,13.21,-10.83,-52.60,645.320,19.368,112.522987,37.817890,
18:27:24.207,-76.94,13.02,-10.82,-52.88,436.896,11.784,112.523037,37.817890,
18:27:24.407,-76.52,14.22,-10.88,-52.41,436.896,11.784,112.523037,37.817890,
18:27:24.617,-76.08,14.32,-10.64,-52.01,436.896,11.784,112.523037,37.817890,
18:27:24.798,-75.71,14.54,-10.46,-51.65,436.896,11.784,112.523087,37.817890,
18:27:25.008,-75.98,13.38,-10.66,-51.82,436.896,11.784,112.523087,37.817890,
18:27:25.208,-74.96,12.64,-10.84,-50.83,560.696,13.457,112.523138,37.817885,
18:27:25.408,-74.54,12.36,-10.90,-50.57,560.696,13.457,112.523138,37.817885,
18:27:25.608,-75.20,11.23,-10.91,-51.27,560.696,13.457,112.523190,37.817881,
18:27:25.819,-75.35,10.90,-10.96,-51.38,560.696,13.457,112.523190,37.817881,
18:27:25.999,-75.64,11.22,-11.03,-51.56,560.696,13.457,112.523190,37.817881,
18:27:26.209,-75.03,11.63,-10.93,-51.09,537.264,14.333,112.523241,37.817876,
18:27:26.409,-76.01,11.03,-11.00,-51.93,537.264,14.333,112.523241,37.817876,
18:27:26.613,-75.66,11.68,-11.08,-51.50,537.264,14.333,112.523293,37.817871,
18:27:26.813,-75.54,12.45,-11.05,-51.31,537.264,14.333,112.523293,37.817871,
18:27:27.003,-74.76,12.86,-10.79,-50.71,537.264,14.333,112.523293,37.817871,
18:27:27.203,-74.71,12.46,-10.81,-50.80,525.144,14.079,112.523335,37.817865,
18:27:27.405,-74.25,13.46,-10.81,-50.42,525.144,14.079,112.523335,37.817865,
18:27:27.605,-73.19,15.36,-10.78,-49.35,525.144,14.079,112.523376,37.817860,
18:27:27.815,-72.20,16.32,-10.67,-48.48,525.144,14.079,112.523376,37.817860,
18:27:28.015,-72.27,16.10,-10.60,-48.65,525.144,14.079,112.523376,37.817860,
18:27:28.205,-72.55,15.09,-10.58,-48.97,580.128,15.832,112.523422,37.817854,
18:27:28.405,-72.58,14.46,-10.57,-48.99,580.128,15.832,112.523422,37.817854,
18:27:28.605,-71.92,15.13,-10.67,-48.25,580.128,15.832,112.523468,37.817848,
18:27:28.805,-71.53,15.91,-10.72,-47.77,580.128,15.832,112.523468,37.817848,
18:27:29.015,-72.60,15.10,-10.73,-48.87,580.128,15.832,112.523468,37.817848,
18:27:29.201,-73.41,14.14,-10.89,-49.46,534.808,14.249,112.523510,37.817844,
18:27:29.401,-74.45,13.47,-11.02,-50.29,534.808,14.249,112.523510,37.817844,
18:27:29.602,-75.71,12.27,-11.16,-51.51,534.808,14.249,112.523552,37.817841,
18:27:29.812,-78.09,9.90,-11.34,-53.54,534.808,14.249,112.523552,37.817841,
18:27:30.012,-79.21,9.01,-11.30,-54.60,534.808,14.249,112.523552,37.817841,
18:27:30.213,-79.07,9.31,-11.39,-54.59,410.728,11.315,112.523598,37.817835,
18:27:30.404,-78.63,10.40,-11.13,-54.47,410.728,11.315,112.523598,37.817835,
18:27:30.604,-79.08,9.24,-11.25,-54.77,410.728,11.315,112.523643,37.817829,
18:27:30.804,-79.33,7.97,-11.34,-54.77,410.728,11.315,112.523643,37.817829,
18:27:31.014,-80.69,7.43,-11.33,-55.87,410.728,11.315,112.523643,37.817829,
18:27:31.214,-81.44,8.76,-11.38,-56.75,413.304,10.849,112.523685,37.817825,
18:27:31.414,-81.16,8.50,-11.44,-56.27,413.304,10.849,112.523685,37.817825,
18:27:31.604,-80.76,8.40,-11.48,-55.61,413.304,10.849,112.523685,37.817825,
18:27:31.804,-80.66,8.01,-11.48,-55.42,413.304,10.849,112.523727,37.817822,
18:27:32.004,-80.81,7.81,-11.39,-55.90,413.304,10.849,112.523727,37.817822,
18:27:32.214,-80.71,6.40,-11.48,-55.26,443.976,11.745,112.523773,37.817816,
18:27:32.414,-79.29,6.74,-11.54,-54.44,443.976,11.745,112.523773,37.817816,
18:27:32.604,-79.30,8.00,-11.39,-54.56,443.976,11.745,112.523773,37.817816,
18:27:32.808,-79.50,9.19,-11.23,-54.80,443.976,11.745,112.523819,37.817810,
18:27:33.008,-78.37,9.47,-11.10,-54.09,443.976,11.745,112.523819,37.817810,
18:27:33.208,-78.55,9.20,-11.07,-54.40,606.760,15.969,112.523865,37.817804,
18:27:33.408,-78.43,8.89,-10.91,-54.37,606.760,15.969,112.523865,37.817804,
18:27:33.618,-78.30,8.36,-11.02,-54.19,606.760,15.969,112.523865,37.817804,
18:27:33.800,-78.70,8.10,-11.24,-54.31,606.760,15.969,112.523911,37.817799,
18:27:34.010,-79.17,7.47,-11.45,-54.62,606.760,15.969,112.523911,37.817799,
18:27:34.210,-79.99,5.20,-11.72,-55.06,501.536,12.768,112.523956,37.817789,
18:27:34.410,-80.65,5.47,-11.84,-55.30,501.536,12.768,112.523956,37.817789,
18:27:34.610,-80.85,5.70,-11.80,-55.65,501.536,12.768,112.523956,37.817789,
18:27:34.803,-80.01,6.34,-11.60,-55.28,501.536,12.768,112.524002,37.817780,
18:27:35.003,-80.11,6.90,-11.54,-55.07,501.536,12.768,112.524002,37.817780,
18:27:35.203,-80.50,7.19,-11.42,-54.89,408.160,10.955,112.524002,37.817780,
18:27:35.404,-80.81,8.21,-11.17,-53.80,408.160,10.955,112.524052,37.817774,
18:27:35.614,-80.19,9.68,-10.98,-52.79,408.160,10.955,112.524052,37.817774,
18:27:35.814,-80.62,8.33,-11.20,-53.87,408.160,10.955,112.524101,37.817768,
18:27:36.004,-81.29,6.48,-11.55,-54.46,408.160,10.955,112.524101,37.817768,
18:27:36.204,-82.07,4.76,-12.06,-55.05,331.400,8.628,112.524101,37.817768,
18:27:36.404,-82.42,3.89,-12.48,-55.65,331.400,8.628,112.524151,37.817764,
18:27:36.614,-80.88,3.90,-12.06,-55.11,331.400,8.628,112.524151,37.817764,
18:27:36.814,-81.14,2.66,-12.28,-55.03,331.400,8.628,112.524200,37.817760,
18:27:37.004,-81.05,3.24,-12.18,-53.82,331.400,8.628,112.524200,37.817760,
18:27:37.204,-80.18,4.19,-12.01,-52.76,293.976,7.800,112.524200,37.817760,
18:27:37.404,-80.19,2.77,-12.59,-53.36,293.976,7.800,112.524250,37.817753,
18:27:37.604,-80.66,0.83,-13.41,-52.82,293.976,7.800,112.524250,37.817753,
18:27:37.814,-80.17,0.68,-13.66,-49.84,293.976,7.800,112.524300,37.817745,
18:27:38.014,-80.57,0.79,-13.76,-49.13,293.976,7.800,112.524300,37.817745,
18:27:38.204,-81.34,0.74,-13.86,-48.86,267.400,7.361,112.524349,37.817738,
18:27:38.404,-73.94,8.92,-10.98,-49.60,267.400,7.361,112.524349,37.817738,
18:27:38.604,-73.69,7.56,-11.35,-49.03,267.400,7.361,112.524399,37.817730,
18:27:38.814,-73.17,7.55,-11.40,-48.48,267.400,7.361,112.524399,37.817730,
18:27:39.014,-72.93,7.15,-11.38,-48.48,267.400,7.361,112.524445,37.817724,
18:27:39.214,-72.55,8.58,-11.25,-48.28,507.760,12.594,112.524445,37.817724,
18:27:39.404,-72.28,9.46,-11.13,-48.15,507.760,12.594,112.524445,37.817724,
18:27:39.604,-72.23,10.15,-11.08,-48.05,507.760,12.594,112.524490,37.817719,
18:27:39.804,-72.12,8.65,-11.25,-47.76,507.760,12.594,112.524490,37.817719,
18:27:40.014,-71.67,9.21,-11.25,-47.28,507.760,12.594,112.524536,37.817719,
18:27:40.214,-70.15,10.91,-11.05,-46.04,736.424,20.056,112.524536,37.817719,
18:27:40.404,-68.74,12.92,-10.87,-44.85,736.424,20.056,112.524536,37.817719,
18:27:40.604,-69.37,13.07,-10.87,-45.49,736.424,20.056,112.524582,37.817719,
