code,name,p_change,price,change,open,high,low,preprice,pe,volratio,turnover,range,volume,selling,buying,amount,totals,industry,area,floats,fvalues,abvalues,avgprice,strength,activity,avgturnover,attack,interval3,interval6
688116,N天奈,221.2,51.39,35.39,46.05,56.0,46.05,16.0,114.66,0.0,75.02,62.19,395920.0,206678.0,189242.0,1923398528.0,2.32,化工原料,江苏,0.53,27.12,119.15,48.58,222.19,4378.0,0.0171,11.6,,
300791,N仙乐,44.0,78.81,24.08,65.68,78.81,65.68,54.73,35.63,0.0,0.3,23.99,596.0,500.0,96.0,4665902.0,0.8,医疗保健,广东,0.2,15.76,63.05,78.27,45.43,109.0,0.0027,19.99,,
600122,宏图高科,10.15,3.58,0.33,3.57,3.58,3.56,3.25,0.0,2.49,3.65,0.62,422496.0,295910.0,126586.0,151109968.0,11.58,其他商业,江苏,11.58,41.47,41.47,3.58,11.16,1345.0,0.0027,0.56,,
002676,顺威股份,10.12,3.7,0.34,3.35,3.7,3.33,3.36,214.59,3.04,3.8,11.01,273243.0,200869.0,72374.0,99911064.0,7.2,塑料,广东,7.2,26.64,26.64,3.66,11.55,1446.0,0.0026,11.11,,
002386,天原集团,10.07,6.45,0.59,5.84,6.45,5.78,5.86,29.59,4.8,3.01,11.43,235159.0,198926.0,36233.0,148803696.0,7.81,化工原料,四川,7.81,50.36,50.37,6.33,11.5,2004.0,0.0015,11.59,,
002668,奥马电器,10.07,8.09,0.74,7.17,8.09,7.17,7.35,14.75,1.52,33.88,12.52,2216562.0,981939.0,1234623.0,1703012096.0,10.84,家用电器,广东,6.54,52.93,87.7,7.68,11.5,4661.0,0.0073,12.83,,
300510,金冠股份,10.05,8.76,0.8,7.9,8.76,7.7,7.96,173.77,2.98,16.3,13.32,823476.0,347607.0,475869.0,696334656.0,8.83,电气设备,吉林,5.05,44.26,77.34,8.46,11.48,1969.0,0.0083,13.77,,
300202,聚龙股份,10.04,9.86,0.9,8.88,9.86,8.75,8.96,129.71,1.25,7.02,12.39,298016.0,182238.0,115778.0,283722368.0,5.5,专用机械,辽宁,4.25,41.87,54.18,9.52,11.47,1456.0,0.0048,12.69,,
002316,亚联发展,10.04,12.39,1.13,11.68,12.39,11.27,11.26,64.88,0.97,13.41,9.95,393386.0,209159.0,184227.0,464601664.0,3.93,软件服务,深圳,2.93,36.35,48.71,11.81,11.47,1208.0,0.0111,9.94,,
600353,旭光股份,10.04,6.25,0.57,5.78,6.25,5.67,5.68,47.31,4.35,5.01,10.21,272504.0,198158.0,74346.0,166203232.0,5.44,元器件,四川,5.44,33.98,33.98,6.1,11.04,2185.0,0.0023,10.23,,
002756,永兴材料,10.03,15.58,1.42,15.58,15.58,15.58,14.16,10.59,2.55,1.82,0.0,33600.0,27030.0,6570.0,52349268.0,3.6,特种钢,浙江,1.85,28.76,56.09,15.58,11.46,480.0,0.0038,0.0,,
600981,汇鸿集团,10.02,4.72,0.43,4.3,4.72,4.1,4.29,29.84,5.93,11.11,14.45,812002.0,313117.0,498885.0,364753536.0,22.42,商贸代理,江苏,7.31,34.5,105.84,4.49,11.03,3021.0,0.0037,15.12,,
