code,name,date,bamount,samount,type
600131,岷江水电,2019-09-25,3856.76,0.0,振幅值达15%的证券
300450,先导智能,2019-09-24,1366.41,2783.18,涨幅偏离值达7%的证券
002294,信立泰,2019-09-24,0.0,1100.41,跌幅偏离值达7%的证券
002262,恩华药业,2019-09-24,0.0,6297.85,跌幅偏离值达7%的证券
002020,京新药业,2019-09-24,0.0,4011.64,跌幅偏离值达7%的证券
002962,五方光电,2019-09-24,0.0,10.17,连续三个交易日内，涨幅偏离值累计达20%的证券
002941,新疆交建,2019-09-24,547.45,0.0,换手率达20%的证券
000799,酒鬼酒,2019-09-24,1416.55,13738.6,涨幅偏离值达7%的证券
688018,乐鑫科技,2019-09-24,3122.73,0.0,
300748,金力永磁,2019-09-24,806.17,0.0,跌幅偏离值达7%的证券
300790,宇瞳光学,2019-09-24,0.0,1.91,连续三个交易日内，涨幅偏离值累计达20%的证券
300579,数字认证,2019-09-24,0.0,1288.28,涨幅偏离值达7%的证券
000733,振华科技,2019-09-24,0.0,1360.06,涨幅偏离值达7%的证券
300783,三只松鼠,2019-09-24,4898.42,0.0,换手率达20%的证券
603927,中科软,2019-09-24,0.0,21.36,连续三个交易日内，涨幅偏离值累计达20%的证券
603031,安德利,2019-09-24,328.28,0.0,振幅值达15%的证券
600260,凯乐科技,2019-09-24,0.0,2081.14,涨幅偏离值达7%的证券
603023,威帝股份,2019-09-24,0.0,153.27,涨幅偏离值达7%的证券
300530,达志科技,2019-09-24,5.79,184.56,跌幅偏离值达7%的证券
300783,三只松鼠,2019-09-24,4898.42,0.0,涨幅偏离值达7%的证券
300773,拉卡拉,2019-09-24,1871.2,3812.26,换手率达20%的证券
300468,四方精创,2019-09-24,559.43,286.25,振幅值达15%的证券
300759,康龙化成,2019-09-24,1026.34,0.0,涨幅偏离值达7%的证券
300460,惠伦晶体,2019-09-24,0.0,1008.75,跌幅偏离值达7%的证券
300748,金力永磁,2019-09-24,806.17,0.0,连续三个交易日内，跌幅偏离值累计达20%的证券
300624,万兴科技,2019-09-23,3446.73,16780.81,连续三个交易日内，涨幅偏离值累计达20%的证券
300624,万兴科技,2019-09-23,3446.73,16780.81,涨幅偏离值达7%的证券
300081,恒信东方,2019-09-23,2567.82,1287.44,振幅值达15%的证券
002156,通富微电,2019-09-23,6867.12,0.0,涨幅偏离值达7%的证券
300014,亿纬锂能,2019-09-23,0.0,17381.25,跌幅偏离值达7%的证券
002723,金莱特,2019-09-23,118.81,600.77,连续三个交易日内，涨幅偏离值累计达20%的证券
000909,数源科技,2019-09-23,0.0,3433.74,连续三个交易日内，涨幅偏离值累计达20%的证券
000909,数源科技,2019-09-23,0.0,3433.74,涨幅偏离值达7%的证券
000899,赣能股份,2019-09-23,0.0,145.23,涨幅偏离值达7%的证券
603986,兆易创新,2019-09-23,40434.08,17809.14,连续三个交易日内，涨幅偏离值累计达20%的证券
002552,宝鼎科技,2019-09-23,284.06,0.0,连续三个交易日内，涨幅偏离值累计达20%的证券
002371,北方华创,2019-09-23,5957.06,2941.36,涨幅偏离值达7%的证券
300783,三只松鼠,2019-09-23,2300.27,789.3,换手率达20%的证券
002234,民和股份,2019-09-23,0.0,3259.62,跌幅偏离值达7%的证券
300783,三只松鼠,2019-09-20,0.0,4037.2,换手率达20%的证券
000008,神州高铁,2019-09-20,89.85,464.75,涨幅偏离值达7%的证券
300783,三只松鼠,2019-09-20,0.0,4037.2,换手率达20%的证券
300783,三只松鼠,2019-09-20,0.0,4037.2,跌幅偏离值达7%的证券
300624,万兴科技,2019-09-20,3280.19,574.2,涨幅偏离值达7%的证券
300576,容大感光,2019-09-20,313.01,373.82,换手率达20%的证券
000977,浪潮信息,2019-09-20,4975.13,5688.0,涨幅偏离值达7%的证券
002962,五方光电,2019-09-20,0.0,7.64,连续三个交易日内，涨幅偏离值累计达20%的证券
000909,数源科技,2019-09-20,0.0,2006.0,涨幅偏离值达7%的证券
002961,瑞达期货,2019-09-20,731.62,0.0,连续三个交易日内，涨幅偏离值累计达20%的证券
000043,中航善达,2019-09-20,2101.98,414.26,涨幅偏离值达7%的证券
002316,亚联发展,2019-09-19,367.42,0.0,跌幅偏离值达7%的证券
300474,景嘉微,2019-09-19,6016.2,2489.42,涨幅偏离值达7%的证券
300212,易华录,2019-09-19,1543.67,0.0,涨幅偏离值达7%的证券
300207,欣旺达,2019-09-19,1624.97,10401.25,涨幅偏离值达7%的证券
300783,三只松鼠,2019-09-19,0.0,8725.01,连续三个交易日内，涨幅偏离值累计达20%的证券
300783,三只松鼠,2019-09-19,0.0,8725.01,换手率达20%的证券
300783,三只松鼠,2019-09-19,0.0,8725.01,涨幅偏离值达7%的证券
300061,康旗股份,2019-09-19,0.0,5530.08,跌幅偏离值达7%的证券
002828,贝肯能源,2019-09-19,280.05,502.86,跌幅偏离值达7%的证券
002959,小熊电器,2019-09-19,2066.12,0.0,换手率达20%的证券
002959,小熊电器,2019-09-19,2066.12,0.0,涨幅偏离值达7%的证券
