code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,-1.0,2977.6676,2985.3406,2955.4325,2977.6676,2955.4325,168543135,2037.8275
000002,Ａ股指数,-1.0,3119.3897,3127.4454,3096.0783,3119.3897,3096.0783,168392025,2036.9805
000003,Ｂ股指数,-0.56,273.6277,273.7338,272.1973,273.6318,271.3813,151110,0.8471
000008,综合指数,-0.46,2826.2991,2832.4193,2819.3009,2837.0655,2813.2358,35495535,373.459
000009,上证380,-1.4,4743.56,4756.0939,4689.5322,4743.56,4689.5322,42992432,528.3195
000010,上证180,-0.65,8556.7372,8583.0705,8527.4641,8574.4897,8523.2954,48986044,737.1414
000011,基金指数,-0.58,6278.6598,6287.0905,6250.3621,6278.6598,6250.1498,55771204,268.1464
000012,国债指数,0.03,175.4263,175.4098,175.455,175.4558,175.4038,144268,1.3772
000016,上证50,-0.38,2930.1396,2940.0806,2928.8351,2942.0024,2923.151,22526512,358.9445
000017,新综指,-1.0,2515.1678,2521.6641,2496.3773,2515.1678,2496.3773,166725295,1945.5523
000300,沪深300,-0.77,3887.5548,3901.0758,3870.9837,3889.839,3867.2277,89520835,1332.2446
000905,中证500,-1.81,5162.1513,5180.7418,5087.0091,5162.1513,5087.0091,92202920,1037.6893
399001,深证成指,-1.43,9768.381,9811.377,9671.058,9768.381,9656.05,28385293847,3219.6593
399002,深成指R,-1.43,11975.736,12028.448,11856.421999999999,11975.736,11838.021999999999,12233004550,1620.313
399003,成份Ｂ指,-1.45,5043.254,5046.675,4973.374,5043.6720000000005,4968.813,6568910,0.3475
399004,深证100R,-0.95,5478.929,5502.143,5449.798000000001,5478.929,5435.618,4214421543,651.4558
399005,中小板指,-1.78,6191.34,6221.036,6110.025,6191.34,6090.299,2982647688,481.859
399006,创业板指,-1.3,1686.19,1694.596,1672.646,1689.234,1670.684,8368681242,1168.9915
399008,中小300,-1.99,1203.4460000000001,1209.693,1185.641,1203.4460000000001,1183.864,6687890242,857.0344
399100,新 指 数,-1.57,7563.701999999999,7599.0,7479.590999999999,7563.701999999999,7478.057,27708723278,3201.061
399101,中小板综,-1.85,9283.27,9329.008,9156.146,9283.27,9153.678,12873795239,1391.1316
399106,深证综指,-1.61,1658.005,1665.559,1638.771,1658.005,1638.525,28385293847,3219.6593
399107,深证Ａ指,-1.61,1734.2620000000002,1742.181,1714.141,1734.2620000000002,1713.879,28371220275,3219.126
399108,深证Ｂ指,-1.13,948.0269999999999,948.4810000000001,937.7639999999999,948.0269999999999,937.22,14073572,0.5333
399333,中小板R,-1.78,6966.428000000001,6999.840999999999,6874.933000000001,6966.428000000001,6852.736999999999,2982647688,481.859
399606,创业板R,-1.3,1777.381,1786.2420000000002,1763.105,1780.59,1761.037,2216677026,378.2023
