code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000007,全新好,6.1805,8370.51,4483.02,3887.49,日涨幅偏离值达到7%的前五只证券,0.20,0.17,2019-09-25
000607,华媒控股,9.98,6987.95,4075.01,2912.95,日涨幅偏离值达到7%的前五只证券,0.26,0.19,2019-09-25
000615,京汉股份,6.5089,5100.78,3149.83,1950.95,日涨幅偏离值达到7%的前五只证券,0.28,0.18,2019-09-25
000701,厦门信达,9.9668,4309.65,3130.19,1179.46,日涨幅偏离值达到7%的前五只证券,0.42,0.16,2019-09-25
000909,数源科技,4.7619,11873.51,3861.59,8011.92,日换手率达到20%的前五只证券,0.05,0.10,2019-09-25
000988,华工科技,-8.8059,36751.85,12934.40,23817.45,日跌幅偏离值达到7%的前五只证券,0.08,0.14,2019-09-25
002018,华信退,-11.1111,949.61,769.38,180.24,退市整理期,0.32,0.07,2019-09-25
002169,智光电气,6.8919,15201.56,8629.28,6572.28,日振幅值达到15%的前五只证券,0.09,0.07,2019-09-25
002316,亚联发展,10.0355,9689.30,4558.43,5130.86,日涨幅偏离值达到7%的前五只证券,0.10,0.11,2019-09-25
002384,东山精密,-9.9771,86478.63,42617.12,43861.51,日跌幅偏离值达到7%的前五只证券,0.18,0.18,2019-09-25
002386,天原集团,10.0683,5988.35,3885.69,2102.67,日涨幅偏离值达到7%的前五只证券,0.26,0.14,2019-09-25
002417,深南股份,-10,3859.53,1998.69,1860.84,日跌幅偏离值达到7%的前五只证券,0.06,0.06,2019-09-25
002453,华软科技,9.9846,9382.48,4748.22,4634.25,日涨幅偏离值达到7%的前五只证券,0.16,0.16,2019-09-25
002477,雏鹰退,-5,1324.40,595.04,729.37,退市整理期,0.43,0.53,2019-09-25
002552,宝鼎科技,9.9713,2904.50,2360.83,543.67,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.23,2019-09-25
002668,奥马电器,10.068,37142.71,16051.30,21091.41,日涨幅偏离值达到7%的前五只证券,0.09,0.12,2019-09-25
002668,奥马电器,10.068,67049.08,23215.24,43833.84,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.05,0.09,2019-09-25
002668,奥马电器,10.068,37142.71,16051.30,21091.41,日换手率达到20%的前五只证券,0.09,0.12,2019-09-25
002751,易尚展示,-9.9967,6541.97,2062.65,4479.32,日跌幅偏离值达到7%的前五只证券,0.06,0.13,2019-09-25
002819,东方中科,-5.0316,10933.59,5752.95,5180.64,日换手率达到20%的前五只证券,0.07,0.07,2019-09-25
002869,金溢科技,-9.9956,6976.90,3411.14,3565.77,日跌幅偏离值达到7%的前五只证券,0.07,0.07,2019-09-25
002886,沃特股份,-0.3236,7803.81,3719.00,4084.81,日换手率达到20%的前五只证券,0.11,0.12,2019-09-25
002917,金奥博,-10,3767.12,1848.38,1918.74,日跌幅偏离值达到7%的前五只证券,0.05,0.06,2019-09-25
002917,金奥博,-10,3767.12,1848.38,1918.74,日换手率达到20%的前五只证券,0.05,0.06,2019-09-25
002931,锋龙股份,-1.8393,4825.84,1249.48,3576.36,日换手率达到20%的前五只证券,0.05,0.16,2019-09-25
002943,宇晶股份,9.9935,4859.03,3228.24,1630.80,日涨幅偏离值达到7%的前五只证券,0.15,0.08,2019-09-25
300202,聚龙股份,10.0446,8901.95,5180.03,3721.92,日涨幅偏离值达到7%的前五只证券,0.18,0.13,2019-09-25
300220,金运激光,10,26448.68,13484.62,12964.06,日涨幅偏离值达到7%的前五只证券,0.47,0.45,2019-09-25
300293,蓝英装备,9.9698,10443.08,5214.44,5228.64,日涨幅偏离值达到7%的前五只证券,0.15,0.15,2019-09-25
300322,硕贝德,4.8244,51319.77,27316.30,24003.47,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.06,0.05,2019-09-25
300338,开元股份,10.0083,9919.20,6076.16,3843.04,日涨幅偏离值达到7%的前五只证券,0.34,0.22,2019-09-25
300340,科恒股份,-9.9812,3570.50,1732.57,1837.93,日跌幅偏离值达到7%的前五只证券,0.08,0.08,2019-09-25
300363,博腾股份,-10.0242,6444.32,3164.10,3280.22,日跌幅偏离值达到7%的前五只证券,0.11,0.11,2019-09-25
300375,鹏翎股份,-10,8437.98,4896.91,3541.07,日跌幅偏离值达到7%的前五只证券,0.11,0.08,2019-09-25
300462,华铭智能,-9.9967,7590.62,3378.62,4212.00,日跌幅偏离值达到7%的前五只证券,0.12,0.15,2019-09-25
300510,金冠股份,10.0503,14775.23,6973.10,7802.13,日涨幅偏离值达到7%的前五只证券,0.10,0.11,2019-09-25
300579,数字认证,5.9809,16325.62,8626.43,7699.20,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.07,0.06,2019-09-25
300579,数字认证,5.9809,11501.26,4866.19,6635.07,日换手率达到20%的前五只证券,0.07,0.10,2019-09-25
300587,天铁股份,-9.9804,4069.22,2312.67,1756.55,日跌幅偏离值达到7%的前五只证券,0.10,0.07,2019-09-25
300721,怡达股份,6.789,12684.81,5417.91,7266.90,日换手率达到20%的前五只证券,0.11,0.15,2019-09-25
300722,新余国科,5.6691,7606.18,5477.78,2128.40,日换手率达到20%的前五只证券,0.20,0.08,2019-09-25
300783,三只松鼠,7.9345,21686.13,10488.98,11197.15,日换手率达到20%的前五只证券,0.12,0.13,2019-09-25
300785,值得买,3.8232,8607.93,4288.54,4319.39,日换手率达到20%的前五只证券,0.09,0.09,2019-09-25
300791,仙乐健康,43.9978,489.58,465.93,23.64,无价格涨跌幅限制的证券,1.00,0.05,2019-09-25
600122,宏图高科,10.1538,6137.06,3745.05,2392.01,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.25,0.16,2019-09-25
600122,宏图高科,10.1538,9731.81,5908.98,3822.83,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.22,0.14,2019-09-25
600131,岷江水电,-3.9339,9654.88,6240.07,3414.82,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.15,0.08,2019-09-25
600179,ST安通,4.6908,5385.36,2341.34,3044.03,ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到15%的证券,0.10,0.13,2019-09-25
600353,旭光股份,10.0352,4853.75,3395.60,1458.15,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.20,0.09,2019-09-25
600463,空港股份,-10.0104,6058.16,1753.96,4304.20,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.11,0.27,2019-09-25
600981,汇鸿集团,10.0233,7115.61,3042.74,4072.87,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.08,0.11,2019-09-25
600981,汇鸿集团,10.0233,7115.61,3042.74,4072.87,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.08,0.11,2019-09-25
600981,汇鸿集团,10.0233,9402.92,4457.63,4945.29,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.10,0.11,2019-09-25
603093,南华期货,1.8482,28286.35,7622.27,20664.08,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.06,0.16,2019-09-25
603121,华培动力,-10.0028,6687.96,3385.40,3302.56,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.05,0.05,2019-09-25
603121,华培动力,-10.0028,6687.96,3385.40,3302.56,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.05,2019-09-25
603256,宏和科技,-10.0042,11554.50,2723.40,8831.10,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.04,0.15,2019-09-25
603477,振静股份,9.9884,3195.10,2275.59,919.50,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.40,2019-09-25
603602,纵横通信,10.011,16785.44,7119.63,9665.81,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.07,0.09,2019-09-25
603602,纵横通信,10.011,16785.44,7119.63,9665.81,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.07,0.09,2019-09-25
