code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,-0.23,2655.8964,2651.5053,2645.4339,2658.0011,2634.4827,149309063,1255.7017
000002,Ａ股指数,-0.23,2781.1719,2776.5571,2770.1728,2783.3813,2758.714,149116552,1254.6008
000003,Ｂ股指数,0.08,283.3486,283.4337,283.6661,284.2767,281.985,192510,1.1009
000008,综合指数,-0.38,2563.5375,2558.1115,2548.4823,2564.7137,2537.8985,29814771,282.6934
000009,上证380,-0.04,4154.2803,4147.5475,4145.996,4166.5376,4124.7314,39888225,305.0576
000010,上证180,-0.44,7261.371,7248.9769,7217.0519,7266.0304,7183.9558,41366252,426.8196
000011,基金指数,-0.15,5678.6247,5675.0845,5666.6847,5679.5322,5652.7467,38035078,245.2718
000012,国债指数,0.0,168.4044,168.3881,168.3898,168.4247,168.3743,137879,1.3197
000016,上证50,-0.56,2455.7711,2451.2723,2437.6387,2456.9128,2426.123,16424828,210.6917
000017,新综指,-0.23,2242.4087,2238.6871,2233.5247,2244.1902,2224.2833,149030600,1253.7433
000300,沪深300,-0.37,3232.9731,3226.4918,3214.4273,3235.4524,3199.6981,65098291,700.8337
000905,中证500,-0.07,4562.6424,4554.6747,4551.3264,4583.3734,4528.2409,75274993,541.5729
399001,深证成指,-0.18,7929.79,7908.469,7893.986,7950.974,7857.81,22481082756,1797.3866
399002,深成指R,-0.18,9585.265,9559.492,9541.985,9610.87,9498.258,8824854836,768.992
399003,成份Ｂ指,-0.08,4690.695,4665.884,4662.279,4696.833,4645.4259999999995,6016494,0.3819
399004,深证100R,-0.18,4138.1359999999995,4126.6179999999995,4119.29,4143.861,4095.547,2333348305,294.1192
399005,中小板指,0.14,5243.507,5224.424,5231.668,5268.056,5202.588,1946673353,216.8396
399006,创业板指,-0.67,1365.483,1363.0279999999998,1353.924,1371.392,1349.991,1125724604,143.6516
399008,中小300,0.14,1026.507,1023.064,1024.486,1031.178,1019.382,5790120279,449.0832
399100,新 指 数,-0.04,6293.289000000001,6277.4980000000005,6274.889,6312.848000000001,6246.828,21892110461,1779.2194
399101,中小板综,0.28,8088.835,8064.375,8086.590999999999,8125.545999999999,8046.3369999999995,10879726662,837.1099
399106,深证综指,-0.04,1390.045,1386.4279999999999,1385.838,1394.705,1380.096,22481082756,1797.3866
399107,深证Ａ指,-0.04,1453.537,1449.7620000000002,1449.1329999999998,1458.415,1443.119,22466550692,1796.7988
399108,深证Ｂ指,0.22,892.909,889.2339999999999,891.209,895.5189999999999,887.985,14532064,0.5878
399333,中小板R,0.14,5830.056,5808.838000000001,5816.892,5857.35,5784.56,1946673353,216.8396
399606,创业板R,-0.67,1430.4070000000002,1427.835,1418.2979999999998,1436.5970000000002,1414.1779999999999,1125724604,143.6516
