code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000007,全新好,10.0552,15496.19,6717.23,8778.96,日涨幅偏离值达到7%的前五只证券,0.10,0.13,2018-11-22
000007,全新好,10.0552,17736.08,8421.25,9314.83,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.07,0.07,2018-11-22
000007,全新好,10.0552,15496.19,6717.23,8778.96,日换手率达到20%的前五只证券,0.10,0.13,2018-11-22
000038,深大通,9.9842,11204.10,4512.95,6691.16,日涨幅偏离值达到7%的前五只证券,0.13,0.20,2018-11-22
000068,华控赛格,-7.6132,5765.60,2240.10,3525.50,日跌幅偏离值达到7%的前五只证券,0.07,0.11,2018-11-22
000607,华媒控股,10.1176,3674.61,2957.31,717.30,日涨幅偏离值达到7%的前五只证券,0.50,0.12,2018-11-22
000610,西安旅游,-9.0909,8241.99,3666.86,4575.13,日跌幅偏离值达到7%的前五只证券,0.08,0.10,2018-11-22
000610,西安旅游,-9.0909,8241.99,3666.86,4575.13,日换手率达到20%的前五只证券,0.08,0.10,2018-11-22
000793,华闻传媒,9.6257,14610.24,9194.68,5415.56,日涨幅偏离值达到7%的前五只证券,0.11,0.06,2018-11-22
000979,中弘退,-10.2041,397.10,177.01,220.09,退市整理期,0.31,0.39,2018-11-22
000981,银亿股份,-4.5652,69242.77,21794.84,47447.94,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.14,0.31,2018-11-22
002001,新和成,10.0339,29303.51,22945.57,6357.94,日涨幅偏离值达到7%的前五只证券,0.23,0.06,2018-11-22
002019,亿帆医药,9.9915,16466.37,10742.14,5724.24,日涨幅偏离值达到7%的前五只证券,0.19,0.10,2018-11-22
002075,沙钢股份,-10.0158,36473.65,6964.34,29509.31,日跌幅偏离值达到7%的前五只证券,0.10,0.42,2018-11-22
002193,如意集团,-9.9623,8971.74,2362.73,6609.01,日跌幅偏离值达到7%的前五只证券,0.15,0.41,2018-11-22
002217,合力泰,10.0806,14351.19,6092.13,8259.07,日涨幅偏离值达到7%的前五只证券,0.13,0.17,2018-11-22
002451,摩恩电气,-2.6902,18761.89,11553.12,7208.77,日换手率达到20%的前五只证券,0.10,0.06,2018-11-22
002502,骅威文化,-10.052,386.45,57.40,329.05,日跌幅偏离值达到7%的前五只证券,0.17,1.00,2018-11-22
002708,光洋股份,10.034,17213.82,8763.47,8450.35,日涨幅偏离值达到7%的前五只证券,0.09,0.08,2018-11-22
002708,光洋股份,10.034,26255.50,14129.12,12126.38,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.06,0.05,2018-11-22
002708,光洋股份,10.034,17213.82,8763.47,8450.35,日换手率达到20%的前五只证券,0.09,0.08,2018-11-22
002711,欧浦智网,-8.7413,12123.96,3379.73,8744.23,日跌幅偏离值达到7%的前五只证券,0.06,0.15,2018-11-22
002725,跃岭股份,-4,7584.70,2696.17,4888.53,日换手率达到20%的前五只证券,0.10,0.17,2018-11-22
002865,钧达股份,10.0092,14218.35,7402.61,6815.75,日涨幅偏离值达到7%的前五只证券,0.18,0.17,2018-11-22
002865,钧达股份,10.0092,14218.35,7402.61,6815.75,日换手率达到20%的前五只证券,0.18,0.17,2018-11-22
002939,长城证券,0.3167,10725.91,6649.19,4076.72,日换手率达到20%的前五只证券,0.07,0.05,2018-11-22
300126,锐奇股份,-9.0517,9739.68,4667.38,5072.29,日振幅值达到15%的前五只证券,0.15,0.16,2018-11-22
300126,锐奇股份,-9.0517,9739.68,4667.38,5072.29,日跌幅偏离值达到7%的前五只证券,0.15,0.16,2018-11-22
300148,天舟文化,10.0877,5364.67,3566.03,1798.64,日涨幅偏离值达到7%的前五只证券,0.16,0.08,2018-11-22
300181,佐力药业,9.9315,8506.45,4958.16,3548.29,日涨幅偏离值达到7%的前五只证券,0.14,0.10,2018-11-22
