code,name,count,bamount,samount,net,bcount,scount
600080,金花股份,2,33310.2,13025.51,20284.69,8,10
002001,新和成,1,22945.57,6357.95,16587.62,4,5
600635,大众公用,1,30453.44,16804.2,13649.24,5,5
300142,沃森生物,1,17703.71,7205.67,10498.05,5,5
002708,光洋股份,6,72694.6,62231.07,10463.53,25,26
300674,宇信科技,2,10425.7,4068.67,6357.04,9,9
002328,新朋股份,1,8543.43,2354.61,6188.82,5,5
002019,亿帆医药,1,10742.14,5724.23,5017.91,5,5
002937,兴瑞科技,2,8598.07,4408.17,4189.9,10,8
600624,复旦复华,1,17483.11,13295.01,4188.1,5,5
002346,柘中股份,2,10020.03,5899.06,4120.98,10,10
300543,朗科智能,4,11545.0,7474.94,4070.06,16,16
000793,华闻传媒,1,9194.67,5415.55,3779.12,5,5
002875,安奈儿,2,28478.48,24731.77,3746.71,9,11
600418,江淮汽车,1,4890.24,1250.83,3639.41,5,5
600366,宁波韵升,1,6986.95,3463.07,3523.88,5,5
000652,泰达股份,1,5088.76,1626.62,3462.15,10,9
600131,岷江水电,2,15047.75,11648.67,3399.08,10,10
000856,冀东装备,2,21858.46,18473.78,3384.68,12,10
600986,科达股份,1,8296.71,4955.49,3341.22,5,5
600119,长江投资,2,12271.89,8932.3,3339.59,9,10
002935,天奥电子,2,11041.21,7883.96,3157.25,8,9
002913,奥士康,1,6182.01,3065.25,3116.76,5,5
300126,锐奇股份,4,22659.73,19582.71,3077.02,19,19
002865,钧达股份,2,13364.53,10394.15,2970.38,10,10
002177,御银股份,1,9099.21,6272.36,2826.85,5,5
300343,联创互联,1,10130.38,7364.81,2765.58,5,5
002210,飞马国际,2,15650.08,12999.59,2650.49,9,9
300688,创业黑马,2,10361.54,7732.52,2629.02,10,9
300411,金盾股份,1,4770.02,2192.38,2577.65,5,5
300236,上海新阳,2,20449.56,17901.86,2547.7,10,8
300016,北陆药业,1,3935.82,1437.07,2498.75,5,5
002509,天广中茂,1,4577.22,2219.16,2358.07,5,5
601319,中国人保,2,2581.33,299.84,2281.49,10,6
000607,华媒控股,1,2957.32,717.3,2240.02,5,5
002619,艾格拉斯,1,4494.74,2389.89,2104.84,5,5
300213,佳讯飞鸿,1,3849.18,1758.3,2090.88,5,5
300171,东富龙,3,13429.08,11365.66,2063.42,14,15
000936,华西股份,1,5938.77,3946.19,1992.58,5,5
002137,麦达数字,1,5018.39,3033.81,1984.58,5,5
600662,强生控股,1,3374.55,1942.75,1431.8,5,5
000070,特发信息,1,3428.58,2041.71,1386.86,5,5
002655,共达电声,1,3254.96,1874.51,1380.45,5,5
600139,西部资源,1,1980.53,628.3,1352.23,5,5
002504,弘高创意,1,2310.04,959.03,1351.0,5,5
600310,桂东电力,1,2292.44,975.44,1317.0,5,5
000628,高新发展,2,6667.35,5371.31,1296.04,10,10
600172,黄河旋风,1,3609.7,2339.66,1270.04,5,5
000526,紫光学大,1,2593.75,1330.65,1263.1,5,5
603378,亚士创能,1,2664.78,1410.2,1254.58,5,5
002856,美芝股份,2,9512.5,8317.67,1194.83,10,10
603906,龙蟠科技,1,4993.81,3835.88,1157.93,5,5
600538,国发股份,1,2364.37,1209.46,1154.91,5,5
000401,冀东水泥,1,10386.59,9335.55,1051.04,5,5
600634,*ST富控,1,1963.64,983.56,980.08,5,5
600316,洪都航空,1,6768.04,5838.94,929.1,5,5
002796,世嘉科技,2,16191.4,15269.59,921.81,8,8
002584,西陇科学,1,3745.25,2915.92,829.34,5,5
600843,上工申贝,1,1984.93,1178.75,806.17,5,5
300181,佐力药业,3,14608.48,13819.42,789.06,16,16
000009,中国宝安,1,12159.27,11388.7,770.57,5,5
300731,科创新源,1,1317.5,718.98,598.52,5,5
300749,顶固集创,2,4957.08,4360.58,596.51,10,9
600228,ST昌九,1,1174.52,587.98,586.54,5,5
000688,国城矿业,1,1767.28,1226.04,541.23,5,5
002141,贤丰控股,2,7513.13,7045.3,467.83,10,10
000403,振兴生化,1,4920.33,4480.24,440.1,3,5
002194,*ST凡谷,1,3072.11,2632.41,439.7,5,5
600695,绿庭投资,1,3083.25,2695.56,387.68,5,5
002367,康力电梯,1,3588.81,3208.37,380.44,5,5
603790,雅运股份,1,1996.11,1635.65,360.46,5,5
300201,海伦哲,1,1795.18,1436.41,358.77,5,5
300137,先河环保,1,5727.77,5452.57,275.2,4,4
002769,普路通,1,421.32,183.9,237.42,2,5
600386,北巴传媒,2,4443.26,4237.44,205.82,9,9
603220,贝通信,1,209.11,13.75,195.36,3,7
000007,全新好,2,22045.45,21881.33,164.13,11,10
000851,高鸿股份,1,4390.37,4274.01,116.36,5,5
000633,合金投资,1,1098.72,1164.75,-66.03,5,5
002877,智能自控,2,6609.72,6713.03,-103.31,10,10
600250,南纺股份,1,743.66,922.29,-178.63,5,5
000979,中弘退,5,565.47,771.3,-205.83,21,18
002054,德美化工,1,4056.38,4287.2,-230.82,5,5
000159,国际实业,1,2677.11,2918.67,-241.56,5,5
002502,骅威文化,1,57.4,329.05,-271.64,5,1
002621,三垒股份,1,1565.77,1888.51,-322.74,5,5
300682,朗新科技,2,9626.56,10028.53,-401.97,11,10
002260,*ST德奥,1,4612.56,5037.47,-424.91,5,5
002495,佳隆股份,2,17303.46,17778.36,-474.9,12,11
300505,川金诺,2,5189.82,5689.64,-499.82,8,9
600053,九鼎投资,1,9117.85,9688.67,-570.82,5,5
002940,昂利康,3,8918.59,9491.36,-572.77,13,12
002312,三泰控股,1,6055.34,6706.49,-651.14,5,5
601606,长城军工,1,3209.16,3865.23,-656.07,5,5
300670,大烨智能,2,6594.51,7429.95,-835.44,9,10
002931,锋龙股份,2,3535.05,4377.43,-842.38,9,9
600824,益民集团,2,7216.6,8071.97,-855.37,10,10
600962,国投中鲁,1,669.2,1541.42,-872.21,5,5
002677,浙江美大,1,2160.75,3044.77,-884.02,5,5
603703,盛洋科技,1,553.47,1439.75,-886.28,5,5
300091,金通灵,1,5859.35,6754.89,-895.54,5,5
000638,万方发展,2,3893.13,4892.16,-999.03,9,9
600825,新华传媒,3,12168.79,13259.16,-1090.37,14,14
600086,东方金钰,1,4898.16,6145.8,-1247.64,5,5
000935,四川双马,3,40842.8,42117.63,-1274.83,12,14
000973,佛塑科技,1,3156.27,4551.6,-1395.33,5,5
603389,亚振家居,5,14807.98,16275.62,-1467.64,21,22
300143,星普医科,1,2331.82,3840.53,-1508.71,5,3
600226,瀚叶股份,1,5364.25,6889.99,-1525.74,5,5
300730,科创信息,4,8567.04,10204.54,-1637.5,16,19
300283,温州宏丰,1,2227.84,3884.34,-1656.5,5,5
002623,亚玛顿,1,1289.57,2977.26,-1687.69,5,5
300748,金力永磁,3,7702.89,9431.17,-1728.29,14,14
300344,太空智造,1,4450.69,6264.52,-1813.84,5,5
600064,南京高科,1,8934.16,10865.57,-1931.41,5,5
002687,乔治白,1,6580.01,8662.57,-2082.56,5,5
603356,华菱精工,1,1450.54,3560.15,-2109.61,5,5
002217,合力泰,1,6092.12,8259.08,-2166.96,5,5
000038,深大通,1,4512.95,6691.16,-2178.21,5,5
300644,南京聚隆,2,4369.94,6557.01,-2187.07,10,10
002725,跃岭股份,1,2696.17,4888.53,-2192.37,5,5
002575,群兴玩具,1,3600.93,5865.05,-2264.11,5,5
002122,*ST天马,1,4501.19,6797.41,-2296.22,5,5
300451,创业软件,1,5583.21,7906.21,-2323.0,2,1
000917,电广传媒,2,15341.02,17702.18,-2361.15,9,9
000931,中关村,1,17815.75,20303.32,-2487.57,7,6
300694,蠡湖股份,2,5140.55,7642.3,-2501.75,8,9
000058,深赛格,1,6769.02,9373.13,-2604.1,5,5
002308,威创股份,1,390.3,3170.64,-2780.34,5,4
002337,赛象科技,1,4888.51,7872.31,-2983.8,5,5
002711,欧浦智网,2,8683.44,11788.87,-3105.42,9,10
300090,盛运环保,1,7294.98,10460.8,-3165.82,5,5
600463,空港股份,2,3840.37,7097.67,-3257.3,10,10
002072,凯瑞德,1,3354.39,6803.1,-3448.71,5,5
300606,金太阳,1,2804.16,6377.68,-3573.51,5,5
600235,民丰特纸,2,10707.0,14618.66,-3911.66,9,10
002058,威尔泰,3,12698.93,16709.13,-4010.21,14,15
002888,惠威科技,1,5354.04,9409.46,-4055.43,5,5
002193,如意集团,1,2362.73,6609.0,-4246.27,5,5
002939,长城证券,4,35544.95,40084.94,-4539.98,16,16
