broker,count,bamount,bcount,samount,scount,top3
广发证券股份有限公司西安南广济街证券营业部,1,3721.18,1,0.0,0,中国宝安
中信建投证券股份有限公司绍兴胜利东路证券营业部,2,1230.4,2,0.0,0,"国际实业,朗新科技"
财通证券股份有限公司杭州体育馆证券营业部,12,6458.17,8,3609.62,4,"摩恩电气,威尔泰,广东甘化,"
华泰证券股份有限公司呼和浩特赛罕区新华东街证券营业部,1,2759.1,1,0.0,0,中国宝安
国信证券股份有限公司广州东风中路证券营业部,1,525.03,1,0.0,0,国际实业
深股通专用,29,19595.69,11,30230.65,18,"四川双马,乐普医疗,新和成,"
华泰证券股份有限公司杭州求是路证券营业部,4,407.11,1,3365.2,3,"振兴生化,大烨智能,黄河旋风,"
华福证券有限责任公司泉州田安路证券营业部,7,1220.9,2,5318.81,5,"*ST德奥,国际实业,新朋股份,"
信达证券股份有限公司深圳湾科技生态园证券营业部,2,2949.32,2,0.0,0,"中国宝安,恒立实业"
西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,114,49359.48,71,30898.5,43,"恒立实业,光洋股份,天风证券,"
中国银河证券股份有限公司宁波大庆南路证券营业部,4,494.05,2,419.2,2,"振兴生化,ST昌九"
中国中投证券有限责任公司无锡清扬路证券营业部,20,16236.92,12,18126.17,8,"高新发展,长城证券,中国宝安,"
国信证券股份有限公司北京三里河证券营业部,4,7.0,1,733.42,3,"国际实业,中弘退,北陆药业,"
东方证券股份有限公司沈阳长江南街证券营业部,1,0.0,0,2718.09,1,振兴生化
华泰证券股份有限公司上海长宁区仙霞路证券营业部,6,895.35,2,2836.73,4,"锐奇股份,创业黑马,国际实业"
申万宏源证券有限公司上海嘉定区塔城路证券营业部,2,0.0,0,1808.14,2,"中国宝安,正元智慧"
国泰君安证券股份有限公司泸州星光路证券营业部,2,9.8,1,384.69,1,"中弘退,振兴生化"
中航证券有限公司杭州莫干山路证券营业部,1,0.0,0,494.12,1,国际实业
华泰证券股份有限公司上海奉贤区望园南路证券营业部,4,891.53,1,3050.53,3,"朗新科技,中国宝安"
山西证券股份有限公司河津泰兴东路证券营业部,1,0.0,0,379.75,1,振兴生化
国信证券股份有限公司上海北京东路证券营业部,4,721.19,2,783.08,2,"高新发展,沙钢股份,国际实业,"
国信证券股份有限公司深圳泰然九路证券营业部,12,2498.22,4,5294.5,8,"开尔新材,西安旅游,凯瑞德,"
东方证券股份有限公司上海长宁区长宁路证券营业部,1,0.0,0,354.63,1,振兴生化
招商证券股份有限公司深圳后海证券营业部,5,816.9,2,1339.66,3,"沙钢股份,盛洋科技,飞马国际,"
申万宏源证券有限公司泸州广凤路证券营业部,2,0.0,0,1344.43,2,"贤丰控股,中国宝安"
中国银河证券股份有限公司北京建国路证券营业部,14,4499.69,11,1256.44,3,"万家乐,绿庭投资,南京聚隆,"
中信建投证券股份有限公司上海五莲路证券营业部,1,431.11,1,0.0,0,万家乐
华西证券股份有限公司厦门分公司,2,772.22,2,0.0,0,"万家乐,长江投资"
