code,name,bamount,bcount,samount,scount,net
300757,罗博特科,9967.88,4,1528.22,2,8439.66
603186,华正新材,5413.23,2,0.0,0,5413.23
601598,中国外运,4107.94,1,0.0,0,4107.94
300751,迈为股份,1636.03,1,0.0,0,1636.03
603326,我乐家居,1327.2,1,0.0,0,1327.2
000055,方大集团,1062.78,2,122.37,1,940.41
002262,恩华药业,2210.72,2,1567.26,3,643.46
300309,吉艾科技,537.98,1,0.0,0,537.98
300575,中旗股份,386.41,1,376.41,1,10.01
603700,宁波水表,0.0,0,3.98,1,-3.98
002945,华林证券,0.0,0,38.49,5,-38.49
300549,优德精密,0.0,0,111.75,1,-111.75
603220,贝通信,1566.02,1,1747.15,1,-181.13
601298,青岛港,0.0,0,186.26,2,-186.26
300249,依米康,0.0,0,226.01,1,-226.01
000612,焦作万方,0.0,0,251.34,2,-251.34
002102,ST冠福,0.0,0,496.32,1,-496.32
002002,鸿达兴业,0.0,0,564.62,1,-564.62
300745,欣锐科技,0.0,0,614.88,1,-614.88
002491,通鼎互联,0.0,0,640.36,1,-640.36
300558,贝达药业,524.68,1,1384.41,1,-859.73
002158,汉钟精机,0.0,0,1097.57,1,-1097.57
300319,麦捷科技,0.0,0,1367.89,1,-1367.89
002243,通产丽星,0.0,0,3366.37,1,-3366.37
002714,牧原股份,1549.34,1,5377.43,2,-3828.09
603345,安井食品,8511.31,4,13608.47,4,-5097.16
002589,瑞康医药,0.0,0,5844.18,2,-5844.18
