code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
002943,宇晶股份,-2.606,4242.10,1930.62,2311.47,日换手率达到20%的前五只证券,0.05,0.06,2019-01-23
300087,荃银高科,-8.4656,5785.18,1465.34,4319.83,日跌幅偏离值达到7%的前五只证券,0.09,0.25,2019-01-23
300100,双林股份,-9.2067,2411.74,759.81,1651.93,日跌幅偏离值达到7%的前五只证券,0.08,0.17,2019-01-23
300317,珈伟新能,10.0855,6745.70,5279.88,1465.82,日涨幅偏离值达到7%的前五只证券,0.18,0.05,2019-01-23
300582,英飞特,9.9753,5969.32,3082.87,2886.45,日振幅值达到15%的前五只证券,0.15,0.14,2019-01-23
300674,宇信科技,1.6196,7686.19,3375.79,4310.40,日换手率达到20%的前五只证券,0.06,0.07,2019-01-23
300684,中石科技,10.0151,6963.20,4354.01,2609.19,日涨幅偏离值达到7%的前五只证券,0.17,0.10,2019-01-23
300693,盛弘股份,10.0229,5136.33,3434.78,1701.55,日涨幅偏离值达到7%的前五只证券,0.11,0.06,2019-01-23
300694,蠡湖股份,10.0084,11943.73,8040.29,3903.44,日涨幅偏离值达到7%的前五只证券,0.11,0.06,2019-01-23
300694,蠡湖股份,10.0084,11943.73,8040.29,3903.44,日换手率达到20%的前五只证券,0.11,0.06,2019-01-23
300748,金力永磁,1.9364,3697.32,1846.08,1851.24,日换手率达到20%的前五只证券,0.04,0.04,2019-01-23
300749,顶固集创,3.3957,8630.95,4206.07,4424.88,日换手率达到20%的前五只证券,0.08,0.08,2019-01-23
300752,隆利科技,10.0031,10177.26,6055.65,4121.61,日涨幅偏离值达到7%的前五只证券,0.11,0.08,2019-01-23
300752,隆利科技,10.0031,10177.26,6055.65,4121.61,日换手率达到20%的前五只证券,0.11,0.08,2019-01-23
600078,澄星股份,10.0775,7524.93,4089.85,3435.09,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.12,0.10,2019-01-23
600139,西部资源,5.2055,5219.94,1110.66,4109.28,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.05,0.17,2019-01-23
600157,永泰能源,-9.8039,17682.00,5636.74,12045.26,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.06,0.12,2019-01-23
600313,农发种业,10.1266,5581.66,3559.27,2022.38,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.22,0.13,2019-01-23
600331,宏达股份,10.1083,6726.01,4544.64,2181.37,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.10,0.05,2019-01-23
600405,动力源,10.1099,5007.09,3751.42,1255.68,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.29,0.10,2019-01-23
600771,广誉远,-9.1348,20018.42,6197.48,13820.95,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.18,0.41,2019-01-23
601298,青岛港,10,5809.18,5303.54,505.64,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.27,0.03,2019-01-23
601615,N明阳,44,195.47,186.58,8.89,无价格涨跌幅限制的证券,1.00,0.05,2019-01-23
601615,N明阳,44,195.47,186.58,8.89,当日无价格涨跌幅限制的A股，出现异常波动停牌的,1.00,0.05,2019-01-23
601811,新华文轩,10.0092,9720.03,6971.79,2748.24,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.19,0.08,2019-01-23
603101,汇嘉时代,-10,8348.50,3344.81,5003.69,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.22,0.34,2019-01-23
603121,华培动力,9.997,25084.18,14218.63,10865.55,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.10,0.08,2019-01-23
603121,华培动力,9.997,20177.47,10903.88,9273.60,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.14,0.12,2019-01-23
603220,贝通信,10.012,23235.64,11407.46,11828.18,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.07,0.07,2019-01-23
603220,贝通信,10.012,29137.76,15167.54,13970.22,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.05,0.05,2019-01-23
603220,贝通信,10.012,23235.64,11407.46,11828.18,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.07,0.07,2019-01-23
603629,利通电子,0.7501,3425.22,1505.07,1920.16,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.07,2019-01-23
603739,蔚蓝生物,10.0093,1292.19,1256.45,35.74,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.03,2019-01-23
