code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000409,*ST地矿,-5.071,10493.40,2233.01,8260.40,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.14,0.52,2019-01-23
000713,丰乐种业,9.9392,3494.21,2228.17,1266.03,日涨幅偏离值达到7%的前五只证券,0.40,0.23,2019-01-23
000723,美锦能源,8.1395,14881.09,10491.33,4389.76,日涨幅偏离值达到7%的前五只证券,0.15,0.06,2019-01-23
000936,华西股份,9.9554,15554.25,8065.08,7489.17,日涨幅偏离值达到7%的前五只证券,0.10,0.09,2019-01-23
000969,安泰科技,10.058,4298.10,2469.86,1828.24,日涨幅偏离值达到7%的前五只证券,0.13,0.10,2019-01-23
002002,鸿达兴业,10.061,8320.86,5334.90,2985.96,日涨幅偏离值达到7%的前五只证券,0.18,0.10,2019-01-23
002102,ST冠福,-4.8485,1711.38,289.22,1422.17,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券,0.12,0.60,2019-01-23
002370,亚太药业,-10,21229.15,2686.16,18542.99,日跌幅偏离值达到7%的前五只证券,0.06,0.40,2019-01-23
002407,多氟多,9.9733,8305.77,5111.77,3194.00,日涨幅偏离值达到7%的前五只证券,0.10,0.06,2019-01-23
002451,摩恩电气,-7.1613,7254.29,2967.74,4286.54,日跌幅偏离值达到7%的前五只证券,0.05,0.08,2019-01-23
002491,通鼎互联,10.0124,7933.80,5689.04,2244.76,日涨幅偏离值达到7%的前五只证券,0.10,0.04,2019-01-23
002565,顺灏股份,10.0164,5310.90,3170.61,2140.29,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.50,0.34,2019-01-23
002589,瑞康医药,-8.4615,11830.43,2177.17,9653.26,日跌幅偏离值达到7%的前五只证券,0.08,0.35,2019-01-23
002662,京威股份,9.9078,5979.21,2382.27,3596.94,日涨幅偏离值达到7%的前五只证券,0.07,0.11,2019-01-23
002680,*ST长生,-4.9342,771.19,280.50,490.69,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券,0.57,1.00,2019-01-23
002774,快意电梯,10.0223,9230.96,5612.11,3618.86,日涨幅偏离值达到7%的前五只证券,0.22,0.14,2019-01-23
002774,快意电梯,10.0223,10917.13,7296.49,3620.64,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.20,0.10,2019-01-23
002774,快意电梯,10.0223,9230.96,5612.11,3618.86,日换手率达到20%的前五只证券,0.22,0.14,2019-01-23
002937,兴瑞科技,6.2591,17594.43,10309.33,7285.10,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.06,2019-01-23
002937,兴瑞科技,6.2591,12090.94,6446.29,5644.64,日换手率达到20%的前五只证券,0.08,0.07,2019-01-23
002941,新疆交建,8.1298,11695.71,5685.92,6009.79,日换手率达到20%的前五只证券,0.04,0.05,2019-01-23
002942,新农股份,-1.3973,12290.00,4297.93,7992.07,日换手率达到20%的前五只证券,0.06,0.12,2019-01-23
