code,name,date,bamount,samount,type
002589,瑞康医药,2019-01-23,0.0,5844.18,跌幅偏离值达7%的证券
002491,通鼎互联,2019-01-23,0.0,640.36,涨幅偏离值达7%的证券
002002,鸿达兴业,2019-01-23,0.0,564.62,涨幅偏离值达7%的证券
002102,ST冠福,2019-01-23,0.0,496.32,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
601298,青岛港,2019-01-23,0.0,186.26,连续三个交易日内，涨幅偏离值累计达20%的证券
300751,迈为股份,2019-01-22,1636.03,0.0,涨幅偏离值达7%的证券
300309,吉艾科技,2019-01-22,537.98,0.0,跌幅偏离值达7%的证券
002945,华林证券,2019-01-22,0.0,36.63,连续三个交易日内，涨幅偏离值累计达20%的证券
603220,贝通信,2019-01-22,0.0,1747.15,换手率达20%的证券
603700,宁波水表,2019-01-22,0.0,3.98,
603700,宁波水表,2019-01-22,0.0,3.98,无价格涨跌幅限制的证券
603186,华正新材,2019-01-22,5413.23,0.0,涨幅偏离值达7%的证券
000612,焦作万方,2019-01-21,0.0,195.82,涨幅偏离值达7%的证券
603220,贝通信,2019-01-21,1566.02,0.0,换手率达20%的证券
603345,安井食品,2019-01-21,8511.31,13608.47,跌幅偏离值达7%的证券
300575,中旗股份,2019-01-21,386.41,376.41,涨幅偏离值达7%的证券
002243,通产丽星,2019-01-21,0.0,3366.37,连续三个交易日内，跌幅偏离值累计达20%的证券
002243,通产丽星,2019-01-21,0.0,3366.37,跌幅偏离值达7%的证券
300757,罗博特科,2019-01-18,4977.24,1120.24,换手率达20%的证券
300757,罗博特科,2019-01-18,4977.24,1120.24,涨幅偏离值达7%的证券
300558,贝达药业,2019-01-18,524.68,1384.41,涨幅偏离值达7%的证券
002714,牧原股份,2019-01-18,1549.34,5377.43,涨幅偏离值达7%的证券
002262,恩华药业,2019-01-18,2210.72,1567.26,涨幅偏离值达7%的证券
000612,焦作万方,2019-01-18,0.0,55.52,涨幅偏离值达7%的证券
601598,中国外运,2019-01-18,4107.94,0.0,
601598,中国外运,2019-01-18,4107.94,0.0,无价格涨跌幅限制的证券
603326,我乐家居,2019-01-18,1327.2,0.0,跌幅偏离值达7%的证券
002158,汉钟精机,2019-01-17,0.0,1097.57,振幅值达15%的证券
300757,罗博特科,2019-01-17,4990.64,407.98,连续三个交易日内，涨幅偏离值累计达20%的证券
002158,汉钟精机,2019-01-17,0.0,1097.57,涨幅偏离值达7%的证券
300757,罗博特科,2019-01-17,4990.64,407.98,换手率达20%的证券
000055,方大集团,2019-01-17,1062.78,122.37,连续三个交易日内，涨幅偏离值累计达20%的证券
300757,罗博特科,2019-01-17,4990.64,407.98,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的股票
300745,欣锐科技,2019-01-17,0.0,614.88,换手率达20%的证券
300549,优德精密,2019-01-17,0.0,111.75,涨幅偏离值达7%的证券
300249,依米康,2019-01-17,0.0,226.01,跌幅偏离值达7%的证券
300319,麦捷科技,2019-01-17,0.0,1367.89,跌幅偏离值达7%的证券
002945,华林证券,2019-01-17,0.0,1.86,无价格涨跌幅限制的证券
002158,汉钟精机,2019-01-17,0.0,1097.57,连续三个交易日内，涨幅偏离值累计达20%的证券
