RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
26,兰州中心空间站IMAX影城,210932.44,67,4630,45.56,69.10,51.396163
27,中影国际影城北京昌平永旺店,210093.88,48,3822,54.97,79.63,47.431124
28,中影国际影城珠海华发2店,209121.53,57,5000,41.82,87.72,55.765606
29,上海百丽宫影城长宁来福士店,208324.49,49,3218,64.74,65.67,37.156135
30,大连高新万达广场店,206634.25,73,5315,38.88,72.81,42.786416
31,大连经开万达广场店,205361.27,74,4673,43.95,63.15,38.544444
32,廊坊万达广场店,204923.83,66,4184,48.98,63.39,42.044617
33,金逸天津大悦城IMAX店,202393.23,61,4688,43.17,76.85,33.516118
34,首都电影院昌平店,200265.52,53,4706,42.56,88.79,70.526173
35,星美影商城北京金源IMAX店,200151.96,59,3645,54.91,61.78,28.252893
36,长沙横店潇湘王府井影城,198605.83,66,5648,35.16,85.58,53.991014
37,成都锦华万达广场店,198341.68,78,4243,46.75,54.40,34.699051
38,中瑞影城福州三坊七巷,196515.48,105,4244,46.30,40.42,50.661476
39,中影国际影城深圳南山欢乐海岸店,195565.96,68,3016,64.84,44.35,22.146271
40,中影国际影城上海金科路店,194056.25,65,4588,42.30,70.58,39.018582
41,绵阳涪城万达广场店,193954.73,66,4778,40.59,72.39,43.177299
42,中影国际影城武汉光谷天河店,193894.04,55,6086,31.86,110.65,55.052012
43,中瑞影城福州红星美凯龙,192116.97,108,4204,45.70,38.93,33.505860
44,北京嘉华国际影城,192114.21,54,4344,44.23,80.44,40.022111
45,北京万达影城天通苑龙德广场店,191398.42,56,3221,59.42,57.52,26.370897
46,北京美嘉欢乐影城（三里屯店）,190904.46,46,2924,65.29,63.57,31.882240
47,上海寰映影城大融城店,187720.62,62,3831,49.00,61.79,38.014180
48,北京石景山万达广场店,185561.91,57,2963,62.63,51.98,32.652296
49,上海百丽宫影城万象城店,185230.31,58,2858,64.81,49.28,28.951740
50,UME影城（北京华星店）,185216.98,47,2467,75.08,52.49,27.864292
51,UME影城（北京安贞店）,184984.53,81,3527,52.45,43.54,34.106952
52,武商摩尔国际电影城,182658.30,99,5362,34.07,54.16,35.358966
53,兰州城关万达广场店,182397.53,64,4298,42.44,67.16,38.573377
54,卢米埃深圳九方IMAX影城,181587.51,67,3687,49.25,55.03,34.201274
55,珠海市CC影城奥园LUXE店,181480.65,51,4276,42.44,83.84,42.425369
56,厦门万达影城SM广场店,181178.15,46,3344,54.18,72.70,41.004799
57,广州百丽宫影城猎德igc店,180120.38,46,3320,54.25,72.17,43.774928
58,济南高新万达广场店,179715.21,59,4639,38.74,78.63,43.946223
59,深圳市CINESKY新天影院(壹方天地IMAX店),179126.75,56,3346,53.53,59.75,30.894519
60,郑州奥斯卡熙地港国际影城,178784.74,91,3562,50.19,39.14,30.885999
61,重庆万州万达广场店,177870.86,54,4638,38.35,85.89,57.729648
62,金逸广州海珠城IMAX店 ,177015.42,47,3366,52.59,71.62,50.837282
63,广州番禺万达广场店,176382.04,60,3207,55.00,53.45,34.284797
64,上海百美汇影城静安嘉里中心店,175715.92,31,2552,68.85,82.32,56.695992
65,南宁沃美影城,175665.43,59,3568,49.23,60.47,30.732421
66,UME影城（重庆渝中店）,175084.22,79,4212,41.57,53.32,40.238834
67,中影国际影城上海合生汇店,172673.14,54,3946,43.76,73.07,47.553627
68,北京市莱纳龙域影城,171696.46,73,4202,40.86,57.56,46.284947
69,德纳国际影城杭州萧山店,170861.84,109,2938,58.16,26.95,21.358263
70,长春吉视迅驰影城,170377.75,47,5281,32.26,112.36,57.547606
71,海口万达影城海航日月广场店,170246.60,92,3698,46.04,40.20,27.844588
72,合肥万达影城之心城光魔店,169638.11,47,4222,40.18,89.83,47.591940
73,CGV影城 北京清河店,168644.84,40,2488,67.78,62.20,33.883268
74,新影联华谊兄弟影院(望京华彩店),168410.24,110,3890,43.29,35.36,42.301000
75,广州飞扬影城（乐峰店）,168320.32,58,3801,44.28,65.53,37.400782
76,深圳市万象影城罗湖万象城店,167908.98,78,3026,55.49,38.79,24.657757
77,重庆万达影城大融城店,167330.89,74,4732,35.36,63.95,54.907351
78,太原龙湖万达广场店,167238.90,72,3917,42.70,54.40,28.094389
79,中影国际影城杭州西溪印象城店,166137.57,45,3638,45.67,80.84,50.488333
80,北京太平洋影城中关村店,165517.07,55,3513,47.12,63.87,48.388429
81,西安高新万达广场店,165490.97,99,3336,49.61,33.70,28.946361
82,昆明万达影城同德广场店,164586.13,73,3271,50.32,44.81,37.412129
83,卢米埃南京弘阳广场影城,164467.36,52,4122,39.90,79.27,41.405866
84,郑州二七万达广场店,163501.61,69,3937,41.53,57.06,32.419301
85,南京万达影城新街口悦荟广场店,162537.13,60,4557,35.67,75.95,36.726305
86,武汉博纳国际电影城,161136.48,80,4495,35.85,56.19,38.565865
87,北京博纳国际影城（方庄店）,160982.91,65,3087,52.15,47.49,41.363054
88,西安奥斯卡熙地港国际影城,160961.48,58,3658,44.00,63.07,31.068455
89,海上明珠国际影城上海环球港店,159936.00,48,2533,63.14,52.77,37.392973
90,上海和平影都,159778.81,42,2918,54.76,69.48,43.038348
91,石家庄裕华万达广场店,159676.06,61,4194,38.07,68.75,40.515084
92,北京海航文化天宝国际影城,159385.16,92,4115,38.73,44.73,41.035101
93,UME影城（河北石家庄店）,159254.68,84,4309,36.96,51.30,39.343306
94,橙天嘉禾影城上海LuOne凯德晶萃店,159222.37,38,2421,65.77,63.71,49.008097
95,成都百丽宫影城远洋太古里店,159006.64,51,3292,48.30,64.55,33.775649
96,广州市龙洞巨幕影城,158576.46,72,4415,35.92,61.32,47.424164
97,上海DFC影城（宝山店）,158523.20,100,3967,39.96,39.67,27.584528
98,CGV影院 郑州正弘城店,157921.86,49,3388,46.61,69.14,36.559342
99,呼和浩特万达广场店,157651.57,51,3157,49.94,61.90,38.289872
100,东莞东城万达广场店,157202.16,60,3485,45.11,58.08,38.877733
