code,name,bamount,bcount,samount,scount,net
002100,天康生物,20629.79,3,1595.29,1,19034.5
002351,漫步者,15189.62,6,0.0,0,15189.62
300792,壹网壹创,11380.22,5,2364.89,2,9015.33
603068,博通集成,12153.6,1,4003.3,2,8150.3
300598,诚迈科技,6758.19,3,0.0,0,6758.19
000338,潍柴动力,15459.71,3,9128.96,2,6330.75
603060,国检集团,5824.97,3,0.0,0,5824.97
300552,万集科技,5485.19,2,0.0,0,5485.19
000555,神州信息,5999.9,1,1033.2,1,4966.7
600216,浙江医药,8317.19,2,4891.94,2,3425.25
300579,数字认证,4254.16,2,1316.05,1,2938.11
300785,值得买,2579.41,1,0.0,0,2579.41
300348,长亮科技,4232.98,1,2014.15,1,2218.83
600052,浙江广厦,879.97,1,0.0,0,879.97
300731,科创新源,1278.47,3,404.13,1,874.34
300674,宇信科技,1310.25,2,649.02,1,661.23
002035,华帝股份,4611.67,2,4018.06,1,593.61
002117,东港股份,476.46,1,0.0,0,476.46
300427,红相股份,453.27,1,0.0,0,453.27
000038,深大通,404.19,1,0.0,0,404.19
002841,视源股份,9574.64,4,9251.35,3,323.29
002963,豪尔赛,0.0,0,5.96,1,-5.96
300797,钢研纳克,0.0,0,6.15,5,-6.15
300551,古鳌科技,1039.53,1,1098.41,1,-58.88
002680,长生退,0.0,0,122.47,2,-122.47
002143,印纪退,0.0,0,133.95,3,-133.95
300262,巴安水务,0.0,0,342.09,1,-342.09
300661,圣邦股份,146.05,0,513.91,1,-367.86
002965,祥鑫科技,0.0,0,424.33,4,-424.33
000948,南天信息,555.91,1,1001.12,1,-445.21
002183,怡亚通,0.0,0,454.87,1,-454.87
002919,名臣健康,968.02,1,1423.44,1,-455.42
002947,恒铭达,1573.53,2,2041.01,1,-467.48
002235,安妮股份,1529.69,1,2082.64,1,-552.95
300356,光一科技,0.0,0,751.85,1,-751.85
603610,麒盛科技,0.0,0,836.56,2,-836.56
300368,汇金股份,0.0,0,849.7,1,-849.7
300510,金冠股份,0.0,0,1006.3,1,-1006.3
300052,中青宝,417.43,0,1848.12,2,-1430.69
000895,双汇发展,0.0,0,1436.22,1,-1436.22
000546,金圆股份,0.0,0,1472.3,2,-1472.3
002962,五方光电,0.0,0,1492.67,2,-1492.67
603232,格尔软件,1316.93,1,3144.63,1,-1827.7
002177,御银股份,0.0,0,1914.13,1,-1914.13
002261,拓维信息,0.0,0,2082.17,2,-2082.17
000915,山大华特,0.0,0,2627.75,3,-2627.75
300109,新开源,0.0,0,2704.06,2,-2704.06
002303,美盈森,2600.73,2,5361.21,2,-2760.48
002104,恒宝股份,0.0,0,2934.4,1,-2934.4
002563,森马服饰,1574.23,2,4522.13,4,-2947.91
600633,浙数文化,0.0,0,3765.3,4,-3765.3
002044,美年健康,0.0,0,4035.03,1,-4035.03
000066,中国长城,0.0,0,4860.4,1,-4860.4
300311,任子行,0.0,0,4871.39,2,-4871.39
002065,东华软件,0.0,0,5656.64,2,-5656.64
000606,顺利办,639.89,0,6343.53,1,-5703.65
002372,伟星新材,9997.74,3,16453.16,8,-6455.42
002668,奥马电器,0.0,0,7473.66,3,-7473.66
002410,广联达,4760.58,2,13859.31,3,-9098.73
603666,亿嘉和,0.0,0,11310.0,4,-11310.0
300339,润和软件,0.0,0,13138.7,1,-13138.7
601077,渝农商行,0.0,0,13275.31,4,-13275.31
600183,生益科技,9620.61,2,26085.0,2,-16464.39
000651,格力电器,4841.93,0,51681.49,2,-46839.56
