code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,0.99,2924.3402,2929.0561,2958.1992,2959.833,2917.1455,159907373,1756.3084
000002,Ａ股指数,1.0,3063.7667,3068.7172,3099.2832,3101.0042,3056.2129,159759950,1755.4562
000003,Ｂ股指数,0.56,260.4457,260.535,261.9908,262.1152,259.8571,147423,0.8521
000008,综合指数,1.19,2883.4472,2888.9498,2923.3396,2925.1736,2874.7394,44586309,454.392
000009,上证380,1.02,4557.5185,4562.2521,4608.5878,4612.7722,4547.9402,33732742,380.6007
000010,上证180,1.43,8488.9716,8494.3049,8615.5943,8621.6884,8468.328,65930809,830.4356
000011,基金指数,0.93,6196.438,6198.8397,6256.3438,6257.7107,6191.0878,51882371,285.4114
000012,国债指数,0.02,175.7809,175.7644,175.8034,175.8034,175.7809,197546,1.8595
000016,上证50,1.62,2953.736,2954.734,3002.6488,3005.1768,2947.6039,28879939,467.278
000017,新综指,1.0,2470.3266,2474.3189,2498.9655,2500.3544,2464.2352,156259759,1668.0755
000300,沪深300,1.69,3883.8084,3886.7519,3952.3872,3956.0797,3876.4164,100689612,1514.7106
000905,中证500,0.91,4908.6477,4917.4174,4962.3495,4967.0484,4896.0073,74155656,724.4711
399001,深证成指,1.73,9621.893,9635.329,9802.334,9814.673,9604.309000000001,22589737468,2592.4687
399002,深成指R,1.73,11800.815,11817.295,12022.118999999999,12037.252,11779.249,9717518694,1375.2343
399003,成份Ｂ指,1.48,4741.5470000000005,4754.143,4824.673,4824.673,4741.5470000000005,4415994,0.2849
399004,深证100R,2.35,5562.853,5566.735,5697.802,5707.175,5554.04,3259220945,700.105
399005,中小板指,1.11,6129.241999999999,6149.599,6217.911,6224.517,6114.8330000000005,2413946862,382.3626
399006,创业板指,0.94,1667.856,1671.3120000000001,1686.9979999999998,1688.711,1663.614,6458325297,843.9987
399008,中小300,1.14,1172.137,1176.403,1189.847,1190.5739999999998,1169.775,5810745092,680.5141
399100,新 指 数,1.44,7372.547,7388.545999999999,7494.767,7501.982,7359.486999999999,22093090014,2568.0294
399101,中小板综,1.08,9026.984,9059.868,9157.857,9162.023000000001,9009.385,10751834095,1119.1013
399106,深证综指,1.29,1612.309,1616.19,1637.003,1638.253,1609.339,22589737468,2592.4687
399107,深证Ａ指,1.29,1686.568,1690.63,1712.4170000000001,1713.735,1683.454,22576171743,2591.9007
399108,深证Ｂ指,0.89,897.284,898.926,906.943,906.943,896.627,13565725,0.568
399333,中小板R,1.11,6897.696999999999,6920.606,6997.483,7004.9169999999995,6881.482,2413946862,382.3626
399606,创业板R,0.94,1759.576,1763.2220000000002,1779.771,1781.578,1755.101,1572545910,279.1733
