code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000338,潍柴动力,9.7751,74061.48,55275.86,18785.63,日涨幅偏离值达到7%的前五只证券,0.28,0.10,2019-11-01
000638,万方发展,-2.2403,6558.38,1338.81,5219.57,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.04,0.15,2019-11-01
000651,格力电器,8.6542,403790.43,298740.66,105049.77,日涨幅偏离值达到7%的前五只证券,0.41,0.14,2019-11-01
000673,当代东方,10.0346,3263.78,2049.60,1214.19,日振幅值达到15%的前五只证券,0.21,0.12,2019-11-01
000673,当代东方,10.0346,3263.78,2049.60,1214.19,日涨幅偏离值达到7%的前五只证券,0.21,0.12,2019-11-01
000676,智度股份,-1.1754,26716.03,14106.23,12609.80,日振幅值达到15%的前五只证券,0.09,0.08,2019-11-01
000676,智度股份,-1.1754,26716.03,14106.23,12609.80,日换手率达到20%的前五只证券,0.09,0.08,2019-11-01
002035,华帝股份,9.9815,27319.29,13313.55,14005.73,日涨幅偏离值达到7%的前五只证券,0.20,0.21,2019-11-01
002073,软控股份,-6.0086,23252.46,8877.14,14375.32,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.18,0.29,2019-11-01
002143,印纪退,8.6956,582.25,366.52,215.73,退市整理期,0.69,0.40,2019-11-01
002261,拓维信息,-8.6614,8022.89,4197.12,3825.77,日跌幅偏离值达到7%的前五只证券,0.08,0.07,2019-11-01
002280,联络互动,10,15052.27,8484.37,6567.90,日涨幅偏离值达到7%的前五只证券,0.08,0.07,2019-11-01
002303,美盈森,2.8053,6862.36,3744.47,3117.89,日振幅值达到15%的前五只证券,0.07,0.06,2019-11-01
002351,漫步者,9.9806,14753.67,8543.91,6209.75,日涨幅偏离值达到7%的前五只证券,0.15,0.11,2019-11-01
002359,*ST北讯,-4.8485,1781.13,345.74,1435.39,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券,0.07,0.27,2019-11-01
002471,中超控股,-8.7121,2255.95,662.35,1593.60,日跌幅偏离值达到7%的前五只证券,0.08,0.19,2019-11-01
002488,金固股份,10.0386,15978.77,10579.24,5399.52,日涨幅偏离值达到7%的前五只证券,0.18,0.09,2019-11-01
002509,天广中茂,-2,10032.57,2633.26,7399.30,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.06,0.17,2019-11-01
002537,海联金汇,2.3785,14122.07,6641.57,7480.50,日振幅值达到15%的前五只证券,0.07,0.08,2019-11-01
002552,宝鼎科技,9.9948,17744.63,12041.39,5703.24,日振幅值达到15%的前五只证券,0.16,0.08,2019-11-01
002552,宝鼎科技,9.9948,17744.63,12041.39,5703.24,日涨幅偏离值达到7%的前五只证券,0.16,0.08,2019-11-01
002634,棒杰股份,-9.9576,5410.55,1986.44,3424.11,日跌幅偏离值达到7%的前五只证券,0.21,0.37,2019-11-01
002680,长生退,-6.9767,1213.15,505.13,708.02,退市整理期,0.22,0.31,2019-11-01
002770,科迪乳业,-7.326,4120.12,1287.70,2832.41,日跌幅偏离值达到7%的前五只证券,0.08,0.18,2019-11-01
002822,中装建设,1.7544,24432.44,6032.34,18400.10,日振幅值达到15%的前五只证券,0.08,0.26,2019-11-01
002865,钧达股份,10,12874.78,7878.36,4996.42,日换手率达到20%的前五只证券,0.26,0.16,2019-11-01
002892,科力尔,3.6217,44417.35,24068.01,20349.33,日振幅值达到15%的前五只证券,0.39,0.33,2019-11-01
002892,科力尔,3.6217,44417.35,24068.01,20349.33,日换手率达到20%的前五只证券,0.39,0.33,2019-11-01
002919,名臣健康,-10,6041.51,1828.36,4213.15,日跌幅偏离值达到7%的前五只证券,0.10,0.23,2019-11-01
002947,恒铭达,5.1007,10398.27,5342.88,5055.40,日换手率达到20%的前五只证券,0.16,0.15,2019-11-01
002961,瑞达期货,-1.7116,4318.50,1960.52,2357.98,日换手率达到20%的前五只证券,0.06,0.07,2019-11-01
002965,祥鑫科技,-5.1452,5080.82,2042.77,3038.05,日换手率达到20%的前五只证券,0.05,0.08,2019-11-01
300089,文化长城,-2.0168,11247.81,4840.83,6406.97,日振幅值达到15%的前五只证券,0.06,0.08,2019-11-01
300089,文化长城,-2.0168,11247.81,4840.83,6406.97,日换手率达到20%的前五只证券,0.06,0.08,2019-11-01
300202,聚龙股份,-9.7222,12654.81,7246.92,5407.88,日跌幅偏离值达到7%的前五只证券,0.08,0.06,2019-11-01
300240,飞力达,10.049,13289.18,6019.62,7269.56,日涨幅偏离值达到7%的前五只证券,0.10,0.13,2019-11-01
300240,飞力达,10.049,15149.46,7741.04,7408.42,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.09,0.09,2019-11-01
300293,蓝英装备,-7.6355,1659.73,828.54,831.19,日跌幅偏离值达到7%的前五只证券,0.11,0.11,2019-11-01
300429,强力新材,10.0218,19858.73,13746.84,6111.89,日涨幅偏离值达到7%的前五只证券,0.16,0.07,2019-11-01
300431,暴风集团,-6.8523,8882.86,5163.29,3719.57,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.12,0.09,2019-11-01
300435,中泰股份,-10,6436.07,1427.91,5008.16,日跌幅偏离值达到7%的前五只证券,0.12,0.40,2019-11-01
300551,古鳌科技,-0.2489,14616.48,5512.53,9103.94,日换手率达到20%的前五只证券,0.08,0.14,2019-11-01
300552,万集科技,8.0444,15046.89,8866.93,6179.95,日振幅值达到15%的前五只证券,0.22,0.16,2019-11-01
300562,乐心医疗,-0.4324,6271.04,3473.16,2797.87,日振幅值达到15%的前五只证券,0.07,0.05,2019-11-01
300562,乐心医疗,-0.4324,6271.04,3473.16,2797.87,日换手率达到20%的前五只证券,0.07,0.05,2019-11-01
300598,诚迈科技,9.9986,19182.09,14858.41,4323.68,日涨幅偏离值达到7%的前五只证券,0.33,0.10,2019-11-01
300667,必创科技,-10.0094,4345.58,2023.66,2321.92,日跌幅偏离值达到7%的前五只证券,0.11,0.13,2019-11-01
300736,百邦科技,-3.6166,6795.89,2040.58,4755.31,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.06,0.14,2019-11-01
300748,金力永磁,9.9915,26845.43,16628.18,10217.24,日涨幅偏离值达到7%的前五只证券,0.16,0.10,2019-11-01
300793,佳禾智能,10,27443.30,16613.21,10830.10,日振幅值达到15%的前五只证券,0.13,0.08,2019-11-01
300793,佳禾智能,10,27443.30,16613.21,10830.10,日涨幅偏离值达到7%的前五只证券,0.13,0.08,2019-11-01
