broker,count,bamount,bcount,samount,scount,top3
东方证券股份有限公司深圳深南东路证券营业部,2,3639.7,2,0.0,0,华北制药
东方证券股份有限公司杭州龙井路证券营业部,1,1708.85,1,0.0,0,瀚叶股份
华泰证券股份有限公司成都蜀金路证券营业部,11,11665.57,7,10480.19,4,"读者传媒,武汉凡谷,神马电力,"
国盛证券有限责任公司永康城南路证券营业部,1,591.68,1,0.0,0,君禾股份
方正证券股份有限公司上海西藏南路证券营业部,1,681.23,1,0.0,0,瀚叶股份
国盛证券有限责任公司广州林和西横路证券营业部,1,944.32,1,0.0,0,华北制药
招商证券股份有限公司上海牡丹江路证券营业部,8,2807.53,6,233.97,2,"兆新股份,宏和科技,君禾股份,"
华泰证券股份有限公司深圳益田路证券营业部,1,499.98,1,0.0,0,华北制药
方正证券股份有限公司上海杨高南路证券营业部,5,4145.1,5,0.0,0,"读者传媒,深中华A,瀚叶股份,"
中信建投证券股份有限公司上海市北京西路证券营业部,1,183.12,1,0.0,0,浙江鼎力
中国国际金融股份有限公司北京建国门外大街证券营业部,3,1588.06,2,955.86,1,"读者传媒,ST中天"
华鑫证券有限责任公司上海嘉定棋盘路证券营业部,5,2295.77,4,469.76,1,"沙河股份,深纺织A,瀚叶股份,"
天风证券股份有限公司上海浦明路证券营业部,4,456.34,1,5551.95,3,"风华高科,华北制药,青鸟消防"
东方证券股份有限公司上海静安区万荣路证券营业部,1,149.55,1,0.0,0,浙江鼎力
西藏东方财富证券股份有限公司拉萨东环路第二证券营业部,83,44237.43,48,28268.84,35,"红塔证券,风华高科,九鼎新材,"
中国银河证券股份有限公司上海浦东南路证券营业部,6,1838.7,3,1742.8,3,"徕木股份,龙津药业,读者传媒,"
长江证券股份有限公司上海福州路证券营业部,1,491.53,1,0.0,0,瀚叶股份
中国银河证券股份有限公司德清证券营业部,1,131.85,1,0.0,0,浙江鼎力
国泰君安证券股份有限公司深圳华发北路营业部,1,377.4,1,0.0,0,华北制药
长城证券股份有限公司佛山南海竹基南路证券营业部,3,1610.22,2,861.9,1,君禾股份
南京证券股份有限公司南京大钟亭证券营业部,2,0.0,0,1118.13,2,"华仁药业,瀚叶股份"
华泰证券股份有限公司金坛东门大街证券营业部,2,0.0,0,1821.94,2,华北制药
