RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
43,中影国际影城武汉光谷天河店,182530.52,54,5700,32.02,105.56,52.515201
44,深圳万达影城海雅广场店,182044.44,40,2375,76.65,59.38,40.073115
45,上海DFC影城（宝山店）,181675.20,95,4652,39.05,48.97,34.050184
46,佛山越界思哲影城三水店,181034.78,69,3473,52.13,50.33,28.436911
47,金逸天津大悦城IMAX店,179554.89,66,3936,45.62,59.64,26.008008
48,卢米埃温州万象城IMAX影城,179064.53,53,3617,49.51,68.25,38.019656
49,北京石景山万达广场店,177793.17,64,2637,67.42,41.20,25.881359
50,保利万和国际影城（北京苹果园店）,177523.22,44,3244,54.72,73.73,37.615955
51,兰州城关万达广场店,176865.98,56,3344,52.89,59.71,34.298843
52,东莞市飞尚影城,176817.52,41,4248,41.62,103.61,56.705886
53,金逸福州宝龙IMAX店,175756.13,95,3542,49.62,37.28,21.144164
54,深圳市万象影城罗湖万象城店,174758.40,73,2784,62.77,38.14,24.239609
55,南宁沃美影城,174581.75,56,3568,48.93,63.71,32.378801
56,首都电影院昌平店,173452.80,57,3737,46.41,65.56,52.074188
57,卢米埃深圳九方IMAX影城,172270.65,70,2949,58.42,42.13,26.183077
58,UME影城（北京安贞店）,171154.88,78,2720,62.92,34.87,27.314721
59,广州市百丽宫猎德影院,169819.87,49,2321,73.17,47.37,28.729247
60,百丽宫影城长宁来福士店,169414.55,53,2578,65.72,48.64,27.519948
61,昆明万达影城同德广场店,168535.55,78,2947,57.19,37.78,31.545707
62,深圳市百老汇电影中心影城,168346.97,54,2427,69.36,44.94,24.640594
63,杭州百老汇影城,167972.21,67,2111,79.57,31.51,19.692164
64,上海周浦万达广场店,166903.05,49,2294,72.76,46.82,34.117161
65,东莞长安万达广场店,165857.77,64,3583,46.29,55.98,32.230497
66,CGV影城 福州东二环店,165396.27,62,3475,47.60,56.05,28.569613
67,广州万达影城花都融创茂店,164257.46,75,3541,46.39,47.21,27.799803
68,UME影城（重庆渝中店）,164118.47,93,4007,40.96,43.09,32.517752
69,西宁海湖万达广场店,164035.61,65,3743,43.82,57.58,36.262352
70,晋江万达广场店,163829.05,67,3245,50.49,48.43,31.490790
71,武商众圆摩尔国际电影城,163787.51,73,4905,33.39,67.19,39.377175
72,卢米埃绍兴银泰IMAX影城,162196.04,46,3193,50.80,69.41,35.181471
73,UME影城（北京华星店）,161805.01,47,1887,85.75,40.15,21.313303
74,中影国际影城武汉经开永旺店,161191.22,40,4604,35.01,115.10,54.196586
75,广州番禺万达广场店,161060.50,67,2617,61.54,39.06,25.054330
76,海上明珠国际影城上海环球港店,160459.74,52,2734,58.69,52.58,37.255569
77,南昌红谷滩万达广场店,160293.88,72,3405,47.08,47.29,29.963041
78,宁波鄞州万达广场店,159935.83,55,3276,48.82,59.56,25.591250
79,橙天嘉禾影城深圳卓悦汇店,159586.69,48,2834,56.31,59.04,38.401084
80,深圳市万象影城布吉IMAX店,159394.03,46,2403,66.33,52.24,37.081902
81,万象影城厦门万象城店,159219.46,54,2592,61.43,48.00,30.465444
82,重庆万州万达广场店,158619.93,55,3717,42.67,67.58,45.424672
83,CGV影城 东莞国贸店,158463.27,66,2926,54.16,44.33,31.056625
84,太原市万象影城IMAX店,158458.42,48,3136,50.53,65.33,31.619278
85,南宁市新民族影城,158255.18,57,3335,47.45,58.51,24.803530
86,上海中影数字圣谛影城,157627.29,55,3436,45.88,62.47,30.234834
87,深圳娱艺影院UAKKmallY影城,157163.25,45,2510,62.61,55.78,46.097337
88,广州市捷登都会飞扬影城,156566.16,92,3987,39.27,43.34,21.777365
89,深圳百川国际影城沙井店,156440.38,54,3541,44.18,65.57,44.174151
90,昆山万达广场店,156213.75,74,3728,41.90,50.38,27.667759
91,CGV影城 上海七宝店,156200.89,59,2249,69.45,38.12,22.871186
92,北京美嘉欢乐影城（三里屯店）,156019.93,46,2290,68.13,49.78,24.969333
93,武汉经开万达广场店,155429.57,48,4072,38.17,84.83,51.104417
94,郑州奥斯卡熙地港国际影城,155115.12,89,3424,45.30,38.47,30.356583
95,太原龙湖万达广场店,155000.88,81,3102,49.97,38.30,19.776766
96,广州市中影佰纳影城花都店,154679.74,56,4327,35.75,77.27,39.880184
97,南宁青秀万达广场店,154397.72,92,3376,45.73,36.70,20.677489
98,中影数字梦工坊厦门同安影城,154391.82,52,3888,39.71,74.77,49.680552
99,上海和平影都,153870.88,42,2533,60.75,60.31,37.359882
100,东莞越界思哲影城寮步店,153122.36,53,3508,43.65,66.19,31.618795
