RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
1,CGV影城 深圳壹方城店,273016.75,67,3276,83.34,48.90,28.027657
2,金逸北京荟聚IMAX店,264561.49,71,4860,54.44,68.45,34.272086
3,首都电影院西单店,261550.39,82,3929,66.57,47.91,33.307094
4,宁波博纳国际影城（北仑店）,260347.60,75,5285,49.26,70.47,49.197994
5,广州飞扬影城（正佳分店）,259039.41,61,4339,59.70,71.13,32.348677
6,德纳国际影城杭州萧山店,258903.67,108,4241,61.05,39.27,31.116100
7,大连经开万达广场店,251095.06,79,5256,47.77,66.53,40.609346
8,北京寰映合生汇店,250145.91,62,2948,84.85,47.55,35.991209
9,广州金逸--无锡光美金逸影城,246175.48,68,5500,44.76,80.88,39.282347
10,卢米埃北京长楹天街IMAX影城,245150.58,58,3774,64.96,65.07,30.448743
11,北京通州万达广场店,238816.97,82,3944,60.55,48.10,30.635389
12,武商摩尔国际电影城,233001.03,115,6487,35.92,56.41,36.825953
13,中影国际影城珠海华发2店,232536.40,57,5570,41.75,97.72,62.122885
14,CGV影城 青岛万象城店,230117.93,61,2749,83.71,45.07,23.996578
15,兰州中心空间站IMAX影城,228232.14,62,3879,58.84,62.56,46.532094
16,金逸北京大悦城IMAX店,222851.16,53,2873,77.57,54.21,30.011098
17,UME影城（北京双井店）,222488.36,69,3271,68.02,47.41,28.420741
18,上海五角场万达广场店,219842.88,76,2341,93.91,30.80,15.668994
19,北京市金泉港国际影城,216538.67,126,3654,59.26,29.00,22.009396
20,南京新街口国际影城,210447.46,103,5213,40.37,50.61,36.925964
21,上海寰映影城大融城店,209693.17,73,2707,77.46,37.08,22.813428
22,深圳市CINESKY新天影院(壹方天地IMAX店),209274.38,56,3569,58.64,63.73,32.953538
23,东莞东城万达广场店,208336.64,62,4109,50.70,66.27,44.360236
24,东莞厚街万达广场店,203780.96,66,4708,43.28,71.33,44.499896
25,福州仓山万达广场店,200797.55,60,3369,59.60,56.15,39.710042
26,上海百丽宫影城（环贸iapm店）,200659.97,38,2410,83.26,63.42,36.379188
27,大连高新万达广场店,200417.57,78,4449,45.05,57.04,33.519174
28,广州飞扬影城（乐峰店）,200033.93,60,4182,47.83,69.70,39.778059
29,泉州万达广场店,199748.50,61,2885,69.24,47.30,30.911818
30,金逸广州海珠城IMAX店 ,199185.41,47,3072,64.84,65.36,46.396949
31,金逸上海龙之梦IMAX店,198410.11,61,2720,72.94,44.59,24.676349
32,广州白云万达广场店,196317.55,61,2964,66.23,48.59,28.470799
33,广州市花都区麦希国际影城,194999.35,53,5188,37.59,97.89,51.384143
34,武汉汉街万达广场店,193324.44,92,4459,43.36,48.47,33.257587
35,中影国际影城北京昌平永旺店,192094.04,49,4239,45.32,86.51,51.532511
36,成都锦华万达广场店,189675.32,83,4139,45.83,49.87,31.809475
37,北京万达影城天通苑龙德广场店,189051.00,63,3004,62.93,47.68,21.861582
38,星美影商城北京金源IMAX店,186037.38,62,2967,62.70,47.85,21.884834
39,中影国际影城上海金科路店,184821.54,66,3770,49.02,57.12,31.576126
40,中影国际影城上海合生汇店,183808.11,58,3329,55.21,57.40,37.351335
41,东莞虎门万达广场店,183778.38,64,3298,55.72,51.53,29.212726
42,济南高新万达广场店,183716.02,76,4099,44.82,53.93,30.144877
