code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,0.49,2885.151,2883.4358,2897.4253,2902.4563,2878.7443,159156826,1925.6713
000002,Ａ股指数,0.49,3022.487,3020.6915,3035.3758,3040.644,3015.7549,159019261,1924.847
000003,Ｂ股指数,0.11,264.5401,264.3357,264.6312,265.287,263.9364,137565,0.8243
000008,综合指数,0.82,2782.0493,2780.2072,2803.0065,2809.9687,2778.8343,34192278,414.8915
000009,上证380,0.11,4530.4332,4528.5196,4533.5008,4540.6011,4508.0803,35729087,412.0773
000010,上证180,1.0,8395.6519,8388.208,8471.8494,8487.8677,8380.21,50831333,801.1134
000011,基金指数,0.33,6152.1401,6151.6582,6171.9816,6181.4097,6146.1212,50406723,270.6955
000012,国债指数,-0.01,174.8443,174.8277,174.8052,174.8443,174.7732,159144,1.5998
000016,上证50,1.37,2880.5722,2878.0047,2917.3773,2923.9328,2876.0218,24138057,454.6408
000017,新综指,0.49,2437.0244,2435.5765,2447.4274,2451.6678,2431.5943,155732147,1773.4057
000300,沪深300,0.72,3796.8821,3793.5061,3820.8638,3829.3607,3788.0345,87954583,1378.0215
000905,中证500,-0.0,4888.5329,4887.9142,4887.9024,4902.7831,4861.2002,82502528,811.7889
399001,深证成指,0.13,9356.999,9350.556999999999,9362.549,9397.759,9311.259,26206284344,2770.1719
399002,深成指R,0.13,11470.875,11462.755,11477.678999999998,11520.843,11414.801000000001,11205303827,1406.3851
399003,成份Ｂ指,-0.46,5063.729,5062.999,5039.516,5068.072,5027.708,4561254,0.2691
399004,深证100R,0.26,5300.595,5294.204000000001,5307.759,5324.435,5276.435,3840907085,619.0195
399005,中小板指,0.27,5847.305,5849.573,5865.105,5885.055,5821.29,2658031298,387.7285
399006,创业板指,0.13,1614.543,1613.4579999999999,1615.559,1623.1870000000001,1605.014,7119982989,914.8889
399008,中小300,0.09,1136.527,1137.097,1138.1,1142.509,1130.5,6287800456,700.2827
399100,新 指 数,-0.04,7234.48,7230.522,7227.661,7260.328,7196.015,25610492709,2753.8929
399101,中小板综,0.05,8825.442,8827.831,8832.629,8863.927,8783.131,11817724276,1177.2062
399106,深证综指,-0.01,1579.694,1578.912,1578.6970000000001,1585.635,1571.4129999999998,26206284344,2770.1719
399107,深证Ａ指,-0.01,1652.144,1651.3270000000002,1651.118,1658.379,1643.481,26192205014,2769.6385
399108,深证Ｂ指,-0.43,951.18,950.715,946.654,951.18,944.3739999999999,14079330,0.5334
399333,中小板R,0.27,6578.972,6581.523,6599.0,6621.445,6549.701,2658031298,387.7285
399606,创业板R,0.13,1701.845,1700.7020000000002,1702.9170000000001,1710.957,1691.8010000000002,1799256765,307.6935
