date,code,name,weight
2019-07-31,600000,浦发银行,1.12
2019-07-31,600004,白云机场,0.15
2019-07-31,600009,上海机场,0.64
2019-07-31,600010,包钢股份,0.23
2019-07-31,600011,华能国际,0.23
2019-07-31,600015,华夏银行,0.37
2019-07-31,600016,民生银行,1.21
2019-07-31,600018,上港集团,0.19
2019-07-31,600019,宝钢股份,0.46
2019-07-31,600023,浙能电力,0.14
2019-07-31,600025,华能水电,0.07
2019-07-31,600027,华电国际,0.1
2019-07-31,600028,中国石化,0.57
2019-07-31,600029,南方航空,0.2
2019-07-31,600030,中信证券,1.47
2019-07-31,600031,三一重工,0.67
2019-07-31,600036,招商银行,3.03
2019-07-31,600038,中直股份,0.1
2019-07-31,600048,保利地产,0.82
2019-07-31,600050,中国联通,0.44
2019-07-31,600061,国投资本,0.18
2019-07-31,600066,宇通客车,0.14
2019-07-31,600068,葛洲坝,0.13
2019-07-31,600085,同仁堂,0.13
2019-07-31,600089,特变电工,0.21
2019-07-31,600100,同方股份,0.17
2019-07-31,600104,上汽集团,0.7
2019-07-31,600109,国金证券,0.18
2019-07-31,600111,北方稀土,0.2
2019-07-31,600115,东方航空,0.19
2019-07-31,600118,中国卫星,0.11
2019-07-31,600153,建发股份,0.1
2019-07-31,600170,上海建工,0.14
2019-07-31,600176,中国巨石,0.15
2019-07-31,600177,雅戈尔,0.18
2019-07-31,600188,兖州煤业,0.07
2019-07-31,600196,复星医药,0.21
2019-07-31,600208,新湖中宝,0.1
2019-07-31,600219,南山铝业,0.13
2019-07-31,600221,海航控股,0.18
2019-07-31,600233,圆通速递,0.04
2019-07-31,600271,航天信息,0.21
2019-07-31,600276,恒瑞医药,1.67
2019-07-31,600297,广汇汽车,0.11
2019-07-31,600299,安迪苏,0.03
2019-07-31,600309,万华化学,0.56
2019-07-31,600332,白云山,0.17
2019-07-31,600339,中油工程,0.05
2019-07-31,600340,华夏幸福,0.42
2019-07-31,600346,恒力石化,0.1
2019-07-31,600352,浙江龙盛,0.32
2019-07-31,600362,江西铜业,0.12
2019-07-31,600369,西南证券,0.11
2019-07-31,600372,中航电子,0.06
2019-07-31,600383,金地集团,0.22
2019-07-31,600390,五矿资本,0.04
2019-07-31,600398,海澜之家,0.13
2019-07-31,600406,国电南瑞,0.28
2019-07-31,600415,小商品城,0.09
2019-07-31,600436,片仔癀,0.25
2019-07-31,600438,通威股份,0.23
2019-07-31,600482,中国动力,0.14
2019-07-31,600487,亨通光电,0.17
2019-07-31,600489,中金黄金,0.13
2019-07-31,600498,烽火通信,0.16
2019-07-31,600516,方大炭素,0.15
2019-07-31,600519,贵州茅台,3.93
2019-07-31,600522,中天科技,0.18
2019-07-31,600535,天士力,0.12
2019-07-31,600547,山东黄金,0.25
2019-07-31,600566,济川药业,0.08
2019-07-31,600570,恒生电子,0.37
2019-07-31,600583,海油工程,0.1
2019-07-31,600585,海螺水泥,0.64
2019-07-31,600588,用友网络,0.29
2019-07-31,600606,绿地控股,0.2
2019-07-31,600637,东方明珠,0.16
2019-07-31,600660,福耀玻璃,0.25
