code,name,date,bamount,samount,type
002194,*ST凡谷,2019-05-27,708.81,389.01,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
002157,正邦科技,2019-05-27,3809.0,1611.89,涨幅偏离值达7%的证券
002123,梦网集团,2019-05-27,1511.97,0.0,涨幅偏离值达7%的证券
000963,华东医药,2019-05-27,4667.05,20311.99,跌幅偏离值达7%的证券
000911,*ST南糖,2019-05-27,25.94,0.0,跌幅偏离值达7%的证券
000911,*ST南糖,2019-05-27,25.94,0.0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000722,湖南发展,2019-05-27,0.0,685.13,涨幅偏离值达7%的证券
000733,振华科技,2019-05-27,0.0,3405.19,涨幅偏离值达7%的证券
603739,蔚蓝生物,2019-05-27,0.0,569.87,换手率达20%的证券
600703,三安光电,2019-05-27,5292.94,0.0,涨幅偏离值达7%的证券
300471,厚普股份,2019-05-27,0.0,1175.52,振幅值达15%的证券
300280,紫天科技,2019-05-27,323.49,531.48,振幅值达15%的证券
300178,腾邦国际,2019-05-27,0.0,1224.04,跌幅偏离值达7%的证券
002955,鸿合科技,2019-05-27,1831.14,0.0,换手率达20%的证券
002955,鸿合科技,2019-05-27,1831.14,0.0,跌幅偏离值达7%的证券
002701,奥瑞金,2019-05-27,0.0,4720.48,跌幅偏离值达7%的证券
002430,杭氧股份,2019-05-27,337.67,728.9,振幅值达15%的证券
002359,*ST北讯,2019-05-27,0.0,16.77,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000831,五矿稀土,2019-05-24,5099.07,0.0,跌幅偏离值达7%的证券
000800,一汽轿车,2019-05-24,646.59,0.0,涨幅偏离值达7%的证券
000612,焦作万方,2019-05-24,0.0,427.94,涨幅偏离值达7%的证券
603977,国泰集团,2019-05-24,0.0,109.29,连续三个交易日内，涨幅偏离值累计达20%的证券
603977,国泰集团,2019-05-24,0.0,109.29,涨幅偏离值达7%的证券
603982,泉峰汽车,2019-05-24,0.0,11.28,连续三个交易日内，涨幅偏离值累计达20%的证券
600448,华纺股份,2019-05-24,255.3,0.0,涨幅偏离值达7%的证券
300779,惠城环保,2019-05-24,0.0,4.96,连续三个交易日内，涨幅偏离值累计达20%的证券
300776,帝尔激光,2019-05-24,8598.81,0.0,换手率达20%的证券
300352,北信源,2019-05-24,0.0,2368.12,跌幅偏离值达7%的证券
002955,鸿合科技,2019-05-24,0.0,1074.82,换手率达20%的证券
002955,鸿合科技,2019-05-24,0.0,1074.82,振幅值达15%的证券
