code,name,bamount,bcount,samount,scount,net
000066,中国长城,31326.35,3,6175.79,1,25150.56
000831,五矿稀土,10312.05,4,0.0,0,10312.05
300776,帝尔激光,8598.81,2,0.0,0,8598.81
300397,天和防务,6050.82,4,774.72,1,5276.11
002385,大北农,2199.69,2,0.0,0,2199.69
002157,正邦科技,3809.0,1,1611.89,1,2197.11
002812,恩捷股份,1678.36,2,0.0,0,1678.36
300573,兴齐眼药,2414.26,2,741.58,1,1672.69
002123,梦网集团,1511.97,1,0.0,0,1511.97
300127,银河磁体,1499.83,1,0.0,0,1499.83
002646,青青稞酒,1124.31,2,0.0,0,1124.31
603697,有友食品,945.54,1,0.0,0,945.54
002955,鸿合科技,1831.14,1,1083.18,2,747.96
000800,一汽轿车,646.59,1,0.0,0,646.59
300709,精研科技,978.96,2,436.12,1,542.85
002776,柏堡龙,508.62,1,0.0,0,508.62
002194,*ST凡谷,708.81,1,389.01,0,319.79
600226,瀚叶股份,309.02,1,0.0,0,309.02
603638,艾迪精密,260.08,1,0.0,0,260.08
600448,华纺股份,255.3,1,0.0,0,255.3
000918,嘉凯城,189.2,1,0.0,0,189.2
000911,*ST南糖,25.94,1,0.0,0,25.94
300777,中简科技,17.06,1,3.55,3,13.51
300779,惠城环保,0.0,0,4.96,2,-4.96
603982,泉峰汽车,0.0,0,11.28,2,-11.28
600614,*ST鹏起,0.0,0,64.02,1,-64.02
002359,*ST北讯,0.0,0,103.3,2,-103.3
603977,国泰集团,0.0,0,109.29,1,-109.29
300280,紫天科技,323.49,1,531.48,1,-207.99
000969,安泰科技,0.0,0,285.51,1,-285.51
002177,御银股份,0.0,0,330.47,1,-330.47
002953,日丰股份,0.0,0,372.19,1,-372.19
002450,*ST康得,0.0,0,386.42,1,-386.42
002430,杭氧股份,337.67,1,728.9,1,-391.23
000612,焦作万方,0.0,0,427.94,1,-427.94
603739,蔚蓝生物,0.0,0,569.87,1,-569.87
000722,湖南发展,0.0,0,685.13,1,-685.13
600278,东方创业,0.0,0,1153.18,2,-1153.18
300471,厚普股份,0.0,0,1175.52,1,-1175.52
603267,鸿远电子,0.0,0,1215.24,2,-1215.24
300178,腾邦国际,0.0,0,1224.04,1,-1224.04
000062,深圳华强,0.0,0,1562.53,1,-1562.53
002192,融捷股份,0.0,0,1868.47,1,-1868.47
600259,广晟有色,0.0,0,2171.53,1,-2171.53
300435,中泰股份,699.59,1,2973.99,1,-2274.4
300352,北信源,0.0,0,2368.12,1,-2368.12
300735,光弘科技,0.0,0,2547.79,1,-2547.79
000733,振华科技,0.0,0,3405.19,2,-3405.19
000070,特发信息,0.0,0,3489.4,1,-3489.4
000408,藏格控股,2166.79,2,6219.38,6,-4052.58
002701,奥瑞金,0.0,0,4720.48,1,-4720.48
600703,三安光电,9097.81,3,23082.3,2,-13984.49
000963,华东医药,4667.05,2,20311.99,4,-15644.94
