GPSTime,Time,NR_gNBId,NR_CellId,NR_PCI,NR_DlFreq,NR_UlFreq,NR_BandWidth,NR_MeaObjNum,GPSLongitude,GPSLatitude,GPSHeigh,NR_OptimalAvgRsrp,NR_OptimalAvgSinr,NR_OptimalAvgRsrq,NR_OptimalAvgRssi,NR_CSI_RS_Single_RSRP_Rx_avg,NR_CSI_RS_Single_SINR_Rx_avg,NR_UL_MCS_1,NR_PUSCH_BLER_1(%),NR_UL_Rate_PHY_1,NR_UL_Rate_PDCP_MCG,NR_UL_Rate_PDCP_SCG,NR_CQIValue_1,NR_UL_RI,NR_DL_RB,NR_PDSCH_BLER_1(%),NR_DL_RI,NR_DLStreamNumTotal,NR_DL_Rate_PHY_1,NR_DL_Rate_PDCP_SCG,NR_DL_Rate_PDCP_MCG,NR_CSI_RS_Single_TB0_CQI,NR_CSI_RS_Multi_TB0_CQI
2019/3/3/ 17:20:27,17:20:27,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-113.47,-5.01,-17.33,-83.36,-110.875,-2.875,0,79.1,10176.1,0,611525.4,255,2.0,10,3.41,1.0,59,21.736,0.0,0,1,NaN
2019/3/3/ 17:20:28,17:20:28,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-114.43,-4.87,-16.65,-84.15,-111.5625,-3.375,0,78.53,10546.8,0,615690.3,255,1.9471889999999998,67,0.0,1.0,32,61.088,4.64,0,1,NaN
2019/3/3/ 17:20:29,17:20:29,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-109.14,3.31,-12.09,-83.78,-108.8125,3.8125,10,45.65,22628.98,0,1380209.0,255,1.9471889999999998,3,0.0,0.9,42,15.464,0.0,0,10,NaN
2019/3/3/ 17:20:30,17:20:30,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-103.99,5.86,-10.72,-79.99,-108.9375,4.125,1,17.66,29676.52,0,601041.4,255,1.585067,1,36.15,0.8,94,56.576,0.0,0,10,NaN
2019/3/3/ 17:20:31,17:20:31,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-102.58,8.57,-11.06,-78.46,-107.4375,5.875,1,16.16,11880.09,0,608323.6,255,2.0,1,10.68,0.8,75,57.376000000000005,0.0,0,11,NaN
2019/3/3/ 17:20:32,17:20:32,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-102.72,10.22,-10.81,-79.02,-105.1875,8.1875,0,11.5,12191.02,0,613307.9,255,2.0,1,2.13,0.7,70,57.16,0.0,0,12,NaN
2019/3/3/ 17:20:33,17:20:33,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-106.41,6.78,-11.56,-82.02,-104.6875,8.75,2,10.5,13470.89,0,600999.2,255,2.0,1,1.09,0.8,67,57.568000000000005,0.0,0,12,NaN
2019/3/3/ 17:20:34,17:20:34,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-104.4,8.4,-11.12,-80.13,-103.0,11.75,3,10.66,22723.88,0,610258.2,255,2.0,1,2.3,1.7,71,53.751999999999995,0.0,0,9,NaN
2019/3/3/ 17:20:35,17:20:35,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-104.45,7.32,-11.16,-80.33,-105.5,9.5,3,10.5,20397.95,0,609083.9,255,2.0,1,10.26,1.5,79,45.608000000000004,0.0,0,7,NaN
2019/3/3/ 17:20:36,17:20:36,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-103.73,8.4,-10.75,-80.03,-101.9375,12.625,2,7.66,21251.84,0,608627.8,255,2.0,1,13.16,1.8,77,36.488,0.0,0,10,NaN
2019/3/3/ 17:20:37,17:20:37,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-107.27,6.15,-11.97,-82.95,-102.875,11.5,2,9.0,19970.29,0,610613.0,255,2.0,1,22.09,2.1,81,45.008,0.0,0,9,NaN
2019/3/3/ 17:20:38,17:20:38,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-105.77,7.78,-10.93,-81.92,-105.875,8.75,2,6.83,18594.35,0,605569.6,255,2.0,1,25.56,2.2,92,45.376000000000005,0.0,0,7,NaN
2019/3/3/ 17:20:39,17:20:39,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-103.59,9.28,-11.12,-79.43,-103.75,8.4375,3,8.83,18530.73,0,617574.2,255,2.0,1,20.48,1.8,83,37.336,27.84,0,7,NaN
2019/3/3/ 17:20:40,17:20:40,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-102.98,8.51,-10.92,-79.03,-101.75,10.6875,5,11.66,26798.36,0,615031.3,255,2.0,1,2.86,2.2,73,71.04,4.64,0,9,NaN
2019/3/3/ 17:20:41,17:20:41,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-103.12,3.47,-12.73,-77.72,-100.375,6.1875,4,8.5,27790.4,0,618148.6,255,2.0,1,19.05,2.0,84,61.784,4.64,0,6,NaN
2019/3/3/ 17:20:42,17:20:42,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-101.76,3.44,-11.66,-76.68,-101.1875,6.125,4,6.5,27438.19,0,613443.1,255,2.0,1,20.0,1.5,86,49.464,4.64,0,6,NaN
2019/3/3/ 17:20:43,17:20:43,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-97.89,8.5,-10.62,-73.75,-98.25,12.0625,5,8.5,31512.29,0,612623.6,255,2.0,1,6.85,1.6,69,40.256,4.64,0,10,NaN
2019/3/3/ 17:20:44,17:20:44,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-96.6,14.5,-10.37,-73.02,-97.4375,15.6875,7,9.66,37384.57,0,609404.9,255,2.0,1,27.96,2.6,101,58.263999999999996,4.64,0,12,NaN
2019/3/3/ 17:20:45,17:20:45,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-94.61,15.04,-10.56,-70.84,-95.875,17.9375,6,7.66,40714.43,0,619500.3,255,2.0,1,46.46,3.1,122,71.344,4.64,0,13,NaN
2019/3/3/ 17:20:46,17:20:46,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-95.07,14.36,-10.61,-71.63,-96.5625,17.0,7,11.16,46747.54,0,605307.7,255,2.0,1,26.09,2.5,100,66.44800000000001,4.64,0,12,NaN
2019/3/3/ 17:20:47,17:20:47,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-99.17,9.6,-11.06,-75.07,-100.125,12.5625,7,10.16,41525.79,0,613941.6,255,2.0,1,37.04,2.2,97,66.86399999999999,4.64,0,11,NaN
2019/3/3/ 17:20:48,17:20:48,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-99.55,10.19,-10.87,-75.43,-98.5,15.0,8,9.0,45446.82,0,609312.0,255,2.0,1,9.46,1.3,73,40.368,4.64,0,11,NaN
2019/3/3/ 17:20:49,17:20:49,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-97.98,11.41,-11.0,-74.63,-101.375,10.875,6,9.16,44131.05,0,615149.6,255,2.0,1,26.88,2.8,97,65.72800000000001,4.64,0,9,NaN
2019/3/3/ 17:20:50,17:20:50,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-96.1,13.39,-10.93,-72.14,-99.9375,12.3125,6,7.0,42359.44,0,623310.4,255,2.0,1,21.84,3.0,88,49.728,4.64,0,10,NaN
2019/3/3/ 17:20:51,17:20:51,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-98.03,9.58,-10.93,-73.42,-98.1875,10.0625,6,8.16,37587.12,0,603153.4,255,2.0,1,13.92,2.6,80,51.104,4.64,0,10,NaN
2019/3/3/ 17:20:52,17:20:52,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-98.49,10.15,-11.03,-74.71,-99.5,11.375,7,9.83,41082.57,0,610325.8,255,2.0,1,15.0,2.1,74,44.896,4.64,0,10,NaN
2019/3/3/ 17:20:53,17:20:53,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-95.56,13.4,-10.79,-71.86,-95.5,16.75,9,10.16,48848.46,0,603820.8,255,2.0,1,16.25,1.7,87,47.512,4.64,0,12,NaN
2019/3/3/ 17:20:54,17:20:54,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-98.83,10.52,-11.06,-74.78,-98.1875,13.6875,9,7.5,53571.61,0,616585.8,255,2.0,1,31.31,2.6,93,61.29600000000001,4.64,0,10,NaN
2019/3/3/ 17:20:55,17:20:55,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-97.12,10.73,-10.68,-73.2,-98.375,12.125,7,9.66,52619.53,0,604682.5,255,2.0,1,10.53,2.0,81,47.528,4.64,0,10,NaN
2019/3/3/ 17:20:56,17:20:56,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-96.72,11.92,-10.99,-72.7,-96.875,13.4375,8,9.0,47018.95,0,616138.0,255,2.0,1,14.81,1.9,82,49.096000000000004,4.64,0,10,NaN
2019/3/3/ 17:20:57,17:20:57,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-95.49,12.07,-10.68,-72.02,-95.375,15.75,8,8.33,52271.45,0,618241.6,255,2.0,1,12.99,1.0,70,40.656,4.64,0,12,NaN
2019/3/3/ 17:20:58,17:20:58,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-89.49,19.45,-10.43,-66.24,-90.1875,20.8125,9,9.0,50194.91,0,619331.4,255,2.0,1,22.73,2.7,99,51.896,4.64,0,15,NaN
2019/3/3/ 17:20:59,17:20:59,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-95.69,11.57,-10.68,-72.2,-91.5,17.875,11,9.66,61788.48,0,613451.6,255,2.0,1,41.23,2.6,105,65.112,4.64,0,11,NaN
2019/3/3/ 17:21:0,17:21:00,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-90.24,16.86,-10.25,-66.76,-90.75,16.4375,11,10.33,67515.03,0,572022.6,255,2.0,1,30.77,2.3,90,43.263999999999996,4.64,0,13,NaN
2019/3/3/ 17:21:1,17:21:01,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-95.18,12.23,-10.75,-71.68,-89.875,20.25,11,8.5,70523.71,0,614921.5,255,2.0,1,22.73,2.7,88,65.376,4.64,0,14,NaN
2019/3/3/ 17:21:2,17:21:02,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-94.95,14.17,-10.6,-71.39,-93.4375,15.4375,11,9.16,65887.15,0,604361.5,255,2.0,1,47.93,3.3,134,64.312,4.64,0,10,NaN
2019/3/3/ 17:21:3,17:21:03,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-92.13,16.18,-10.31,-68.43,-93.0,16.0625,11,11.0,68329.49,0,608543.3,255,2.0,1,25.0,2.0,80,55.32,4.64,0,12,NaN
2019/3/3/ 17:21:4,17:21:04,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-87.18,20.57,-10.31,-63.73,-87.875,20.375,11,9.66,66191.02,0,608593.9,255,2.0,1,26.09,2.6,86,67.768,4.64,0,15,NaN
2019/3/3/ 17:21:5,17:21:05,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-88.21,20.14,-10.43,-64.63,-90.1875,17.9375,11,9.0,66975.53,0,616678.7,255,2.0,1,45.16,3.3,123,65.288,4.64,0,15,NaN
2019/3/3/ 17:21:6,17:21:06,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-91.68,15.53,-10.75,-68.16,-91.625,17.125,11,7.83,70278.09,0,619407.4,255,2.0,1,16.25,2.6,85,57.736000000000004,4.64,0,13,NaN
2019/3/3/ 17:21:7,17:21:07,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-93.93,13.25,-10.99,-69.92,-92.4375,16.5,11,8.5,67849.82,0,607453.5,255,2.0,1,23.6,2.6,85,73.592,4.64,0,12,NaN
2019/3/3/ 17:21:8,17:21:08,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-94.33,13.45,-10.86,-70.06,-92.5625,15.75,11,9.83,68825.16,0,607723.8,255,2.0,1,4.23,2.1,70,60.52,4.64,0,13,NaN
2019/3/3/ 17:21:9,17:21:09,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-90.62,18.35,-10.24,-66.79,-89.125,19.6875,12,8.33,66018.75,0,609844.3,255,2.0,1,30.21,3.5,103,73.56,4.64,0,14,NaN
2019/3/3/ 17:21:10,17:21:10,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-88.67,18.96,-10.44,-64.97,-89.3125,22.0625,12,10.33,73913.67,0,621046.3,255,2.0,1,36.7,3.1,105,84.704,4.64,0,15,NaN
2019/3/3/ 17:21:11,17:21:11,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-91.86,11.86,-10.74,-66.59,-90.0625,17.875,11,7.5,70829.13,0,621063.2,255,2.0,1,16.05,2.4,81,72.312,4.64,0,13,NaN
2019/3/3/ 17:21:12,17:21:12,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-92.37,10.1,-11.35,-65.95,-93.0,12.125,11,9.16,68586.32,0,608931.9,255,2.0,1,4.29,1.8,69,61.824,4.64,0,10,NaN
2019/3/3/ 17:21:13,17:21:13,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.67,20.83,-10.37,-60.89,-86.0625,24.0625,12,8.83,70400.03,0,613713.4,255,2.0,1,0.0,1.6,70,42.088,4.64,0,15,NaN
2019/3/3/ 17:21:14,17:21:14,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-82.69,25.2,-10.5,-59.08,-83.125,27.5625,12,7.83,74098.99,0,614482.2,255,2.0,1,38.74,3.4,109,74.86399999999999,4.64,0,15,NaN
2019/3/3/ 17:21:15,17:21:15,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.69,22.26,-10.42,-61.39,-82.9375,26.125,12,8.16,70402.68,0,611905.6,255,2.0,1,23.86,2.7,87,61.816,4.64,0,15,NaN
2019/3/3/ 17:21:16,17:21:16,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.4,22.68,-10.44,-60.08,-82.375,24.9375,10,9.0,67456.73,0,618444.3,255,2.0,1,0.0,2.0,67,59.0,4.64,0,15,NaN
2019/3/3/ 17:21:17,17:21:17,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.15,22.61,-10.43,-60.7,-83.4375,23.3125,12,11.0,68665.12,0,608577.1,255,2.0,1,10.53,2.5,79,65.77600000000001,4.64,0,15,NaN
2019/3/3/ 17:21:18,17:21:18,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.67,23.72,-10.44,-61.19,-84.3125,23.1875,12,9.83,74464.74,0,605248.6,255,2.0,1,33.0,3.4,98,75.52,4.64,0,15,NaN
2019/3/3/ 17:21:19,17:21:19,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.44,21.5,-10.31,-61.16,-85.625,23.5,12,8.33,71058.96,0,622887.9,255,2.0,1,15.0,2.7,79,71.14399999999999,4.64,0,15,NaN
2019/3/3/ 17:21:20,17:21:20,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.12,24.25,-10.61,-59.49,-84.25,25.75,12,9.66,72268.33,0,613392.4,255,2.0,1,18.07,2.0,86,74.584,4.64,0,15,NaN
2019/3/3/ 17:21:21,17:21:21,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.31,25.16,-10.48,-60.58,-85.5,25.0,12,9.66,71567.75,0,612606.8,255,2.0,1,27.96,2.6,93,69.376,4.64,0,15,NaN
2019/3/3/ 17:21:22,17:21:22,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.98,24.26,-10.37,-60.93,-85.125,25.0,12,9.0,76381.66,0,618689.3,255,2.0,1,27.66,3.4,99,70.104,4.64,0,15,NaN
2019/3/3/ 17:21:23,17:21:23,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.8,24.26,-10.49,-60.33,-84.3125,25.625,12,10.33,75624.65,0,592314.6,255,2.0,1,20.0,2.8,81,71.192,4.64,0,15,NaN
2019/3/3/ 17:21:24,17:21:24,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.04,23.24,-10.35,-59.19,-85.125,25.125,12,9.5,77230.68,0,624383.3,255,2.0,4,17.28,2.8,80,73.008,4.64,0,15,NaN
2019/3/3/ 17:21:25,17:21:25,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.99,22.62,-10.57,-60.71,-85.375,24.1875,12,7.16,72026.78,0,620767.5,255,2.0,1,20.93,2.8,86,73.688,4.64,0,15,NaN
2019/3/3/ 17:21:26,17:21:26,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.94,22.04,-10.28,-61.69,-85.125,24.25,12,9.16,73936.88,0,619407.4,255,2.0,1,10.67,2.9,78,69.616,4.64,0,15,NaN
2019/3/3/ 17:21:27,17:21:27,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.74,23.28,-10.08,-60.65,-85.1875,23.9375,12,9.5,77060.0,0,604969.8,255,2.0,1,10.53,3.0,72,79.544,4.64,0,15,NaN
2019/3/3/ 17:21:28,17:21:28,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.87,21.13,-10.92,-60.95,-85.0625,24.25,12,8.66,73434.32,0,615234.1,255,2.0,1,26.09,2.9,92,82.2,4.64,0,15,NaN
2019/3/3/ 17:21:29,17:21:29,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.91,22.58,-10.43,-60.43,-85.0625,24.25,12,10.83,75364.9,0,613079.8,255,2.0,1,17.07,2.8,82,78.904,4.64,0,15,NaN
2019/3/3/ 17:21:30,17:21:30,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.44,22.88,-10.35,-60.21,-84.875,24.625,12,8.5,77116.8,0,604057.4,255,2.0,1,12.99,2.6,77,73.344,4.64,0,15,NaN
2019/3/3/ 17:21:31,17:21:31,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.86,22.7,-10.42,-60.35,-84.6875,24.8125,12,8.0,75637.59,0,586671.4,255,2.0,1,1.45,3.0,70,76.85600000000001,4.64,0,15,NaN
2019/3/3/ 17:21:32,17:21:32,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.12,22.51,-10.28,-60.73,-85.1875,24.5625,12,9.0,72642.23,0,572132.4,255,2.0,1,29.9,2.7,98,74.55199999999999,4.64,0,15,NaN
2019/3/3/ 17:21:33,17:21:33,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.81,22.24,-10.27,-60.41,-85.125,24.3125,12,10.0,74772.3,0,601100.6,255,2.0,1,9.46,2.9,77,75.72800000000001,4.64,0,15,NaN
2019/3/3/ 17:21:34,17:21:34,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.39,22.93,-10.24,-60.19,-84.75,23.8125,12,8.16,77651.12,0,607935.0,255,2.0,1,18.07,2.4,77,76.952,4.64,0,15,NaN
2019/3/3/ 17:21:35,17:21:35,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.78,22.82,-10.4,-60.43,-85.0,23.9375,12,9.66,77478.8,0,611677.5,255,2.0,1,9.33,2.2,77,76.12,4.64,0,15,NaN
2019/3/3/ 17:21:36,17:21:36,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.77,22.82,-10.19,-60.56,-85.125,24.375,12,8.66,77632.46,0,607360.6,255,2.0,1,9.46,2.8,72,77.872,4.64,0,15,NaN
2019/3/3/ 17:21:37,17:21:37,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.1,22.24,-10.43,-60.74,-84.9375,24.1875,12,9.66,78093.85,0,600112.2,255,2.0,1,19.05,3.1,94,77.96,4.64,0,15,NaN
2019/3/3/ 17:21:38,17:21:38,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.69,21.91,-10.25,-61.29,-85.6875,23.3125,12,8.0,73817.53,0,603322.4,255,2.0,1,22.73,2.1,78,71.032,4.64,0,15,NaN
2019/3/3/ 17:21:39,17:21:39,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-81.82,22.1,-10.5,-57.64,-82.4375,23.75,12,14.16,74527.77,0,604251.7,255,2.0,1,21.84,2.9,95,69.648,4.64,0,15,NaN
2019/3/3/ 17:21:40,17:21:40,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-84.95,21.45,-10.56,-61.37,-85.5,23.25,11,6.0,76442.57,0,610790.4,255,2.0,1,29.17,2.4,87,81.0,4.64,0,15,NaN
2019/3/3/ 17:21:41,17:21:41,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-85.15,22.64,-10.06,-61.66,-84.6875,26.8125,11,7.5,70157.73,0,597721.4,255,2.0,1,11.84,2.5,80,71.384,4.64,0,15,NaN
2019/3/3/ 17:21:42,17:21:42,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-82.71,26.24,-10.43,-59.29,-83.4375,26.9375,10,9.33,62698.3,0,618942.8,255,2.0,1,22.73,3.0,85,66.464,4.64,0,15,NaN
2019/3/3/ 17:21:43,17:21:43,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-82.12,26.24,-10.37,-58.66,-82.6875,27.9375,10,11.0,62389.2,0,613983.8,255,2.0,1,9.33,2.0,75,58.24,4.64,0,15,NaN
2019/3/3/ 17:21:44,17:21:44,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-83.47,24.29,-10.36,-60.35,-83.3125,26.375,9,8.16,59082.7,0,596665.4,255,2.0,1,18.29,3.4,88,52.512,4.64,0,15,NaN
2019/3/3/ 17:21:45,17:21:45,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-81.65,25.07,-10.17,-58.32,-82.0625,25.5625,7,10.0,56567.6,0,603744.8,255,2.0,1,20.0,2.6,80,56.48,4.64,0,15,NaN
2019/3/3/ 17:21:46,17:21:46,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-82.49,22.8,-10.43,-59.12,-81.3125,24.625,6,11.5,42273.78,0,619061.0,255,2.0,1,6.85,2.5,72,54.44,4.64,0,15,NaN
2019/3/3/ 17:21:47,17:21:47,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-81.81,18.0,-10.62,-58.23,-80.5,24.4375,5,9.0,35757.22,0,600534.6,255,2.0,1,20.0,3.5,88,56.72,4.64,0,15,NaN
2019/3/3/ 17:21:48,17:21:48,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-81.07,22.29,-10.56,-57.79,-80.4375,27.625,6,10.33,31569.7,0,609557.0,255,2.0,1,12.99,3.1,79,53.96,4.64,0,15,NaN
2019/3/3/ 17:21:49,17:21:49,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-80.1,25.32,-10.55,-56.64,-79.4375,26.875,5,6.33,39377.47,0,590777.1,255,2.0,1,20.0,2.3,80,54.44,4.64,0,15,NaN
2019/3/3/ 17:21:50,17:21:50,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-80.45,26.26,-10.54,-56.9,-80.0,28.9375,7,8.66,36172.72,0,616611.1,255,2.0,1,5.56,2.3,73,52.976000000000006,4.64,0,15,NaN
2019/3/3/ 17:21:51,17:21:51,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-79.73,29.05,-10.62,-55.88,-78.3125,29.1875,9,8.33,51941.81,0,617886.8,255,2.0,1,15.19,2.8,79,47.768,4.64,0,15,NaN
2019/3/3/ 17:21:52,17:21:52,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-79.12,29.06,-10.62,-55.56,-78.9375,29.375,11,9.16,57735.34,0,612758.8,255,2.0,1,5.48,2.3,73,49.663999999999994,4.64,0,15,NaN
2019/3/3/ 17:21:53,17:21:53,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-79.34,30.25,-10.52,-55.32,-77.8125,32.625,11,8.33,67472.37,0,613916.2,255,2.0,1,22.09,3.5,84,49.832,4.64,0,15,NaN
2019/3/3/ 17:21:54,17:21:54,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-79.43,29.27,-10.68,-55.88,-77.75,32.0625,11,9.83,67957.71,0,595415.1,255,2.0,1,2.9,2.1,71,47.36,4.64,0,15,NaN
2019/3/3/ 17:21:55,17:21:55,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-81.11,28.8,-10.44,-57.52,-79.0625,31.75,11,9.66,69397.48,0,591765.6,255,2.0,1,19.05,3.0,82,60.56,4.64,0,15,NaN
2019/3/3/ 17:21:56,17:21:56,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-81.69,28.33,-10.5,-57.98,-79.5,32.5625,10,8.5,64329.66,0,604826.1,255,2.0,1,10.53,3.1,76,54.2,4.64,0,15,NaN
2019/3/3/ 17:21:57,17:21:57,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-80.62,28.17,-10.31,-57.14,-79.75,29.0,9,10.5,59840.51,0,614929.9,255,2.0,1,11.84,2.3,84,57.64,4.64,0,15,NaN
2019/3/3/ 17:21:58,17:21:58,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-81.02,28.03,-10.68,-57.58,-80.75,29.25,10,7.5,55006.57,0,611331.1,255,2.0,1,22.73,2.4,90,63.84,4.64,0,15,NaN
2019/3/3/ 17:21:59,17:21:59,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-80.39,28.99,-10.5,-56.76,-77.25,35.0,9,7.33,59488.52,0,522441.3,255,2.0,1,27.37,2.2,86,66.4,4.64,0,15,NaN
2019/3/3/ 17:22:0,17:22:00,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-82.27,29.06,-10.49,-58.7,-80.0,32.625,9,9.83,56816.68,0,596580.9,255,2.0,1,2.9,2.0,70,52.071999999999996,4.64,0,15,NaN
2019/3/3/ 17:22:1,17:22:01,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-86.24,23.9,-10.37,-63.15,-84.25,25.625,9,9.66,59247.36,0,617802.3,255,2.0,1,6.85,2.0,71,51.136,4.64,0,15,NaN
2019/3/3/ 17:22:2,17:22:02,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-89.96,18.44,-10.5,-66.32,-90.4375,17.75,8,9.5,54717.52,0,573762.8,255,2.0,1,28.72,2.7,97,58.168,4.64,0,13,NaN
2019/3/3/ 17:22:3,17:22:03,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-94.21,14.82,-10.69,-70.7,-91.25,15.625,7,8.16,47519.73,0,598718.3,255,2.0,1,36.45,2.7,108,58.104,4.64,0,13,NaN
2019/3/3/ 17:22:4,17:22:04,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-90.08,19.02,-10.37,-66.49,-87.25,21.25,8,10.0,43804.91,0,605130.3,255,2.0,1,29.17,2.3,97,50.544,4.64,0,15,NaN
2019/3/3/ 17:22:5,17:22:05,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-92.5,18.82,-10.56,-69.12,-94.125,16.625,7,9.5,52558.42,0,612817.9,255,2.0,1,18.29,2.8,90,54.72,4.64,0,11,NaN
2019/3/3/ 17:22:6,17:22:06,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-95.78,14.59,-10.55,-72.35,-92.0,20.75,6,10.0,32941.18,0,605628.7,255,2.0,1,33.33,3.3,93,54.136,4.64,0,13,NaN
2019/3/3/ 17:22:7,17:22:07,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-92.73,15.9,-10.5,-69.21,-92.4375,20.6875,6,7.83,45346.38,0,613307.9,255,2.0,1,13.92,2.3,75,56.48,4.64,0,15,NaN
