GPSTime,Time,NR_gNBId,NR_CellId,NR_PCI,NR_DlFreq,NR_UlFreq,NR_BandWidth,NR_MeaObjNum,GPSLongitude,GPSLatitude,GPSHeigh,NR_OptimalAvgRsrp,NR_OptimalAvgSinr,NR_OptimalAvgRsrq,NR_OptimalAvgRssi,NR_CSI_RS_Single_RSRP_Rx_avg,NR_CSI_RS_Single_SINR_Rx_avg,NR_UL_MCS_1,NR_PUSCH_BLER_1(%),NR_UL_Rate_PHY_1,NR_UL_Rate_PDCP_MCG,NR_UL_Rate_PDCP_SCG,NR_CQIValue_1,NR_UL_RI,NR_DL_RB,NR_PDSCH_BLER_1(%),NR_DL_RI,NR_DLStreamNumTotal,NR_DL_Rate_PHY_1,NR_DL_Rate_PDCP_SCG,NR_DL_Rate_PDCP_MCG,NR_CSI_RS_Single_TB0_CQI,NR_CSI_RS_Multi_TB0_CQI
2019/3/3/ 17:5:3,17:05:03,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-90.78,8.42,-11.46,-66.29,-89.9375,10.25,25,8.5,438.48,0,0.0,255,1.0,272,9.0,2.0,1400,116880.0,121862.4,0,9,NaN
2019/3/3/ 17:5:4,17:05:04,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-89.65,10.89,-11.16,-65.83,-88.3125,13.625,24,10.16,431.832,0,0.0,255,1.0,271,18.8,1.9,1399,105100.5,104848.1,0,10,NaN
2019/3/3/ 17:5:5,17:05:05,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-88.04,13.64,-10.31,-64.48,-86.625,12.4375,24,10.16,424.384,0,0.0,255,1.0,272,10.29,1.5,1400,75424.8,74012.93,0,10,NaN
2019/3/3/ 17:5:6,17:05:06,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-91.85,7.43,-11.45,-67.45,-89.875,10.0,23,7.5,392.8,0,0.0,255,1.0,272,8.57,1.1,1400,79408.4,75567.37,0,11,NaN
2019/3/3/ 17:5:7,17:05:07,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-93.43,5.37,-11.81,-68.84,-90.5625,8.3125,23,9.83,385.704,0,0.0,255,1.0,271,16.71,2.0,1400,74241.84,80196.87,0,7,NaN
2019/3/3/ 17:5:8,17:05:08,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-97.53,0.67,-13.26,-71.65,-96.75,1.3125,22,8.66,358.57599999999996,0,0.0,255,1.0,272,6.29,1.2,1400,69052.36,65860.61,0,3,NaN
2019/3/3/ 17:5:9,17:05:09,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-100.73,-1.85,-14.58,-72.59,-98.875,-1.1875,22,8.33,360.288,0,0.0,255,1.0,272,8.43,1.0,1400,76434.87,75178.76,0,2,NaN
2019/3/3/ 17:5:10,17:05:10,312,1,605,3450000,3450000,100,2,0.0,0.0,0.0,-101.38,-2.98,-15.54,-71.52,-98.3125,-0.625,21,8.5,362.67199999999997,0,0.0,255,1.0,272,9.5,1.8,1400,97401.03,97760.26,0,2,NaN
2019/3/3/ 17:5:11,17:05:11,312,1,7,3450000,3450000,100,2,0.0,0.0,0.0,-97.81,-3.87,-16.2,-68.79,-98.0,-5.0625,24,42.19,446.8,0,0.0,255,1.0,270,17.47,1.3,1199,82038.63,77544.2,0,5,NaN
2019/3/3/ 17:5:12,17:05:12,312,1,7,3450000,3450000,100,2,0.0,0.0,0.0,-98.06,0.53,-13.61,-71.83,-98.1875,1.0,20,9.83,304.272,0,0.0,255,1.048927,271,9.93,1.8,1400,192537.4,182603.5,0,8,NaN
2019/3/3/ 17:5:13,17:05:13,312,1,7,3450000,3450000,100,2,0.0,0.0,0.0,-95.9,0.54,-13.93,-69.68,-97.125,0.5,20,10.0,307.872,0,0.0,255,1.0,271,9.29,2.0,1400,291456.1,287122.2,0,8,NaN
2019/3/3/ 17:5:14,17:05:14,312,1,7,3450000,3450000,100,2,0.0,0.0,0.0,-97.73,1.77,-12.96,-72.31,-98.0,2.4375,19,10.83,308.064,0,0.0,255,1.0,271,12.26,1.8,1395,243853.6,241807.1,0,10,NaN
2019/3/3/ 17:5:15,17:05:15,312,1,7,3450000,3450000,100,2,0.0,0.0,0.0,-97.75,2.88,-12.47,-72.55,-98.125,3.9375,19,8.0,298.032,0,0.0,255,1.055,271,6.72,1.3,1399,249128.0,247011.1,0,10,NaN
2019/3/3/ 17:5:16,17:05:16,312,1,7,3450000,3450000,100,2,0.0,0.0,0.0,-99.24,0.72,-13.42,-72.96,-97.6875,2.375,19,9.16,297.64799999999997,0,0.0,255,1.0,272,1.29,1.0,1400,269060.4,266821.7,0,10,NaN
2019/3/3/ 17:5:17,17:05:17,312,1,7,3450000,3450000,100,2,0.0,0.0,0.0,-99.25,1.69,-12.81,-74.11,-97.4375,4.625,19,9.33,298.32,0,0.0,255,1.0,272,0.0,1.0,1400,272960.6,271332.9,0,10,NaN
2019/3/3/ 17:5:18,17:05:18,312,1,7,3450000,3450000,100,2,0.0,0.0,0.0,-101.17,-0.7,-13.93,-74.53,-97.5625,2.5625,19,9.0,294.672,0,0.0,255,1.0,272,1.07,1.0,1400,269703.7,268300.0,0,9,NaN
2019/3/3/ 17:5:19,17:05:19,312,1,7,3450000,3450000,100,2,0.0,0.0,0.0,-98.85,-2.32,-15.58,-70.64,-96.875,-0.1875,20,9.83,303.936,0,0.0,255,1.0,272,0.0,1.0,1400,272952.4,271130.1,0,6,NaN
2019/3/3/ 17:5:20,17:05:20,312,1,7,3450000,3450000,100,2,0.0,0.0,0.0,-100.67,-3.33,-15.77,-71.9,-97.5625,-0.0625,20,8.83,302.832,0,0.0,255,1.0,272,0.0,1.0,1400,272960.6,271332.9,0,7,NaN
2019/3/3/ 17:5:21,17:05:21,312,1,605,3450000,3450000,100,1,0.0,0.0,0.0,-96.26,3.14,-12.02,-70.72,-95.5,1.25,20,24.3,389.904,0,0.0,255,1.0,271,14.42,1.2,1347,133953.7,149884.4,0,7,NaN
2019/3/3/ 17:5:22,17:05:22,31,4,7,3450000,3450000,100,1,0.0,0.0,0.0,-94.08,1.6,-13.43,-68.56,-94.9375,0.0625,19,23.24,382.704,0,0.0,255,1.198423,271,7.9,1.0,1183,31390.44,35878.66,0,8,NaN
2019/3/3/ 17:5:23,17:05:23,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-95.35,0.34,-13.63,-68.47,-95.0625,0.0,23,34.5,398.352,0,0.0,255,1.138149,271,14.34,1.0,847,116089.9,100902.9,0,7,NaN
2019/3/3/ 17:5:24,17:05:24,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-95.74,-1.34,-14.66,-68.07,-97.4375,-2.3125,19,11.83,289.30400000000003,0,0.0,255,1.0,271,6.0,1.0,1399,234178.8,227344.1,0,7,NaN
2019/3/3/ 17:5:25,17:05:25,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-94.71,-0.02,-13.78,-67.87,-96.5,-2.5,18,9.0,273.98400000000004,0,0.0,255,1.07,271,2.86,1.0,1400,263533.8,259953.4,0,7,NaN
2019/3/3/ 17:5:26,17:05:26,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-95.96,-4.45,-16.44,-66.49,-94.5625,-3.375,19,11.33,289.504,0,0.0,255,1.05,272,0.43,1.0,1400,271666.0,269406.7,0,6,NaN
2019/3/3/ 17:5:27,17:05:27,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-98.41,-4.45,-16.81,-67.71,-93.625,-2.3125,19,8.83,286.464,0,0.0,255,1.0,272,0.0,1.0,1400,272960.6,271332.9,0,5,NaN
2019/3/3/ 17:5:28,17:05:28,31,4,605,3450000,3450000,100,2,0.0,0.0,0.0,-94.62,-0.71,-14.65,-67.19,-92.375,1.8125,21,35.06,480.52,0,0.0,255,1.0,271,16.51,1.4,1352,72107.08,89878.27,0,8,NaN
2019/3/3/ 17:5:29,17:05:29,31,4,605,3450000,3450000,100,2,0.0,0.0,0.0,-93.47,-1.88,-14.72,-66.45,-92.0625,1.5625,19,24.0,327.032,0,0.0,255,1.169591,272,7.29,1.9,1400,31799.3,31021.06,0,5,NaN
2019/3/3/ 17:5:30,17:05:30,31,4,7,3450000,3450000,100,1,0.0,0.0,0.0,-92.54,3.4,-12.66,-66.5,-91.0,3.3125,19,22.86,342.56,0,0.0,255,1.168333,271,16.06,1.0,696,14789.23,11649.79,0,9,NaN
2019/3/3/ 17:5:31,17:05:31,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-90.66,1.71,-12.9,-65.07,-90.5,1.5,19,21.16,305.13599999999997,0,0.0,255,1.062235,271,10.02,1.7,1329,133577.8,122496.0,0,8,NaN
2019/3/3/ 17:5:32,17:05:32,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-92.64,3.0,-12.42,-67.5,-92.0,2.625,18,8.5,264.91200000000003,0,0.0,255,1.0,272,6.8,1.0,1399,225001.0,216471.6,0,8,NaN
2019/3/3/ 17:5:33,17:05:33,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-89.32,6.66,-11.12,-64.9,-88.375,8.1875,18,10.33,267.84,0,0.0,255,1.0,272,2.64,1.0,1400,267249.0,263281.9,0,13,NaN
2019/3/3/ 17:5:34,17:05:34,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-89.4,7.29,-11.18,-65.14,-88.125,9.0,19,9.0,277.008,0,0.0,255,1.0,272,9.36,1.8,1399,345697.2,348083.0,0,7,NaN
2019/3/3/ 17:5:35,17:05:35,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-90.81,4.4,-11.86,-65.95,-89.375,4.8125,19,9.16,274.128,0,0.0,255,1.0,272,1.21,1.1,1400,268806.3,264346.4,0,6,NaN
2019/3/3/ 17:5:36,17:05:36,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-88.67,4.01,-11.67,-64.05,-88.125,4.4375,19,8.16,275.232,0,0.0,255,1.0,272,0.71,1.0,1400,270863.1,269254.7,0,7,NaN
2019/3/3/ 17:5:37,17:05:37,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-88.13,7.28,-11.18,-64.13,-88.0625,7.625,18,8.66,268.08,0,0.0,255,1.0,272,0.0,1.0,1400,272960.6,271332.9,0,9,NaN
2019/3/3/ 17:5:38,17:05:38,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-90.17,3.83,-12.95,-64.61,-88.8125,3.75,18,9.5,263.616,0,0.0,255,1.0,272,0.0,1.0,1400,272960.6,271535.6,0,6,NaN
2019/3/3/ 17:5:39,17:05:39,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-93.54,2.26,-12.53,-67.66,-94.8125,0.375,17,7.83,238.90400000000002,0,0.0,255,1.0,272,7.43,1.0,1399,246543.1,247982.6,0,4,NaN
2019/3/3/ 17:5:40,17:05:40,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-93.81,2.28,-12.62,-68.25,-92.5,1.625,17,7.66,243.896,0,0.0,255,1.0,272,6.45,1.0,1396,248846.2,245473.5,0,6,NaN
2019/3/3/ 17:5:41,17:05:41,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-91.99,5.79,-11.66,-67.58,-90.0625,7.5,18,11.5,266.832,0,0.0,255,1.0,272,4.79,1.0,1400,259002.8,257588.0,0,6,NaN
2019/3/3/ 17:5:42,17:05:42,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-91.46,9.47,-10.75,-67.78,-90.4375,9.8125,18,8.0,267.168,0,0.0,255,1.0,272,3.57,1.0,1400,262399.1,260848.9,0,9,NaN
2019/3/3/ 17:5:43,17:05:43,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-91.53,9.17,-11.04,-67.4,-89.875,9.3125,18,10.0,268.176,0,0.0,255,1.0,272,3.14,1.0,1400,263554.4,261626.1,0,9,NaN
2019/3/3/ 17:5:44,17:05:44,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-86.74,13.6,-10.62,-63.15,-85.875,14.9375,18,10.33,271.872,0,0.0,255,1.0,272,1.93,1.1,1400,277784.6,270141.7,0,12,NaN
2019/3/3/ 17:5:45,17:05:45,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-86.6,15.31,-10.37,-63.14,-84.9375,17.5,19,9.66,281.472,0,0.0,255,1.0,272,10.86,2.0,1400,360771.8,354317.6,0,15,NaN
2019/3/3/ 17:5:46,17:05:46,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-88.83,15.92,-10.3,-65.61,-89.375,17.5,18,10.5,282.92,0,0.0,255,1.0,272,12.59,1.9,1399,340624.4,348361.8,0,13,NaN
2019/3/3/ 17:5:47,17:05:47,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-85.41,18.81,-10.44,-62.2,-86.5625,22.125,19,9.66,294.384,0,0.0,255,1.061667,272,8.43,1.9,1399,368613.1,357527.8,0,15,NaN
2019/3/3/ 17:5:48,17:05:48,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-87.21,18.45,-10.37,-63.78,-87.0,22.0,19,8.33,287.232,0,0.0,255,1.0,272,11.94,2.0,1400,360614.7,368518.7,0,15,NaN
2019/3/3/ 17:5:49,17:05:49,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-90.31,14.26,-10.69,-67.06,-90.75,16.0625,19,8.83,290.592,0,0.0,255,1.0,272,9.59,1.4,1399,246618.2,245161.0,0,12,NaN
2019/3/3/ 17:5:50,17:05:50,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-89.42,14.91,-10.75,-65.89,-88.8125,17.1875,18,13.0,298.872,0,0.0,255,1.0,272,4.5,1.0,1398,259723.9,257740.0,0,12,NaN
2019/3/3/ 17:5:51,17:05:51,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-85.72,15.87,-10.5,-62.04,-84.25,19.625,19,10.16,294.768,0,0.0,255,1.103333,272,9.86,1.7,1400,338341.2,327174.2,0,15,NaN
2019/3/3/ 17:5:52,17:05:52,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-83.54,18.2,-10.44,-60.15,-82.6875,23.9375,20,9.0,326.35200000000003,0,0.0,255,1.0,272,7.5,2.0,1400,398268.6,391302.9,0,15,NaN
2019/3/3/ 17:5:53,17:05:53,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.71,17.42,-10.37,-61.12,-83.25,23.875,20,8.66,315.264,0,0.0,255,1.0,272,9.29,2.0,1400,409370.8,405250.6,0,15,NaN
2019/3/3/ 17:5:54,17:05:54,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-83.03,19.11,-10.5,-59.52,-83.0,22.8125,19,8.66,285.98400000000004,0,0.0,255,1.0,272,9.57,2.0,1400,405079.0,402918.9,0,15,NaN
2019/3/3/ 17:5:55,17:05:55,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-86.51,16.57,-10.37,-63.18,-84.125,24.9375,19,8.66,294.288,0,0.0,255,1.0,272,11.57,2.0,1400,409794.2,417136.9,0,15,NaN
2019/3/3/ 17:5:56,17:05:56,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.39,18.09,-10.44,-61.0,-83.0,24.375,19,9.5,297.12,0,0.0,255,1.0,272,9.57,1.4,1400,258310.8,262386.4,0,15,NaN
2019/3/3/ 17:5:57,17:05:57,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.61,16.81,-10.43,-61.08,-82.625,24.625,20,8.66,309.64799999999997,0,0.0,255,1.0,272,4.21,1.0,1400,260518.7,260164.6,0,15,NaN
2019/3/3/ 17:5:58,17:05:58,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-83.53,20.05,-10.43,-59.87,-82.625,27.625,21,9.53,331.63199999999995,0,0.0,255,1.0,272,9.86,1.6,1399,249262.9,247678.5,0,15,NaN
2019/3/3/ 17:5:59,17:05:59,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-83.31,18.18,-10.37,-59.7,-82.25,26.0,21,8.0,339.36,0,0.0,255,1.0,272,9.29,1.3,1400,244493.0,241722.6,0,15,NaN
2019/3/3/ 17:6:0,17:06:00,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-82.97,19.91,-10.3,-59.74,-82.0,25.9375,22,8.16,363.504,0,0.0,255,1.0,272,3.57,1.0,1400,262177.9,260612.4,0,15,NaN
2019/3/3/ 17:6:1,17:06:01,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-81.18,21.69,-10.68,-57.51,-81.0625,28.75,23,6.66,403.656,0,0.0,255,1.0,272,6.86,1.3,1400,287960.2,285990.2,0,15,NaN
2019/3/3/ 17:6:2,17:06:02,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-82.32,21.12,-10.56,-58.76,-82.6875,26.0625,25,9.16,442.36,0,0.0,255,1.0,272,10.14,2.0,1400,279127.9,276030.0,0,15,NaN
2019/3/3/ 17:6:3,17:06:03,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.97,18.07,-10.56,-61.43,-85.5625,23.9375,26,8.83,512.568,0,0.0,255,1.0,272,12.23,1.9,1398,273479.8,275362.6,0,15,NaN
2019/3/3/ 17:6:4,17:06:04,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-85.59,16.77,-10.37,-62.06,-84.4375,24.6875,26,2.16,484.8,0,0.0,255,1.085,272,8.0,2.3,1400,327718.0,316724.0,0,15,NaN
2019/3/3/ 17:6:5,17:06:05,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-85.42,16.25,-10.42,-61.98,-83.5625,25.0,26,0.66,483.184,0,0.0,255,1.0,272,6.79,2.0,1399,390730.2,382035.5,0,15,NaN
2019/3/3/ 17:6:6,17:06:06,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-82.65,19.15,-10.5,-59.28,-82.4375,26.1875,26,0.16,484.8,0,0.0,255,1.0,272,11.08,2.0,1399,378660.9,378588.7,0,15,NaN
2019/3/3/ 17:6:7,17:06:07,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-82.95,19.18,-10.37,-59.65,-82.875,25.625,26,0.0,484.8,0,0.0,255,1.0,272,8.57,2.0,1400,395062.9,390618.7,0,15,NaN
2019/3/3/ 17:6:8,17:06:08,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-82.97,18.77,-10.66,-59.36,-82.625,25.875,26,2.0,484.8,0,0.0,255,1.0,272,9.43,2.0,1400,413680.7,411823.1,0,15,NaN
2019/3/3/ 17:6:9,17:06:09,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-83.77,19.21,-10.66,-59.89,-83.125,25.875,26,1.0,484.8,0,0.0,255,1.0,272,8.72,2.0,1399,443039.8,436964.4,0,15,NaN
2019/3/3/ 17:6:10,17:06:10,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.61,16.82,-10.92,-60.69,-83.0,26.125,26,0.5,484.8,0,0.0,255,1.0,272,10.12,2.0,1393,458059.3,454527.8,0,15,NaN
2019/3/3/ 17:6:11,17:06:11,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-85.34,16.37,-10.92,-61.52,-83.5,25.75,26,0.5,483.184,0,0.0,255,1.0,272,9.44,2.0,1398,465543.1,461151.0,0,15,NaN
2019/3/3/ 17:6:12,17:06:12,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-85.63,16.35,-10.98,-61.65,-83.5,25.75,26,0.0,484.8,0,0.0,255,1.0,272,9.17,2.0,1397,475333.4,472336.2,0,15,NaN
2019/3/3/ 17:6:13,17:06:13,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.79,17.15,-10.93,-60.89,-82.375,26.75,26,0.5,483.184,0,0.0,255,1.0,272,9.93,2.0,1392,468842.1,469514.5,0,15,NaN
2019/3/3/ 17:6:14,17:06:14,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.51,17.4,-11.03,-60.57,-83.1875,26.0,26,0.0,484.8,0,0.0,255,1.0,272,9.08,2.0,1397,469057.3,464716.1,0,15,NaN
2019/3/3/ 17:6:15,17:06:15,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.76,16.73,-11.0,-60.87,-83.4375,25.6875,26,0.0,484.8,0,0.0,255,1.0,272,9.43,2.0,1398,449840.7,446696.5,0,15,NaN
2019/3/3/ 17:6:16,17:06:16,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.71,16.42,-11.09,-60.63,-83.5625,25.6875,26,0.0,484.8,0,0.0,255,1.0,272,10.14,2.0,1400,445774.9,446020.6,0,15,NaN
2019/3/3/ 17:6:17,17:06:17,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-85.46,15.41,-11.02,-61.47,-83.75,25.5,26,0.0,484.8,0,0.0,255,1.0,272,9.08,2.0,1400,448672.1,445251.9,0,15,NaN
2019/3/3/ 17:6:18,17:06:18,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.47,16.06,-10.86,-60.64,-83.4375,25.6875,26,0.0,484.8,0,0.0,255,1.0,272,9.3,2.0,1397,472239.8,466811.2,0,15,NaN
2019/3/3/ 17:6:19,17:06:19,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.4,16.02,-10.65,-60.64,-83.4375,25.6875,26,0.16,484.8,0,0.0,255,1.0,272,9.59,2.0,1398,469749.3,467656.0,0,15,NaN
2019/3/3/ 17:6:20,17:06:20,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-85.62,15.26,-10.94,-61.72,-83.0625,25.9375,26,1.0,483.10400000000004,0,0.0,255,1.0,272,8.68,2.0,1394,475393.8,470215.7,0,15,NaN
2019/3/3/ 17:6:21,17:06:21,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.37,16.79,-10.9,-60.56,-82.5,26.5625,26,0.66,483.184,0,0.0,255,1.0,272,10.26,2.0,1393,465080.7,463854.3,0,15,NaN
2019/3/3/ 17:6:22,17:06:22,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.74,16.61,-10.95,-60.9,-82.8125,26.125,26,0.16,484.8,0,0.0,255,1.0,272,9.25,2.0,1396,470236.2,467326.5,0,15,NaN
2019/3/3/ 17:6:23,17:06:23,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.54,16.99,-10.97,-60.58,-83.25,25.6875,26,0.0,484.8,0,0.0,255,1.0,272,9.29,2.0,1398,460462.9,456225.8,0,15,NaN
2019/3/3/ 17:6:24,17:06:24,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.92,16.86,-10.95,-61.02,-83.375,25.6875,26,0.5,483.184,0,0.0,255,1.0,272,9.75,2.0,1395,468177.4,465163.8,0,15,NaN
2019/3/3/ 17:6:25,17:06:25,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.48,17.11,-10.86,-60.78,-82.5625,26.375,26,0.0,484.8,0,0.0,255,1.0,272,9.37,2.0,1397,466136.9,460889.1,0,15,NaN
2019/3/3/ 17:6:26,17:06:26,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-85.38,17.36,-10.42,-61.5,-83.5,25.5,26,0.66,483.10400000000004,0,0.0,255,1.0,272,9.94,2.0,1391,467488.8,472209.4,0,15,NaN
2019/3/3/ 17:6:27,17:06:27,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-85.91,16.32,-10.6,-62.4,-82.0,26.625,26,1.17,481.56800000000004,0,0.0,255,1.0,272,9.16,2.0,1396,452219.2,450379.8,0,15,NaN
2019/3/3/ 17:6:28,17:06:28,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-83.52,18.69,-10.62,-60.32,-81.75,26.5,26,0.0,484.8,0,0.0,255,1.0,272,9.64,2.0,1400,428350.6,424638.8,0,15,NaN
2019/3/3/ 17:6:29,17:06:29,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-78.57,24.1,-10.31,-55.19,-80.25,26.625,26,0.0,484.8,0,0.0,255,1.0,272,8.64,1.9,1400,366334.6,369650.7,0,15,NaN
2019/3/3/ 17:6:30,17:06:30,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-80.89,21.26,-10.37,-57.5,-83.5625,22.4375,26,4.0,484.8,0,0.0,255,1.0,272,9.29,2.0,1400,362297.3,360907.0,0,15,NaN
2019/3/3/ 17:6:31,17:06:31,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-84.81,19.95,-10.37,-61.5,-82.9375,24.5625,26,9.66,466.48,0,0.0,255,1.0,272,15.14,2.0,1400,310759.2,321015.6,0,15,NaN
2019/3/3/ 17:6:32,17:06:32,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-82.37,21.97,-10.17,-59.31,-82.5,23.9375,24,10.0,420.608,0,0.0,255,1.0,272,2.93,1.1,1400,264642.2,256929.0,0,15,NaN
2019/3/3/ 17:6:33,17:06:33,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-81.81,20.66,-10.43,-58.55,-81.125,24.5625,24,8.16,427.88,0,0.0,255,1.0,272,3.86,1.0,1400,261628.8,263298.8,0,15,NaN
2019/3/3/ 17:6:34,17:06:34,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-82.81,20.03,-10.31,-59.4,-81.625,25.875,24,9.33,436.392,0,0.0,255,1.0,272,9.57,1.8,1400,311663.5,297133.1,0,15,NaN
2019/3/3/ 17:6:35,17:06:35,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-83.18,17.28,-10.55,-59.53,-83.5625,24.375,25,8.66,441.13599999999997,0,0.0,255,1.0,272,11.1,2.0,1396,431426.5,426176.3,0,15,NaN
2019/3/3/ 17:6:36,17:06:36,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-79.46,23.15,-10.44,-56.0,-79.625,28.1875,24,10.0,430.704,0,0.0,255,1.0,272,7.71,2.0,1400,366995.6,366829.1,0,15,NaN
2019/3/3/ 17:6:37,17:06:37,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-79.61,24.52,-10.5,-56.11,-78.5,29.125,23,10.33,401.952,0,0.0,255,1.0,272,9.43,2.0,1400,359785.6,363509.0,0,15,NaN
2019/3/3/ 17:6:38,17:06:38,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-78.74,23.41,-10.31,-55.45,-79.0,27.5,22,9.66,361.68,0,0.0,255,1.0,272,5.86,1.4,1400,269954.7,271806.0,0,15,NaN
2019/3/3/ 17:6:39,17:06:39,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-78.3,22.92,-10.37,-54.82,-79.1875,26.375,21,8.83,360.67199999999997,0,0.0,255,1.0,272,0.93,1.0,1400,270730.5,268916.8,0,15,NaN
2019/3/3/ 17:6:40,17:06:40,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-79.13,21.05,-10.31,-55.74,-79.5,25.625,21,9.33,350.16,0,0.0,255,1.0,272,3.36,1.1,1400,263776.7,263417.1,0,15,NaN
2019/3/3/ 17:6:41,17:06:41,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-80.19,22.5,-10.37,-56.81,-79.75,24.625,21,9.66,343.152,0,0.0,255,1.0,272,9.14,1.1,1400,248625.4,246504.2,0,15,NaN
2019/3/3/ 17:6:42,17:06:42,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-80.55,22.7,-10.31,-56.96,-78.375,26.25,21,8.16,336.528,0,0.0,255,1.0,272,8.07,1.4,1400,249842.4,247788.3,0,15,NaN
2019/3/3/ 17:6:43,17:06:43,31,4,7,3450000,3450000,100,2,0.0,0.0,0.0,-78.24,22.92,-10.18,-55.0,-78.375,27.0,21,10.33,343.92,0,0.0,255,1.0,272,0.0,1.0,1400,272952.4,271527.2,0,15,NaN
