Attendance,AvgPeople,CinemaName,RowNum,TodayAudienceCount,TodayBox,TodayShowCount,price
15.008108,12.12,完美世界影城（上海闸北店）,1,509,84491.42,42,165.99
77.818974,84.95,茶陵县大千国际影城,2,1784,78476.00,21,43.99
15.825958,25.55,上海和平影都,3,1073,60981.00,42,56.83
59.306803,72.95,汕尾华影众乐影城,4,1386,60168.00,19,43.41
6.648339,12.52,UME影城（北京华星店）,5,526,56306.83,42,107.05
5.907656,12.23,Jackie Chan北京耀莱,6,1211,51940.27,99,42.89
8.432147,18.67,广州飞扬影城,7,952,46896.41,51,49.26
7.834314,10.35,北京寰映合生汇店,8,621,46538.44,60,74.94
15.828889,19.93,首都电影院昌平店,9,1116,46238.21,56,41.43
9.815094,16.36,CGV影城 上海七宝店,10,867,46175.43,53,53.26
7.032590,10.12,首都电影院西单店,11,779,43920.07,77,56.38
5.897166,12.97,广州飞扬影城（正佳分店）,12,791,43577.89,61,55.09
4.087647,3.55,深圳市中影幕森国际影城,13,188,42227.24,53,224.61
4.703540,9.25,上海五角场万达广场店,14,638,40768.83,69,63.90
9.942841,13.63,南京新街口国际影城,15,1172,40466.77,86,34.53
11.199168,20.05,乌鲁木齐103电影公园钱塘江路店,16,862,39719.15,43,46.08
5.149434,6.91,SFC上影影城（港汇恒隆永华店）,17,484,39315.86,70,81.23
8.026301,16.38,武汉美逸影城荟聚店,18,1032,39179.06,63,37.96
7.122370,12.42,上海百丽宫影城（环贸iapm店）,19,447,38748.97,36,86.69
3.752165,4.94,北京市金泉港国际影城,20,529,38604.69,107,72.98
58.688181,42.70,陆川县星光影城,21,982,38110.23,23,38.81
6.765249,12.20,惠州市凯狮国际影城,22,427,37201.63,35,87.12
8.290816,11.88,宁波博纳国际影城（北仑店）,23,855,36287.94,72,42.44
5.901086,9.26,北京通州万达广场店,24,630,35862.26,68,56.92
8.362400,17.22,广州金逸--无锡光美金逸影城,25,947,35490.81,55,37.48
5.664433,9.45,UME影城（北京双井店）,26,548,35170.31,58,64.18
9.083008,27.22,上海大光明影院,27,871,34850.57,32,40.01
8.043611,13.26,广州市百丽宫猎德影院,28,557,34037.77,42,61.11
9.191010,13.39,武汉汉街万达广场店,29,951,33792.07,71,35.53
4.978145,10.64,卢米埃北京长楹天街IMAX影城,30,500,33665.63,47,67.33
3.929431,6.86,CGV影城 深圳壹方城店,31,473,33528.81,69,70.89
11.808695,19.40,西安沣惠路横店电影城,32,873,32919.97,45,37.71
7.291091,15.07,太原市万象影城IMAX店,33,693,32829.59,46,47.37
31.741326,53.87,六安恒大嘉凯影城,34,1239,32510.10,23,26.24
4.370165,8.70,广州市捷登都会飞扬影城,35,774,31904.31,89,41.22
10.952514,21.74,深圳海岸影城,36,587,31283.12,27,53.29
8.654785,14.77,广州白云万达广场店,37,709,31130.43,48,43.91
