broker,count,bamount,bcount,samount,scount,top3
国泰君安证券股份有限公司襄阳襄城西街证券营业部,5,2881.23,4,774.5,1,"泰晶科技,闽东电力,英洛华"
招商证券股份有限公司深圳蛇口工业三路证券营业部,4,1717.09,3,795.7,1,"嘉欣丝绸,哈高科,江苏索普,"
方正证券股份有限公司北京阜外大街证券营业部,5,4590.11,4,1203.0,1,"农发种业,汇中股份,新亚制程"
华泰证券股份有限公司成都南一环路第二证券营业部,6,11754.2,4,7001.64,2,"华天科技,敦煌种业,联络互动"
沪股通专用,13,22919.9,7,25669.23,6,"金证股份,三安光电,宁波韵升,"
华泰证券股份有限公司江西分公司,3,3339.4,2,616.9,1,"敦煌种业,海南瑞泽"
申万宏源证券有限公司厦门分公司,1,1050.97,1,0.0,0,金证股份
平安证券股份有限公司芜湖江北证券营业部,6,4875.15,4,2143.96,2,"东方通信,农发种业,*ST尤夫,"
西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,239,182144.04,141,135236.12,98,"美锦能源,宏辉果蔬,宝丰能源,"
申万宏源证券有限公司扬州扬子江中路证券营业部,6,3381.77,4,1063.35,2,"中色股份,敦煌种业,银河磁体,"
光大证券股份有限公司上海世纪大道证券营业部,3,1207.18,3,0.0,0,"网达软件,农发种业,大禹节水"
华泰证券股份有限公司南京六合彤华街证券营业部,1,781.63,1,0.0,0,金证股份
中信证券股份有限公司深圳深南中路中信大厦证券营业部,1,684.86,1,0.0,0,敦煌种业
华泰证券股份有限公司沈阳大西路证券营业部,7,3145.98,3,3252.98,4,"三川智慧,润欣科技,英洛华,"
海通证券股份有限公司上海牡丹江路证券营业部,9,2454.9,4,5510.71,5,"德威新材,诚迈科技,金证股份,"
中国中投证券有限责任公司江都龙城路证券营业部,1,683.94,1,0.0,0,敦煌种业
华鑫证券有限责任公司江苏分公司,9,3264.42,4,6906.86,5,"东信和平,天龙光电,泰晶科技,"
国泰君安证券股份有限公司重庆万州北滨大道证券营业部,1,336.4,1,0.0,0,江苏索普
华泰证券股份有限公司北京苏州街证券营业部,3,1257.18,1,2306.7,2,"日丰股份,敦煌种业"
长江证券股份有限公司武汉胜利街证券营业部,2,0.0,0,3750.21,2,农发种业
华泰证券股份有限公司南通人民中路证券营业部,6,2149.3,4,1186.16,2,"泰晶科技,光弘科技,泰永长征,"
招商证券股份有限公司杭州天目山路证券营业部,2,0.0,0,6864.43,2,"博通集成,金证股份"
华泰证券股份有限公司上海武定路证券营业部,14,9180.87,6,8886.28,8,"英洛华,帝尔激光,贵州轮胎,"
国信证券股份有限公司深圳红岭中路证券营业部,8,1255.16,3,3249.08,5,"瑞丰光电,诚迈科技,大港股份,"
