code,name,count,bamount,samount,net,bcount,scount
002415,海康威视,1,225848.38,104223.61,121624.77,5,5
603236,移远通信,4,56643.32,24323.99,32319.33,14,20
002384,东山精密,1,48386.55,32156.96,16229.59,5,3
601236,红塔证券,5,88031.97,76452.34,11579.63,19,18
000049,德赛电池,3,35599.55,24054.99,11544.56,9,12
300783,三只松鼠,3,24630.85,13382.26,11248.6,12,11
600410,华胜天成,1,15539.31,4809.62,10729.69,5,5
002902,铭普光磁,3,24610.63,16696.4,7914.23,10,10
002296,辉煌科技,1,6498.42,638.61,5859.81,5,5
002945,华林证券,1,14279.79,9298.81,4980.97,5,5
000918,嘉凯城,1,8451.7,3847.04,4604.66,5,5
002481,双塔食品,1,7012.34,3060.32,3952.02,5,5
300433,蓝思科技,1,7004.71,3066.58,3938.14,4,5
300165,天瑞仪器,1,4256.01,811.59,3444.42,5,5
600393,粤泰股份,1,27120.82,23756.29,3364.53,7,9
600123,兰花科创,1,3326.16,0.0,3326.16,5,0
300788,中信出版,5,31147.55,27905.55,3242.0,13,22
002169,智光电气,1,4574.34,1391.18,3183.16,5,5
002870,香山股份,2,8825.43,5646.66,3178.77,8,9
600722,金牛化工,1,4424.06,1252.75,3171.31,5,5
603936,博敏电子,1,5493.89,2475.71,3018.18,5,5
300785,值得买,2,3092.87,253.27,2839.6,7,14
002636,金安国纪,1,4195.19,1397.02,2798.17,5,5
002447,晨鑫科技,1,5700.45,3092.35,2608.1,5,5
600470,六国化工,1,4040.67,1499.21,2541.46,5,5
002952,亚世光电,3,26231.87,23760.1,2471.77,17,14
600546,山煤国际,1,8123.13,5779.23,2343.9,5,5
002669,康达新材,1,5475.05,3141.3,2333.75,5,5
002388,新亚制程,1,5044.62,2771.78,2272.84,5,5
603297,永新光学,2,6590.45,4352.41,2238.05,10,10
603843,正平股份,1,3932.29,1800.33,2131.96,5,5
300424,航新科技,1,3088.18,1039.9,2048.28,5,5
300022,吉峰科技,1,3371.77,1337.98,2033.79,5,5
002692,ST远程,1,4122.94,2209.96,1912.98,5,5
002045,国光电器,1,3703.83,1914.79,1789.04,5,5
300162,雷曼光电,1,2911.96,1198.43,1713.53,5,5
002868,绿康生化,2,15038.11,13348.43,1689.68,8,7
002562,兄弟科技,1,3065.14,1436.09,1629.05,5,5
300615,欣天科技,1,5774.69,4250.3,1524.39,5,5
603499,翔港科技,1,3122.39,1655.04,1467.36,5,5
002427,*ST尤夫,1,3975.49,2528.97,1446.52,5,5
002903,宇环数控,1,2624.79,1185.29,1439.49,5,5
000023,深天地A,2,5726.52,4320.19,1406.33,10,10
603999,读者传媒,1,1980.92,581.05,1399.88,5,5
300267,尔康制药,1,3414.4,2122.0,1292.4,5,5
000691,亚太实业,1,1940.38,655.81,1284.58,5,5
600257,大湖股份,1,1222.06,0.0,1222.06,5,0
300708,聚灿光电,5,27439.41,26228.97,1210.44,27,26
300526,中潜股份,1,2572.83,1373.78,1199.05,5,5
002660,茂硕电源,1,2906.77,1726.95,1179.82,5,5
000713,丰乐种业,1,3388.36,2249.16,1139.21,5,5
300428,四通新材,1,3457.67,2415.95,1041.73,5,5
002418,康盛股份,1,5607.75,4631.73,976.02,5,5
300740,御家汇,1,1951.18,980.48,970.7,5,5
300462,华铭智能,1,3104.29,2264.41,839.88,5,5
603256,宏和科技,3,821.18,30.73,790.45,4,13
000833,粤桂股份,1,1756.23,1013.45,742.78,5,5
300543,朗科智能,3,6538.9,5858.68,680.22,13,15
603327,福蓉科技,2,7216.91,6605.18,611.73,10,9
002214,大立科技,1,4189.71,3611.26,578.45,5,4
600666,*ST瑞德,1,1408.97,861.79,547.19,5,5
600651,飞乐音响,1,1843.38,1297.28,546.1,5,5
300777,中简科技,1,3997.29,3457.48,539.81,5,5
603266,天龙股份,2,4066.56,3541.66,524.9,10,9
300402,宝色股份,1,1733.39,1237.3,496.09,5,5
000890,法尔胜,1,2058.23,1597.44,460.79,5,5
002645,华宏科技,1,16590.92,16144.93,445.99,5,5
603721,中广天择,1,1450.39,1019.23,431.16,5,5
002617,露笑科技,1,2962.0,2539.87,422.12,5,5
603787,新日股份,2,10271.35,9908.5,362.85,9,9
002068,黑猫股份,1,3672.44,3371.34,301.1,5,5
603933,睿能科技,1,1029.68,730.83,298.85,5,5
603810,ST丰山,1,1649.88,1356.48,293.4,5,5
300786,国林环保,2,325.19,32.66,292.53,6,10
300589,江龙船艇,1,1875.54,1599.2,276.33,5,5
603983,丸美股份,1,288.75,18.04,270.7,4,5
603863,松炀资源,1,3046.91,2857.01,189.9,5,5
002957,科瑞技术,1,118.14,8.04,110.09,5,5
603227,雪峰科技,2,5063.43,4965.98,97.45,10,10
603687,大胜达,1,91.15,7.41,83.74,3,5
300585,奥联电子,2,3369.09,3314.29,54.81,8,10
000892,欢瑞世纪,1,738.7,740.82,-2.12,5,5
002559,亚威股份,1,7590.83,7624.98,-34.15,6,5
000037,深南电A,1,1508.84,1552.62,-43.77,5,5
002201,九鼎新材,3,12895.23,12957.84,-62.61,11,11
600485,*ST信威,1,182.24,245.31,-63.07,5,5
300598,诚迈科技,2,10686.73,10753.9,-67.17,10,10
300273,和佳股份,1,1882.88,2015.21,-132.32,5,5
300567,精测电子,1,9004.95,9153.7,-148.75,3,2
603701,德宏股份,1,1012.6,1163.26,-150.66,5,5
000803,金宇车城,1,286.0,469.01,-183.0,5,5
600605,汇通能源,1,3159.96,3411.98,-252.02,5,5
300748,金力永磁,1,2544.22,2936.9,-392.68,5,5
000622,恒立实业,1,2408.51,2808.34,-399.83,5,5
300455,康拓红外,1,1894.39,2387.56,-493.17,5,5
002477,*ST雏鹰,1,1927.1,2433.14,-506.04,5,5
300775,三角防务,1,3205.08,3712.61,-507.53,5,5
002057,中钢天源,1,5632.63,6272.33,-639.69,5,5
600281,太化股份,1,1886.64,2532.04,-645.4,5,5
300354,东华测试,1,1202.4,1900.29,-697.89,5,5
300023,宝德股份,3,8700.53,9402.89,-702.36,14,15
300405,科隆股份,1,3048.73,3893.08,-844.36,5,5
002835,同为股份,2,4847.87,5729.63,-881.76,10,8
300768,迪普科技,1,2404.07,3308.17,-904.1,5,5
000068,华控赛格,1,761.17,1728.58,-967.41,5,5
600781,辅仁药业,2,488.94,1462.92,-973.98,10,10
002288,超华科技,1,2528.71,3795.49,-1266.78,5,5
300538,同益股份,1,1680.79,3116.6,-1435.81,5,5
002442,龙星化工,1,3873.79,5350.65,-1476.86,5,5
002538,司尔特,1,3699.66,5178.92,-1479.27,5,5
300447,全信股份,1,2008.77,3552.22,-1543.45,5,5
002414,高德红外,1,5135.67,6746.65,-1610.98,5,5
300554,三超新材,3,5118.04,6758.38,-1640.35,12,12
300648,星云股份,1,1776.81,3517.66,-1740.85,5,5
601020,华钰矿业,1,1262.19,3141.21,-1879.02,5,5
600139,西部资源,1,1456.16,3396.44,-1940.28,5,5
603078,江化微,1,2701.63,4768.9,-2067.27,5,5
300108,吉药控股,1,4151.32,6265.84,-2114.51,5,5
300674,宇信科技,1,3198.98,5420.01,-2221.04,5,5
002119,康强电子,2,13570.14,15888.17,-2318.03,8,8
300661,圣邦股份,1,6788.44,9214.44,-2426.01,4,4
603738,泰晶科技,1,3134.37,5731.12,-2596.76,5,5
000936,华西股份,1,4433.6,7231.52,-2797.92,5,5
603283,赛腾股份,1,2091.85,4952.15,-2860.3,5,5
002915,中欣氟材,4,8548.45,11479.16,-2930.7,11,16
002529,海源复材,1,2135.58,5424.91,-3289.32,5,5
000766,通化金马,1,1976.6,5649.83,-3673.23,5,5
002830,名雕股份,4,12254.92,16396.29,-4141.36,16,18
600095,哈高科,1,5255.43,10227.53,-4972.1,5,5
603520,司太立,1,2225.23,7413.81,-5188.58,5,5
000831,五矿稀土,1,5531.31,11323.02,-5791.71,5,5
601155,新城控股,1,21844.26,28733.66,-6889.4,5,5
300379,东方通,1,2198.71,10248.41,-8049.7,5,5
601698,中国卫通,1,13158.99,21505.42,-8346.43,5,5
300191,潜能恒信,3,67360.1,76988.8,-9628.7,11,16
002776,柏堡龙,1,4309.08,14648.22,-10339.13,5,5
300449,汉邦高科,2,7771.23,22211.31,-14440.08,10,10
002726,龙大肉食,2,30397.17,90642.72,-60245.55,11,14
