code,name,bamount,bcount,samount,scount,net
300788,中信出版,11471.13,9,1818.13,2,9653.0
000049,德赛电池,9844.69,5,1165.03,2,8679.66
300433,蓝思科技,2905.42,2,0.0,0,2905.42
603236,移远通信,2043.87,1,37.3,2,2006.57
300661,圣邦股份,3874.98,2,2165.59,2,1709.39
300615,欣天科技,1410.62,1,901.37,1,509.25
603520,司太立,476.63,1,0.0,0,476.63
300543,朗科智能,794.3,2,353.09,1,441.2
300405,科隆股份,1297.78,1,1084.47,1,213.3
300786,国林环保,179.53,1,0.0,0,179.53
002214,大立科技,1646.56,1,1511.78,2,134.79
000890,法尔胜,585.49,1,463.91,1,121.58
600781,辅仁药业,116.69,1,0.0,0,116.69
002418,康盛股份,235.97,0,216.88,1,19.09
603256,宏和科技,0.0,0,9.82,2,-9.82
000691,亚太实业,0.0,0,93.77,1,-93.77
002414,高德红外,547.69,1,688.92,1,-141.22
000068,华控赛格,0.0,0,165.13,1,-165.13
000766,通化金马,188.5,0,399.87,1,-211.37
000803,金宇车城,0.0,0,215.41,1,-215.41
000918,嘉凯城,25.85,0,805.72,1,-779.87
601020,华钰矿业,0.0,0,1401.7,1,-1401.7
300567,精测电子,5228.8,3,7845.55,4,-2616.75
002776,柏堡龙,0.0,0,2698.3,1,-2698.3
000831,五矿稀土,0.0,0,2783.87,1,-2783.87
002415,海康威视,6835.93,1,10985.4,1,-4149.47
300191,潜能恒信,0.0,0,8522.48,2,-8522.48
002384,东山精密,0.0,0,12122.28,3,-12122.28
