code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,0.24,2928.0614,2937.3601,2944.541,2948.3261,2924.4513,139343388,1587.7467
000002,Ａ股指数,0.25,3066.8938,3076.6488,3084.1904,3088.1609,3063.0991,139237503,1586.967
000003,Ｂ股指数,-0.0,287.4064,287.7801,287.7792,288.0077,286.9799,105886,0.7797
000008,综合指数,0.02,2880.2391,2891.9177,2892.6108,2896.8135,2878.5262,31611426,303.7424
000009,上证380,0.31,4546.283,4552.9452,4567.0069,4572.045,4533.8324,30403210,329.6975
000010,上证180,0.29,8496.5039,8530.8574,8555.3612,8564.4495,8492.2295,47503050,609.2633
000011,基金指数,0.14,6187.4976,6197.2294,6206.1091,6210.4178,6183.4452,33245716,221.8547
000012,国债指数,0.01,173.9156,173.8991,173.9144,173.9156,173.906,175308,1.6556
000016,上证50,0.28,2918.1073,2931.1758,2939.3547,2943.0682,2918.0135,23521864,330.1529
000017,新综指,0.24,2472.8381,2480.7041,2486.7641,2489.9661,2469.7802,134076388,1374.3071
000300,沪深300,0.19,3835.2281,3851.0665,3858.5688,3863.5878,3832.5223,83259300,1109.2973
000905,中证500,0.13,4880.7194,4891.6432,4898.1099,4902.0916,4868.197,59252777,571.9069
399001,深证成指,0.04,9310.646,9344.817,9349.002,9363.27,9294.605,18565447395,1930.8883
399002,深成指R,0.05,11381.828000000001,11422.722,11428.716999999999,11446.158000000001,11362.219,8172693172,999.1148
399003,成份Ｂ指,0.12,5177.395,5178.304,5184.372,5190.525,5153.6320000000005,6691693,0.2413
399004,深证100R,0.1,5276.715999999999,5299.2609999999995,5304.529,5315.728,5268.897,3582050023,518.9326
399005,中小板指,0.3,5761.857,5777.491,5795.017,5804.616999999999,5748.814,1876839893,300.4635
399006,创业板指,-0.27,1562.203,1566.0770000000002,1561.855,1565.4370000000001,1552.39,4968258290,631.817
399008,中小300,0.22,1125.371,1128.498,1131.032,1132.497,1123.005,3995837995,506.4872
399100,新 指 数,0.03,7201.4,7224.096,7226.279,7235.977,7188.111,17785275763,1914.2958
399101,中小板综,0.17,8805.864,8827.702,8842.85,8853.087,8787.943000000001,8094427364,825.7888
399106,深证综指,0.04,1568.079,1572.7979999999998,1573.454,1575.533,1565.0410000000002,18565447395,1930.8883
399107,深证Ａ指,0.04,1639.864,1644.8110000000001,1645.496,1647.681,1636.684,18554968704,1930.5146
399108,深证Ｂ指,0.07,975.058,975.222,975.936,976.2130000000001,971.673,10478691,0.3737
399333,中小板R,0.33,6479.464,6495.557,6516.754,6527.55,6464.797,1876839893,300.4635
399606,创业板R,-0.27,1646.646,1650.73,1646.28,1650.0539999999999,1636.3029999999999,1165192333,194.5932
